,precision,recall,f1-score,support
Assistance,0.823,0.835,0.829,2120.0
Slight,0.832,0.82,0.826,2120.0
accuracy,0.828,0.828,0.828,0.828
macro avg,0.828,0.828,0.828,4240.0
weighted avg,0.828,0.828,0.828,4240.0
