,precision,recall,f1-score,support
Assistance,0.832,0.752,0.79,1855.0
Slight,0.774,0.848,0.809,1855.0
accuracy,0.8,0.8,0.8,0.8
macro avg,0.803,0.8,0.8,3710.0
weighted avg,0.803,0.8,0.8,3710.0
