,precision,recall,f1-score,support
Slight,0.941,0.919,0.93,1653.0
Assistance,0.921,0.943,0.932,1659.0
accuracy,0.931,0.931,0.931,0.931
macro avg,0.931,0.931,0.931,3312.0
weighted avg,0.931,0.931,0.931,3312.0
