,precision,recall,f1-score,support
Slight,0.966,0.951,0.959,2981.0
Assistance,0.952,0.967,0.959,2981.0
accuracy,0.959,0.959,0.959,0.959
macro avg,0.959,0.959,0.959,5962.0
weighted avg,0.959,0.959,0.959,5962.0
