,precision,recall,f1-score,support
Assistance,0.807,0.788,0.797,1863.0
Slight,0.793,0.811,0.802,1863.0
accuracy,0.8,0.8,0.8,0.8
macro avg,0.8,0.8,0.799,3726.0
weighted avg,0.8,0.8,0.799,3726.0
