,precision,recall,f1-score,support
Assistance,0.839,0.802,0.82,1788.0
Slight,0.81,0.846,0.828,1788.0
accuracy,0.824,0.824,0.824,0.824
macro avg,0.824,0.824,0.824,3576.0
weighted avg,0.824,0.824,0.824,3576.0
