,precision,recall,f1-score,support
Assistance,0.793,0.784,0.789,1783.0
Slight,0.787,0.796,0.791,1783.0
accuracy,0.79,0.79,0.79,0.79
macro avg,0.79,0.79,0.79,3566.0
weighted avg,0.79,0.79,0.79,3566.0
