,precision,recall,f1-score,support
Slight,0.971,0.912,0.94,64008.0
Serious,0.92,0.968,0.943,64007.0
Fatal,0.99,0.999,0.995,64008.0
accuracy,0.959,0.959,0.959,0.959
macro avg,0.96,0.959,0.959,192023.0
weighted avg,0.96,0.959,0.959,192023.0
