,precision,recall,f1-score,support
Slight,0.802,0.776,0.789,42509.0
Serious,0.782,0.784,0.783,42509.0
Fatal,0.882,0.909,0.896,42508.0
accuracy,0.823,0.823,0.823,0.823
macro avg,0.822,0.823,0.823,127526.0
weighted avg,0.822,0.823,0.823,127526.0
