,precision,recall,f1-score,support
Slight,1.0,0.001,0.002,32071.0
Serious,0.468,0.975,0.633,32070.0
Fatal,0.966,0.886,0.924,32070.0
accuracy,0.621,0.621,0.621,0.621
macro avg,0.811,0.621,0.52,96211.0
weighted avg,0.811,0.621,0.52,96211.0
