,precision,recall,f1-score,support
Slight,0.686,0.777,0.729,32124.0
Serious,0.721,0.551,0.625,32124.0
Fatal,0.887,0.977,0.93,32124.0
accuracy,0.769,0.769,0.769,0.769
macro avg,0.765,0.769,0.761,96372.0
weighted avg,0.765,0.769,0.761,96372.0
