,precision,recall,f1-score,support
Slight,0.728,0.769,0.748,32124.0
Serious,0.734,0.63,0.678,32124.0
Fatal,0.9,0.977,0.937,32124.0
accuracy,0.792,0.792,0.792,0.792
macro avg,0.787,0.792,0.788,96372.0
weighted avg,0.787,0.792,0.788,96372.0
