,precision,recall,f1-score,support
Slight,0.996,0.992,0.994,1653.0
Assistance,0.992,0.996,0.994,1659.0
accuracy,0.994,0.994,0.994,0.994
macro avg,0.994,0.994,0.994,3312.0
weighted avg,0.994,0.994,0.994,3312.0
