,precision,recall,f1-score,support
Slight,0.498,0.994,0.664,32071.0
Serious,0.892,0.036,0.07,32070.0
Fatal,0.969,0.933,0.951,32070.0
accuracy,0.655,0.655,0.655,0.655
macro avg,0.787,0.655,0.561,96211.0
weighted avg,0.787,0.655,0.561,96211.0
