,precision,recall,f1-score,support
Slight,0.812,0.027,0.053,14476.0
Serious,0.497,0.979,0.659,14475.0
Fatal,0.979,0.974,0.977,14476.0
accuracy,0.66,0.66,0.66,0.66
macro avg,0.763,0.66,0.563,43427.0
weighted avg,0.763,0.66,0.563,43427.0
