,precision,recall,f1-score,support
Fatal,0.585,0.957,0.726,42637.0
Slight,0.859,0.321,0.468,42636.0
Serious,0.968,0.959,0.964,42637.0
accuracy,0.746,0.746,0.746,0.746
macro avg,0.804,0.746,0.719,127910.0
weighted avg,0.804,0.746,0.719,127910.0
