,precision,recall,f1-score,support
Slight,0.717,0.868,0.786,64008.0
Serious,0.808,0.641,0.715,64007.0
Fatal,0.955,0.953,0.954,64008.0
accuracy,0.821,0.821,0.821,0.821
macro avg,0.827,0.821,0.818,192023.0
weighted avg,0.827,0.821,0.818,192023.0
