,precision,recall,f1-score,support
Slight,0.563,0.944,0.706,62286.0
Serious,0.784,0.295,0.428,62286.0
Fatal,0.945,0.895,0.919,62285.0
accuracy,0.711,0.711,0.711,0.711
macro avg,0.764,0.711,0.684,186857.0
weighted avg,0.764,0.711,0.684,186857.0
