,precision,recall,f1-score,support
Slight,0.178,0.04,0.066,64008.0
Serious,0.318,0.874,0.466,64007.0
Fatal,0.305,0.008,0.016,64008.0
accuracy,0.307,0.307,0.307,0.307
macro avg,0.267,0.307,0.183,192023.0
weighted avg,0.267,0.307,0.183,192023.0
