,precision,recall,f1-score,support
Fatal,0.963,0.966,0.965,14013.0
Serious,0.71,0.684,0.697,14012.0
Slight,0.715,0.74,0.727,14013.0
accuracy,0.796,0.796,0.796,0.796
macro avg,0.796,0.796,0.796,42038.0
weighted avg,0.796,0.796,0.796,42038.0
