,precision,recall,f1-score,support
Slight,0.766,0.736,0.751,32124.0
Serious,0.698,0.754,0.725,32124.0
Fatal,0.958,0.92,0.939,32124.0
accuracy,0.803,0.803,0.803,0.803
macro avg,0.808,0.803,0.805,96372.0
weighted avg,0.808,0.803,0.805,96372.0
