,precision,recall,f1-score,support
Slight,0.802,0.601,0.687,13963.0
Serious,0.661,0.798,0.723,13962.0
Fatal,0.925,0.966,0.945,13963.0
accuracy,0.788,0.788,0.788,0.788
macro avg,0.796,0.788,0.785,41888.0
weighted avg,0.796,0.788,0.785,41888.0
