,precision,recall,f1-score,support
Slight,0.995,0.989,0.992,64008.0
Serious,0.989,0.993,0.991,64007.0
Fatal,0.998,0.999,0.999,64008.0
accuracy,0.994,0.994,0.994,0.994
macro avg,0.994,0.994,0.994,192023.0
weighted avg,0.994,0.994,0.994,192023.0
