,precision,recall,f1-score,support
Fatal,0.914,0.087,0.158,42637.0
Slight,0.503,0.951,0.658,42636.0
Serious,0.947,0.962,0.954,42637.0
accuracy,0.666,0.666,0.666,0.666
macro avg,0.788,0.666,0.59,127910.0
weighted avg,0.788,0.666,0.59,127910.0
