,precision,recall,f1-score,support
Slight,0.811,0.747,0.778,42509.0
Serious,0.815,0.698,0.752,42509.0
Fatal,0.802,0.979,0.882,42508.0
accuracy,0.808,0.808,0.808,0.808
macro avg,0.809,0.808,0.804,127526.0
weighted avg,0.809,0.808,0.804,127526.0
