,precision,recall,f1-score,support
Fatal,0.906,0.942,0.923,14013.0
Serious,0.799,0.18,0.294,14012.0
Slight,0.545,0.946,0.692,14013.0
accuracy,0.689,0.689,0.689,0.689
macro avg,0.75,0.689,0.636,42038.0
weighted avg,0.75,0.689,0.636,42038.0
