,precision,recall,f1-score,support
Slight,0.763,0.636,0.694,33927.0
Serious,0.571,0.955,0.715,34034.0
Fatal,0.986,0.488,0.653,34059.0
accuracy,0.693,0.693,0.693,0.693
macro avg,0.773,0.693,0.687,102020.0
weighted avg,0.773,0.693,0.687,102020.0
