,precision,recall,f1-score,support
Slight,0.74,0.721,0.731,39946.0
Serious,0.679,0.702,0.69,39945.0
Fatal,0.926,0.919,0.922,39946.0
accuracy,0.781,0.781,0.781,0.781
macro avg,0.782,0.781,0.781,119837.0
weighted avg,0.782,0.781,0.781,119837.0
