,precision,recall,f1-score,support
Slight,0.807,0.683,0.74,32124.0
Serious,0.695,0.783,0.736,32124.0
Fatal,0.929,0.954,0.941,32124.0
accuracy,0.807,0.807,0.807,0.807
macro avg,0.81,0.807,0.806,96372.0
weighted avg,0.81,0.807,0.806,96372.0
