,precision,recall,f1-score,support
Slight,0.911,0.56,0.693,42509.0
Serious,0.674,0.801,0.732,42508.0
Fatal,0.816,0.977,0.889,42509.0
accuracy,0.779,0.779,0.779,0.779
macro avg,0.8,0.779,0.772,127526.0
weighted avg,0.8,0.779,0.772,127526.0
