,precision,recall,f1-score,support
Assistance,0.994,0.998,0.996,2456.0
Slight,0.998,0.994,0.996,2456.0
accuracy,0.996,0.996,0.996,0.996
macro avg,0.996,0.996,0.996,4912.0
weighted avg,0.996,0.996,0.996,4912.0
