,precision,recall,f1-score,support
Fatal,0.758,0.997,0.861,11225.0
Serious,0.662,0.617,0.639,11226.0
Slight,0.774,0.583,0.665,11226.0
accuracy,0.732,0.732,0.732,0.732
macro avg,0.732,0.732,0.722,33677.0
weighted avg,0.732,0.732,0.722,33677.0
