,precision,recall,f1-score,support
Fatal,0.961,0.987,0.974,14013.0
Serious,0.577,0.914,0.707,14012.0
Slight,0.85,0.33,0.475,14013.0
accuracy,0.744,0.744,0.744,0.744
macro avg,0.796,0.744,0.719,42038.0
weighted avg,0.796,0.744,0.719,42038.0
