,precision,recall,f1-score,support
Slight,0.885,0.652,0.75,42509.0
Serious,0.69,0.857,0.764,42509.0
Fatal,0.882,0.901,0.891,42508.0
accuracy,0.803,0.803,0.803,0.803
macro avg,0.819,0.803,0.802,127526.0
weighted avg,0.819,0.803,0.802,127526.0
