,precision,recall,f1-score,support
Slight,0.801,0.643,0.714,41594.0
Serious,0.685,0.802,0.739,41594.0
Fatal,0.944,0.969,0.956,41594.0
accuracy,0.805,0.805,0.805,0.805
macro avg,0.81,0.805,0.803,124782.0
weighted avg,0.81,0.805,0.803,124782.0
