,precision,recall,f1-score,support
Slight,0.842,0.708,0.769,33927.0
Serious,0.744,0.739,0.742,34034.0
Fatal,0.834,0.972,0.898,34059.0
accuracy,0.807,0.807,0.807,0.807
macro avg,0.807,0.806,0.803,102020.0
weighted avg,0.807,0.807,0.803,102020.0
