,precision,recall,f1-score,support
Serious,0.984,0.961,0.972,10518.0
Fatal,0.628,0.815,0.71,10518.0
Slight,0.759,0.551,0.638,10518.0
accuracy,0.776,0.776,0.776,0.776
macro avg,0.79,0.776,0.773,31554.0
weighted avg,0.79,0.776,0.773,31554.0
