,precision,recall,f1-score,support
Slight,0.68,0.303,0.419,32071.0
Serious,0.407,0.815,0.543,32070.0
Fatal,0.886,0.491,0.632,32070.0
accuracy,0.536,0.536,0.536,0.536
macro avg,0.658,0.536,0.531,96211.0
weighted avg,0.658,0.536,0.531,96211.0
