,precision,recall,f1-score,support
Assistance,0.941,0.954,0.947,1039.0
Slight,0.89,0.862,0.876,449.0
accuracy,0.926,0.926,0.926,0.926
macro avg,0.915,0.908,0.911,1488.0
weighted avg,0.926,0.926,0.926,1488.0
