,precision,recall,f1-score,support
Slight,0.543,0.945,0.69,32181.0
Serious,0.613,0.396,0.481,32181.0
Fatal,0.994,0.611,0.757,32181.0
accuracy,0.651,0.651,0.651,0.651
macro avg,0.717,0.651,0.643,96543.0
weighted avg,0.717,0.651,0.643,96543.0
