,precision,recall,f1-score,support
Fatal,0.946,0.879,0.911,42557.0
Serious,0.614,0.889,0.726,42558.0
Slight,0.88,0.548,0.675,42558.0
accuracy,0.772,0.772,0.772,0.772
macro avg,0.813,0.772,0.771,127673.0
weighted avg,0.813,0.772,0.771,127673.0
