,precision,recall,f1-score,support
Assistance,0.969,0.975,0.972,1793.0
Slight,0.975,0.969,0.972,1793.0
accuracy,0.972,0.972,0.972,0.972
macro avg,0.972,0.972,0.972,3586.0
weighted avg,0.972,0.972,0.972,3586.0
