,precision,recall,f1-score,support
Slight,0.971,0.942,0.956,1653.0
Assistance,0.944,0.972,0.958,1659.0
accuracy,0.957,0.957,0.957,0.957
macro avg,0.958,0.957,0.957,3312.0
weighted avg,0.958,0.957,0.957,3312.0
