,precision,recall,f1-score,support
Slight,0.901,0.794,0.844,33927.0
Serious,0.808,0.818,0.812,34034.0
Fatal,0.874,0.967,0.918,34059.0
accuracy,0.859,0.859,0.859,0.859
macro avg,0.861,0.859,0.858,102020.0
weighted avg,0.861,0.859,0.858,102020.0
