,precision,recall,f1-score,support
Slight,0.727,0.668,0.696,41594.0
Serious,0.521,0.743,0.612,41594.0
Fatal,0.975,0.639,0.772,41594.0
accuracy,0.683,0.683,0.683,0.683
macro avg,0.741,0.683,0.694,124782.0
weighted avg,0.741,0.683,0.694,124782.0
