,precision,recall,f1-score,support
Slight,0.929,0.054,0.102,13963.0
Serious,0.466,0.754,0.576,13962.0
Fatal,0.745,0.986,0.848,13963.0
accuracy,0.598,0.598,0.598,0.598
macro avg,0.713,0.598,0.509,41888.0
weighted avg,0.713,0.598,0.509,41888.0
