,precision,recall,f1-score,support
Slight,0.542,0.921,0.683,32181.0
Serious,0.757,0.12,0.207,32181.0
Fatal,0.862,0.986,0.92,32181.0
accuracy,0.675,0.675,0.675,0.675
macro avg,0.72,0.675,0.603,96543.0
weighted avg,0.72,0.675,0.603,96543.0
