,hora,tipo_carretera,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,lesividad,drogas_alcohol_positivo,vehiculos_implicados,coordenada_x_utm,coordenada_y_utm
36047,2,17,11.0,5,1.0,5.0,1.0,3,1,Serious,2,2,443767292,4464719193
36048,2,17,11.0,5,1.0,5.0,1.0,3,2,Slight,1,2,443767292,4464719193
50263,1,19,11.0,2,1.0,9.0,1.0,3,1,Slight,2,3,439229970,4464807550
50264,1,19,11.0,2,1.0,4.0,1.0,3,1,Serious,2,3,439229970,4464807550
50265,1,19,11.0,2,1.0,4.0,2.0,3,1,Serious,2,3,439229970,4464807550
51443,1,17,11.0,4,1.0,3.0,1.0,3,2,Slight,2,2,439229970,4464807550
51444,1,17,11.0,4,1.0,5.0,1.0,3,1,Slight,2,2,439229970,4464807550
38745,2,19,11.0,1,2.0,5.0,1.0,3,1,Serious,2,2,441379146,4464850981
38746,2,19,11.0,1,2.0,5.0,2.0,3,1,Slight,2,2,441379146,4464850981
39110,1,16,5.0,7,1.0,12.0,1.0,3,1,Serious,2,1,449472252,4464997123
151,1,19,11.0,2,1.0,4.0,1.0,3,1,Serious,2,2,439886267,4465030340
152,1,19,11.0,2,1.0,5.0,1.0,3,2,Slight,2,2,439886267,4465030340
19031,1,17,11.0,2,1.0,1.0,1.0,3,1,Serious,2,2,438946413,4465117354
19032,1,17,11.0,2,1.0,5.0,1.0,3,1,Slight,2,2,438946413,4465117354
514,2,19,11.0,2,1.0,4.0,1.0,3,1,Slight,2,1,440882377,4465293395
8983,2,19,11.0,2,1.0,5.0,1.0,3,1,Slight,1,7,440888985,4465295616
8984,2,19,11.0,2,1.0,5.0,1.0,3,2,Slight,2,7,440888985,4465295616
8985,2,19,11.0,2,1.0,5.0,2.0,1,2,Serious,2,7,440888985,4465295616
8986,2,19,11.0,2,1.0,5.0,2.0,3,2,Slight,2,7,440888985,4465295616
8987,2,19,11.0,2,1.0,5.0,2.0,3,1,Slight,2,7,440888985,4465295616
8988,2,19,11.0,2,1.0,5.0,2.0,1,1,Slight,2,7,440888985,4465295616
8989,2,19,11.0,2,1.0,5.0,2.0,1,2,Slight,2,7,440888985,4465295616
5806,1,17,11.0,3,1.0,1.0,1.0,3,1,Serious,2,1,443156480,4465583366
45184,1,19,11.0,1,3.0,5.0,1.0,3,1,Slight,2,1,439258310,4465751710
53873,2,19,11.0,6,1.0,5.0,1.0,3,1,Slight,2,2,439258310,4465751710
53874,2,19,11.0,6,1.0,5.0,3.0,3,1,Serious,2,2,439258310,4465751710
34578,1,17,11.0,6,1.0,5.0,1.0,2,1,Slight,2,2,440379233,4465888604
34579,1,17,11.0,6,1.0,5.0,3.0,3,2,Serious,2,2,440379233,4465888604
35951,2,19,11.0,6,1.0,5.0,1.0,2,1,Slight,2,3,439555584,4465955132
35952,2,19,11.0,6,1.0,5.0,3.0,3,1,Slight,1,3,439555584,4465955132
35953,2,19,11.0,6,1.0,5.0,3.0,3,1,Serious,2,3,439555584,4465955132
45164,1,19,11.0,6,1.0,9.0,1.0,3,1,Slight,2,2,441731960,4466012460
45165,1,19,11.0,6,1.0,9.0,3.0,4,2,Serious,2,2,441731960,4466012460
26489,1,19,11.0,6,1.0,5.0,3.0,4,2,Serious,2,1,440077145,4466031614
32249,2,19,11.0,3,2.0,3.0,1.0,3,1,Serious,2,1,441778985,4466040142
1445,2,17,11.0,4,1.0,4.0,1.0,3,1,Serious,2,5,442955610,4466155406
1446,2,17,11.0,4,1.0,5.0,1.0,4,1,Slight,2,5,442955610,4466155406
1447,2,17,11.0,4,1.0,5.0,2.0,3,2,Slight,2,5,442955610,4466155406
1448,2,17,11.0,4,1.0,5.0,2.0,4,1,Slight,2,5,442955610,4466155406
1449,2,17,11.0,4,1.0,5.0,2.0,4,2,Slight,2,5,442955610,4466155406
47207,1,3,11.0,5,1.0,4.0,1.0,3,1,Serious,2,2,439407360,4466222160
47208,1,3,11.0,5,1.0,5.0,1.0,3,2,Slight,2,2,439407360,4466222160
23809,1,3,11.0,6,2.0,5.0,1.0,4,1,Slight,2,2,441110351,4466230937
23810,1,3,11.0,6,2.0,5.0,3.0,3,2,Serious,2,2,441110351,4466230937
44854,2,19,11.0,6,1.0,5.0,1.0,2,1,Slight,2,2,439377570,4466273250
44855,2,19,11.0,6,1.0,5.0,3.0,1,1,Serious,2,2,439377570,4466273250
26903,2,17,11.0,2,1.0,5.0,1.0,2,1,Slight,2,7,442873667,4466347739
26904,2,17,11.0,2,1.0,5.0,1.0,2,2,Slight,2,7,442873667,4466347739
26905,2,17,11.0,2,1.0,5.0,1.0,3,1,Serious,2,7,442873667,4466347739
26906,2,17,11.0,2,1.0,5.0,2.0,1,1,Slight,2,7,442873667,4466347739
26907,2,17,11.0,2,1.0,5.0,2.0,2,1,Slight,2,7,442873667,4466347739
26908,2,17,11.0,2,1.0,5.0,2.0,2,2,Slight,2,7,442873667,4466347739
46529,2,19,11.0,6,1.0,5.0,1.0,3,1,Slight,1,2,439467210,4466497770
46530,2,19,11.0,6,1.0,5.0,3.0,3,1,Serious,2,2,439467210,4466497770
30264,1,17,11.0,2,1.0,6.0,1.0,3,1,Slight,2,5,442638125,4466725469
30265,1,17,11.0,2,1.0,6.0,2.0,3,1,Slight,2,5,442638125,4466725469
30266,1,17,11.0,2,1.0,6.0,2.0,3,2,Slight,2,5,442638125,4466725469
30267,1,17,11.0,2,1.0,9.0,1.0,3,1,Slight,2,5,442638125,4466725469
35717,1,17,16.0,2,1.0,9.0,1.0,3,1,Slight,1,2,442634546,4466726998
35718,1,17,16.0,2,1.0,4.0,1.0,2,1,Serious,2,2,442634546,4466726998
11530,1,17,11.0,6,1.0,5.0,1.0,3,1,Slight,2,2,442618963,4466747633
11531,1,17,11.0,6,1.0,5.0,3.0,1,1,Serious,2,2,442618963,4466747633
12094,1,17,11.0,2,1.0,5.0,1.0,2,1,Slight,2,3,441146127,4466804451
12095,1,17,11.0,2,1.0,5.0,1.0,3,1,Slight,2,3,441146127,4466804451
12096,1,17,11.0,2,1.0,5.0,2.0,3,2,Slight,2,3,441146127,4466804451
17681,2,17,11.0,2,1.0,4.0,1.0,3,1,Serious,2,2,441146439,4466799398
17682,2,17,11.0,2,1.0,5.0,1.0,3,1,Slight,1,2,441146439,4466799398
3260,2,17,11.0,1,1.0,9.0,1.0,3,1,Serious,2,1,441152031,4466819716
53270,1,19,11.0,6,1.0,5.0,1.0,2,1,Slight,2,2,440268320,4466867730
53271,1,19,11.0,6,1.0,5.0,3.0,4,2,Serious,2,2,440268320,4466867730
32739,1,7,5.0,7,1.0,15.0,1.0,2,1,Serious,2,1,445415335,4466893346
36471,1,19,11.0,6,1.0,5.0,1.0,5,1,Slight,2,2,441212799,4466927570
36472,1,19,11.0,6,1.0,5.0,3.0,3,1,Serious,2,2,441212799,4466927570
33289,1,19,11.0,6,1.0,6.0,1.0,3,1,Slight,2,5,441418888,4467015311
33290,1,19,11.0,6,1.0,6.0,2.0,3,2,Slight,2,5,441418888,4467015311
33291,1,19,11.0,6,1.0,5.0,1.0,3,2,Slight,2,5,441418888,4467015311
33292,1,19,11.0,6,1.0,5.0,2.0,4,2,Slight,2,5,441418888,4467015311
33293,1,19,11.0,6,1.0,5.0,3.0,3,2,Serious,2,5,441418888,4467015311
49437,1,19,11.0,6,1.0,5.0,1.0,4,1,Slight,2,2,440705540,4467156750
49438,1,19,11.0,6,1.0,5.0,3.0,4,1,Serious,2,2,440705540,4467156750
11661,2,19,11.0,6,1.0,5.0,1.0,3,1,Slight,2,2,441178873,4467207177
11662,2,19,11.0,6,1.0,5.0,3.0,1,1,Serious,2,2,441178873,4467207177
13096,1,17,11.0,0,1.0,4.0,1.0,3,1,Serious,2,2,441944326,4467252660
13097,1,17,11.0,0,1.0,5.0,1.0,2,1,Slight,2,2,441944326,4467252660
21267,2,9,11.0,10,1.0,5.0,1.0,3,2,Slight,1,1,439478785,4467329571
32835,2,16,11.0,10,1.0,5.0,1.0,3,1,Serious,2,1,439470807,4467327483
24383,2,17,11.0,6,3.0,5.0,1.0,2,1,Slight,2,3,441146588,4467335890
24384,2,17,11.0,6,3.0,5.0,2.0,2,2,Slight,2,3,441146588,4467335890
24385,2,17,11.0,6,3.0,5.0,3.0,1,1,Serious,2,3,441146588,4467335890
39288,2,19,11.0,6,1.0,5.0,1.0,3,1,Slight,2,4,441461537,4467380925
39289,2,19,11.0,6,1.0,5.0,2.0,3,1,Slight,2,4,441461537,4467380925
39290,2,19,11.0,6,1.0,5.0,3.0,4,1,Serious,2,4,441461537,4467380925
11182,1,17,11.0,0,1.0,5.0,1.0,3,1,Slight,2,2,441148787,4467499684
39253,2,17,11.0,8,1.0,5.0,1.0,3,1,Serious,2,9,441148153,4467500429
39254,2,17,11.0,8,1.0,5.0,1.0,3,1,Slight,2,9,441148153,4467500429
39255,2,17,11.0,8,1.0,5.0,1.0,3,1,Slight,1,9,441148153,4467500429
39256,2,17,11.0,8,1.0,5.0,2.0,2,2,Slight,2,9,441148153,4467500429
39257,2,17,11.0,8,1.0,5.0,2.0,3,1,Slight,2,9,441148153,4467500429
39258,2,17,11.0,8,1.0,5.0,2.0,3,2,Slight,2,9,441148153,4467500429
39259,2,17,11.0,8,1.0,5.0,2.0,1,1,Slight,2,9,441148153,4467500429
13394,2,19,11.0,2,1.0,5.0,1.0,3,2,Slight,2,3,441229314,4467558681
13395,2,19,11.0,2,1.0,5.0,2.0,1,1,Serious,2,3,441229314,4467558681
21132,2,19,11.0,2,1.0,3.0,1.0,3,1,Serious,2,2,441909879,4467618908
21133,2,19,11.0,2,1.0,5.0,1.0,3,1,Slight,2,2,441909879,4467618908
33223,2,17,11.0,0,1.0,4.0,1.0,3,1,Fatal,2,3,440902919,4467690730
33224,2,17,11.0,0,1.0,4.0,2.0,2,1,Serious,2,3,440902919,4467690730
33225,2,17,11.0,0,1.0,5.0,1.0,3,1,Slight,2,3,440902919,4467690730
43519,2,19,5.0,4,1.0,12.0,1.0,3,1,Slight,2,2,443456670,4467839400
43520,2,19,5.0,4,1.0,15.0,1.0,2,1,Serious,2,2,443456670,4467839400
33969,1,17,5.0,2,1.0,4.0,1.0,3,1,Serious,2,2,444074040,4467857656
33970,1,17,5.0,2,1.0,5.0,1.0,3,1,Slight,2,2,444074040,4467857656
43015,2,17,11.0,2,1.0,9.0,1.0,3,1,Slight,2,3,442079070,4467940090
43016,2,17,11.0,2,1.0,5.0,1.0,3,1,Slight,2,3,442079070,4467940090
51800,1,17,11.0,3,1.0,1.0,1.0,4,1,Slight,2,1,442079070,4467940090
51857,1,4,11.0,3,1.0,1.0,1.0,3,1,Serious,2,1,442079070,4467940090
9630,2,17,11.0,2,1.0,5.0,1.0,2,2,Slight,2,3,441119745,4468053120
9631,2,17,11.0,2,1.0,5.0,1.0,3,1,Slight,2,3,441119745,4468053120
9632,2,17,11.0,2,1.0,5.0,2.0,2,1,Slight,2,3,441119745,4468053120
18232,1,17,11.0,2,1.0,4.0,1.0,2,1,Serious,2,2,441119494,4468055441
18233,1,17,11.0,2,1.0,14.0,1.0,3,1,Slight,2,2,441119494,4468055441
15832,1,19,11.0,2,1.0,1.0,1.0,3,2,Slight,2,2,441173430,4468085927
15833,1,19,11.0,2,1.0,5.0,1.0,3,1,Slight,2,2,441173430,4468085927
18957,1,19,11.0,2,1.0,5.0,1.0,3,1,Slight,2,3,441170895,4468090867
18958,1,19,11.0,2,1.0,5.0,2.0,3,2,Serious,2,3,441170895,4468090867
51916,1,17,5.0,6,1.0,5.0,1.0,4,1,Slight,2,2,449836280,4468184420
51917,1,17,5.0,6,1.0,5.0,3.0,4,1,Serious,2,2,449836280,4468184420
4120,1,17,16.0,2,1.0,5.0,1.0,3,1,Slight,2,2,441895078,4468221425
4121,1,17,16.0,2,1.0,5.0,1.0,3,2,Slight,2,2,441895078,4468221425
6675,1,17,16.0,2,1.0,9.0,1.0,3,1,Slight,2,1,441886764,4468229347
31039,1,17,16.0,2,1.0,4.0,1.0,3,1,Serious,2,2,441890120,4468230689
31040,1,17,16.0,2,1.0,5.0,1.0,4,1,Slight,2,2,441890120,4468230689
36480,2,17,16.0,2,1.0,5.0,1.0,3,2,Slight,2,2,441893102,4468227931
36481,2,17,16.0,2,1.0,5.0,1.0,3,1,Slight,1,2,441893102,4468227931
38695,1,17,16.0,2,7.0,3.0,1.0,3,1,Slight,2,2,441895488,4468224053
38696,1,17,16.0,2,7.0,5.0,1.0,2,2,Slight,2,2,441895488,4468224053
40024,1,17,16.0,0,1.0,5.0,1.0,3,1,Slight,2,2,441891536,4468227446
40025,1,17,16.0,0,1.0,5.0,1.0,3,2,Slight,2,2,441891536,4468227446
45434,2,19,11.0,4,1.0,3.0,1.0,3,1,Slight,2,4,440599790,4468350820
45435,2,19,11.0,4,1.0,3.0,2.0,3,2,Slight,2,4,440599790,4468350820
45436,2,19,11.0,4,1.0,5.0,1.0,3,1,Slight,1,4,440599790,4468350820
45437,2,19,11.0,4,1.0,13.0,1.0,3,1,Serious,2,4,440599790,4468350820
45188,2,17,5.0,3,1.0,1.0,1.0,3,1,Serious,2,1,451166520,4468367960
54335,2,17,5.0,3,1.0,4.0,1.0,3,1,Slight,2,1,451166520,4468367960
32808,1,17,16.0,2,1.0,12.0,1.0,3,1,Slight,2,4,441115346,4468402219
32809,1,17,16.0,2,1.0,5.0,1.0,3,2,Slight,2,4,441115346,4468402219
32810,1,17,16.0,2,1.0,5.0,2.0,2,2,Slight,2,4,441115346,4468402219
32811,1,17,16.0,2,1.0,5.0,2.0,3,1,Serious,2,4,441115346,4468402219
12463,1,9,11.0,6,1.0,12.0,1.0,5,3,Slight,2,2,441134844,4468407457
12464,1,9,11.0,6,1.0,12.0,3.0,4,2,Serious,2,2,441134844,4468407457
3979,2,17,2.0,1,1.0,5.0,1.0,3,1,Slight,2,6,436485831,4468491339
3980,2,17,2.0,1,1.0,5.0,1.0,3,2,Slight,2,6,436485831,4468491339
3981,2,17,2.0,1,1.0,5.0,2.0,1,2,Slight,2,6,436485831,4468491339
3982,2,17,2.0,1,1.0,5.0,2.0,3,2,Slight,2,6,436485831,4468491339
48351,1,17,2.0,5,1.0,4.0,1.0,3,1,Serious,2,2,436476900,4468476330
48352,1,17,2.0,5,1.0,5.0,1.0,3,1,Slight,2,2,436476900,4468476330
30218,1,19,16.0,3,1.0,3.0,1.0,3,1,Fatal,2,1,440694146,4468508060
11934,2,17,5.0,2,1.0,2.0,1.0,2,1,Slight,2,2,447844490,4468608719
11935,2,17,5.0,2,1.0,5.0,1.0,3,1,Slight,2,2,447844490,4468608719
26431,2,17,5.0,2,1.0,5.0,1.0,2,2,Slight,2,1,447840635,4468613013
34303,1,17,5.0,2,1.0,9.0,1.0,3,1,Serious,2,2,447841544,4468611272
34304,1,17,5.0,2,1.0,5.0,1.0,4,1,Slight,2,2,447841544,4468611272
12524,1,19,16.0,3,1.0,3.0,1.0,3,1,Serious,2,1,439640920,4468687885
1266,1,17,5.0,2,1.0,9.0,1.0,3,1,Slight,2,3,450376332,4468759693
1267,1,17,5.0,2,1.0,9.0,2.0,3,2,Slight,2,3,450376332,4468759693
1268,1,17,5.0,2,1.0,5.0,1.0,3,2,Slight,2,3,450376332,4468759693
4262,2,9,5.0,2,1.0,5.0,1.0,3,2,Slight,2,4,450376167,4468760452
4263,2,9,5.0,2,1.0,5.0,1.0,3,1,Slight,2,4,450376167,4468760452
4264,2,9,5.0,2,1.0,5.0,2.0,2,1,Slight,2,4,450376167,4468760452
4265,2,9,5.0,2,1.0,5.0,2.0,3,1,Slight,2,4,450376167,4468760452
14123,2,4,5.0,4,1.0,5.0,1.0,3,1,Slight,2,5,450370426,4468764404
14124,2,4,5.0,4,1.0,5.0,1.0,3,1,Serious,2,5,450370426,4468764404
14125,2,4,5.0,4,1.0,5.0,2.0,2,1,Serious,2,5,450370426,4468764404
14126,2,4,5.0,4,1.0,5.0,2.0,2,2,Slight,2,5,450370426,4468764404
37789,1,17,5.0,2,3.0,4.0,1.0,3,1,Slight,2,2,450372588,4468760639
37790,1,17,5.0,2,3.0,5.0,1.0,3,1,Slight,2,2,450372588,4468760639
40915,2,17,5.0,3,4.0,3.0,1.0,3,1,Serious,2,1,446591625,4468836431
27438,1,16,5.0,1,1.0,5.0,1.0,3,2,Serious,2,1,444965503,4468884225
26584,2,17,5.0,1,1.0,5.0,1.0,3,1,Slight,1,2,446974426,4468931199
26585,2,17,5.0,1,1.0,5.0,2.0,3,1,Serious,2,2,446974426,4468931199
26014,1,19,2.0,6,4.0,5.0,1.0,3,1,Slight,2,2,435230020,4468992489
26015,1,19,2.0,6,4.0,5.0,3.0,3,2,Serious,2,2,435230020,4468992489
32511,1,17,16.0,6,1.0,5.0,1.0,4,2,Slight,2,2,439715333,4469021102
32512,1,17,16.0,6,1.0,5.0,3.0,4,2,Serious,2,2,439715333,4469021102
33743,2,17,16.0,6,1.0,5.0,1.0,3,1,Slight,2,2,439716116,4469020785
33744,2,17,16.0,6,1.0,5.0,3.0,4,1,Slight,2,2,439716116,4469020785
37372,1,7,16.0,6,1.0,6.0,1.0,3,1,Slight,2,2,439654454,4469034095
37373,1,7,16.0,6,1.0,6.0,3.0,4,2,Serious,2,2,439654454,4469034095
48019,2,7,19.0,5,1.0,5.0,1.0,2,1,Serious,2,5,443813710,4469093810
48020,2,7,19.0,5,1.0,5.0,1.0,3,2,Serious,2,5,443813710,4469093810
48021,2,7,19.0,5,1.0,5.0,1.0,3,1,Slight,2,5,443813710,4469093810
48022,2,7,19.0,5,1.0,5.0,2.0,2,2,Slight,2,5,443813710,4469093810
48023,2,7,19.0,5,1.0,5.0,2.0,3,1,Slight,2,5,443813710,4469093810
35134,1,19,2.0,2,1.0,3.0,1.0,3,1,Serious,2,2,438342536,4469146609
35135,1,19,2.0,2,1.0,5.0,1.0,3,2,Slight,2,2,438342536,4469146609
53658,1,17,16.0,6,1.0,5.0,1.0,3,1,Slight,2,2,441186810,4469207020
53659,1,17,16.0,6,1.0,5.0,3.0,3,1,Serious,2,2,441186810,4469207020
32825,2,19,5.0,2,1.0,1.0,1.0,3,1,Serious,2,2,446709638,4469233022
32826,2,19,5.0,2,1.0,5.0,1.0,3,1,Slight,2,2,446709638,4469233022
8701,2,19,2.0,6,1.0,5.0,1.0,3,2,Slight,2,2,437499612,4469288724
8702,2,19,2.0,6,1.0,5.0,3.0,2,1,Serious,2,2,437499612,4469288724
41187,1,16,5.0,3,1.0,4.0,1.0,3,1,Serious,2,1,445727004,4469295024
33457,2,19,2.0,2,1.0,3.0,1.0,3,2,Serious,2,2,435761200,4469310943
33458,2,19,2.0,2,1.0,5.0,1.0,3,1,Slight,2,2,435761200,4469310943
2626,1,19,5.0,3,1.0,5.0,1.0,3,1,Slight,2,2,445328262,4469342121
2627,1,19,5.0,3,1.0,13.0,1.0,3,2,Serious,2,2,445328262,4469342121
38326,2,19,1.0,2,1.0,3.0,1.0,2,1,Serious,2,2,434526305,4469351878
38327,2,19,1.0,2,1.0,5.0,1.0,3,1,Slight,2,2,434526305,4469351878
38945,1,19,1.0,1,1.0,5.0,1.0,3,1,Serious,2,2,434758193,4469366939
38946,1,19,1.0,1,1.0,5.0,1.0,3,2,Slight,2,2,434758193,4469366939
45815,2,17,16.0,6,1.0,13.0,1.0,2,1,Slight,2,2,440993720,4469392440
45816,2,17,16.0,6,1.0,13.0,3.0,4,1,Serious,2,2,440993720,4469392440
24987,2,17,2.0,2,1.0,5.0,1.0,2,1,Slight,2,4,438341268,4469446478
24988,2,17,2.0,2,1.0,5.0,1.0,3,1,Slight,2,4,438341268,4469446478
24989,2,17,2.0,2,1.0,5.0,2.0,1,2,Slight,2,4,438341268,4469446478
24990,2,17,2.0,2,1.0,5.0,2.0,3,2,Slight,2,4,438341268,4469446478
25538,2,17,2.0,2,1.0,6.0,1.0,3,1,Slight,2,7,438340448,4469444931
25539,2,17,2.0,2,1.0,6.0,2.0,3,1,Slight,2,7,438340448,4469444931
25540,2,17,2.0,2,1.0,6.0,2.0,1,2,Slight,2,7,438340448,4469444931
25541,2,17,2.0,2,1.0,12.0,1.0,3,1,Slight,2,7,438340448,4469444931
25542,2,17,2.0,2,1.0,12.0,2.0,1,1,Slight,2,7,438340448,4469444931
25543,2,17,2.0,2,1.0,12.0,2.0,1,2,Serious,2,7,438340448,4469444931
25544,2,17,2.0,2,1.0,12.0,2.0,3,2,Serious,2,7,438340448,4469444931
51213,2,7,2.0,2,1.0,3.0,1.0,3,1,Serious,2,2,436190870,4469463960
51214,2,7,2.0,2,1.0,5.0,1.0,3,2,Slight,2,2,436190870,4469463960
38393,1,18,5.0,4,1.0,5.0,1.0,3,1,Serious,2,2,444509407,4469477701
38394,1,18,5.0,4,1.0,5.0,1.0,3,1,Slight,2,2,444509407,4469477701
35271,2,17,2.0,2,1.0,3.0,1.0,2,1,Serious,2,2,437729934,4469484896
35272,2,17,2.0,2,1.0,5.0,1.0,3,1,Slight,2,2,437729934,4469484896
28462,2,19,5.0,6,1.0,5.0,1.0,3,2,Slight,2,2,446836263,4469513155
28463,2,19,5.0,6,1.0,5.0,3.0,3,2,Serious,2,2,446836263,4469513155
54130,1,17,2.0,2,1.0,5.0,1.0,3,1,Slight,2,2,438256100,4469517740
54131,1,17,2.0,2,1.0,13.0,1.0,3,1,Serious,2,2,438256100,4469517740
46284,2,17,16.0,2,1.0,4.0,1.0,3,1,Serious,2,4,440954160,4469570440
46285,2,17,16.0,2,1.0,5.0,1.0,2,1,Slight,1,4,440954160,4469570440
46286,2,17,16.0,2,1.0,5.0,2.0,2,1,Slight,2,4,440954160,4469570440
46287,2,17,16.0,2,1.0,5.0,2.0,3,1,Slight,2,4,440954160,4469570440
1574,1,17,1.0,2,1.0,12.0,1.0,3,2,Slight,2,2,434352165,4469590476
1575,1,17,1.0,2,1.0,4.0,1.0,2,1,Serious,2,2,434352165,4469590476
53826,2,18,5.0,2,1.0,3.0,1.0,3,1,Serious,2,3,448892860,4469606790
53827,2,18,5.0,2,1.0,3.0,2.0,3,2,Serious,2,3,448892860,4469606790
53828,2,18,5.0,2,1.0,5.0,1.0,3,2,Slight,2,3,448892860,4469606790
21936,1,19,2.0,4,1.0,4.0,1.0,3,1,Serious,2,3,437772957,4469621568
21937,1,19,2.0,4,1.0,4.0,2.0,3,2,Slight,2,3,437772957,4469621568
21938,1,19,2.0,4,1.0,5.0,1.0,3,2,Slight,2,3,437772957,4469621568
18464,2,19,2.0,6,1.0,3.0,1.0,3,1,Slight,2,2,437850874,4469666753
18465,2,19,2.0,6,1.0,3.0,3.0,1,1,Serious,2,2,437850874,4469666753
38634,1,19,2.0,6,4.0,3.0,1.0,3,1,Serious,2,2,436252787,4469686437
38635,1,19,2.0,6,4.0,3.0,3.0,2,2,Slight,2,2,436252787,4469686437
41608,1,17,2.0,2,1.0,5.0,1.0,3,1,Slight,1,3,436259349,4469681293
41609,1,17,2.0,2,1.0,5.0,1.0,3,1,Slight,2,3,436259349,4469681293
41610,1,17,2.0,2,1.0,5.0,2.0,3,2,Slight,2,3,436259349,4469681293
42045,2,19,2.0,4,3.0,5.0,1.0,2,1,Slight,2,4,436251445,4469674806
42046,2,19,2.0,4,3.0,5.0,1.0,3,1,Slight,2,4,436251445,4469674806
42047,2,19,2.0,4,3.0,5.0,2.0,3,1,Slight,2,4,436251445,4469674806
42048,2,19,2.0,4,3.0,5.0,2.0,3,2,Slight,2,4,436251445,4469674806
40075,2,19,1.0,6,1.0,5.0,1.0,3,2,Slight,2,2,434379716,4469702841
40076,2,19,1.0,6,1.0,5.0,3.0,3,2,Serious,2,2,434379716,4469702841
42379,2,19,5.0,2,1.0,9.0,1.0,3,1,Slight,2,2,445529644,4469738322
42380,2,19,5.0,2,1.0,4.0,1.0,3,1,Serious,2,2,445529644,4469738322
49420,1,17,19.0,3,1.0,1.0,1.0,3,1,Slight,2,1,443935730,4469743740
49636,1,17,19.0,6,1.0,5.0,1.0,4,1,Slight,2,3,443935730,4469743740
49637,1,17,19.0,6,1.0,5.0,2.0,4,2,Slight,2,3,443935730,4469743740
49638,1,17,19.0,6,1.0,5.0,3.0,4,1,Serious,2,3,443935730,4469743740
50110,1,7,19.0,0,2.0,9.0,1.0,3,1,Slight,2,4,443935730,4469743740
50111,1,7,19.0,0,2.0,9.0,2.0,1,1,Slight,2,4,443935730,4469743740
50112,1,7,19.0,0,2.0,5.0,1.0,3,2,Slight,2,4,443935730,4469743740
50113,1,7,19.0,0,2.0,5.0,2.0,3,1,Slight,2,4,443935730,4469743740
54217,2,7,19.0,2,2.0,5.0,1.0,3,2,Slight,2,2,443935730,4469743740
54218,2,7,19.0,2,2.0,5.0,1.0,3,1,Slight,2,2,443935730,4469743740
22718,1,17,5.0,4,1.0,9.0,1.0,3,1,Slight,2,2,445750193,4469760477
22719,1,17,5.0,4,1.0,4.0,1.0,3,1,Serious,2,2,445750193,4469760477
49503,1,17,5.0,4,1.0,5.0,1.0,3,1,Slight,2,3,445759600,4469770760
49504,1,17,5.0,4,1.0,5.0,1.0,3,2,Slight,2,3,445759600,4469770760
49505,1,17,5.0,4,1.0,5.0,2.0,1,2,Slight,2,3,445759600,4469770760
16305,2,19,2.0,6,1.0,5.0,1.0,3,2,Slight,2,3,436769166,4469783237
16306,2,19,2.0,6,1.0,5.0,2.0,1,1,Slight,2,3,436769166,4469783237
16307,2,19,2.0,6,1.0,5.0,3.0,1,1,Serious,2,3,436769166,4469783237
1460,1,17,2.0,6,1.0,5.0,1.0,3,2,Slight,2,2,436284178,4469807563
1461,1,17,2.0,6,1.0,5.0,3.0,3,2,Serious,2,2,436284178,4469807563
33361,2,19,1.0,6,1.0,5.0,1.0,3,1,Slight,1,2,434415046,4469843542
33362,2,19,1.0,6,1.0,5.0,3.0,4,2,Serious,2,2,434415046,4469843542
11287,1,19,5.0,6,1.0,5.0,1.0,3,1,Slight,1,2,447425340,4469848423
11288,1,19,5.0,6,1.0,5.0,3.0,4,1,Serious,2,2,447425340,4469848423
37886,2,19,2.0,1,1.0,5.0,1.0,3,1,Slight,1,3,437240108,4469862957
37887,2,19,2.0,1,1.0,5.0,2.0,1,1,Slight,2,3,437240108,4469862957
37888,2,19,2.0,1,1.0,5.0,2.0,3,2,Serious,2,3,437240108,4469862957
34440,1,7,2.0,6,1.0,5.0,1.0,3,1,Slight,2,3,437696158,4469920338
34441,1,7,2.0,6,1.0,5.0,3.0,1,1,Slight,2,3,437696158,4469920338
34442,1,7,2.0,6,1.0,5.0,3.0,3,2,Serious,2,3,437696158,4469920338
26317,2,16,19.0,1,1.0,3.0,1.0,3,1,Serious,2,2,442561625,4469959875
26318,2,16,19.0,1,1.0,5.0,1.0,3,1,Slight,2,2,442561625,4469959875
2376,1,17,19.0,6,1.0,5.0,1.0,2,1,Slight,2,2,443520492,4470036077
2377,1,17,19.0,6,1.0,5.0,3.0,4,1,Serious,2,2,443520492,4470036077
24060,2,17,16.0,8,4.0,3.0,1.0,2,1,Serious,2,4,439584030,4470052853
24061,2,17,16.0,8,4.0,5.0,1.0,3,1,Slight,2,4,439584030,4470052853
24062,2,17,16.0,8,4.0,5.0,2.0,1,2,Slight,2,4,439584030,4470052853
32875,2,19,19.0,3,1.0,3.0,1.0,3,1,Serious,1,1,443751490,4470067916
38265,1,19,5.0,6,1.0,6.0,1.0,3,1,Slight,2,3,447383324,4470076769
38266,1,19,5.0,6,1.0,6.0,2.0,3,2,Slight,2,3,447383324,4470076769
38267,1,19,5.0,6,1.0,6.0,3.0,3,1,Serious,2,3,447383324,4470076769
27885,1,19,2.0,4,2.0,3.0,1.0,3,1,Fatal,2,4,438262605,4470102493
27886,1,19,2.0,4,2.0,5.0,1.0,2,1,Slight,2,4,438262605,4470102493
