,hora,tipo_carretera,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,lesividad,drogas_alcohol_positivo,vehiculos_implicados,coordenada_x_utm,coordenada_y_utm
39522,2,18,20.0,6,4.0,3.0,3.0,2,1,Serious,2,2,446460470,4477805416
19081,2,19,7.0,7,1.0,5.0,1.0,2,1,Slight,1,1,443187423,4477835390
45923,2,19,7.0,3,1.0,3.0,1.0,2,1,Serious,2,1,443197470,4477833420
49651,2,19,7.0,3,1.0,4.0,1.0,3,1,Serious,2,1,441512030,4477852370
31169,1,17,13.0,6,1.0,6.0,1.0,3,1,Slight,2,2,448424955,4477883259
31170,1,17,13.0,6,1.0,6.0,3.0,3,1,Serious,2,2,448424955,4477883259
18468,1,3,7.0,0,1.0,4.0,1.0,3,1,Slight,2,2,441635639,4477889522
18469,1,3,7.0,0,1.0,5.0,1.0,3,1,Slight,2,2,441635639,4477889522
23397,2,3,7.0,2,1.0,4.0,1.0,3,1,Serious,2,3,441640188,4477898991
23398,2,3,7.0,2,1.0,5.0,1.0,2,1,Slight,2,3,441640188,4477898991
23399,2,3,7.0,2,1.0,5.0,2.0,2,2,Slight,2,3,441640188,4477898991
30492,1,3,7.0,2,1.0,4.0,1.0,3,1,Slight,2,2,441640412,4477902794
30493,1,3,7.0,2,1.0,5.0,1.0,3,2,Slight,2,2,441640412,4477902794
46981,1,18,7.0,2,3.0,5.0,1.0,3,2,Slight,2,1,443768870,4477907740
49619,1,18,7.0,3,1.0,4.0,1.0,3,1,Slight,2,1,443768870,4477907740
50751,1,18,7.0,0,1.0,4.0,1.0,3,1,Serious,2,3,443768870,4477907740
50752,1,18,7.0,0,1.0,5.0,1.0,3,1,Slight,2,3,443768870,4477907740
50753,1,18,7.0,0,1.0,5.0,2.0,3,2,Slight,2,3,443768870,4477907740
50923,1,18,7.0,3,4.0,3.0,1.0,3,2,Slight,2,1,443768870,4477907740
24690,1,19,17.0,2,3.0,3.0,1.0,3,1,Serious,2,2,441045705,4477927996
24691,1,19,17.0,2,3.0,5.0,1.0,3,1,Slight,2,2,441045705,4477927996
27547,1,19,7.0,2,2.0,9.0,1.0,3,1,Slight,2,2,442532210,4477960039
27548,1,19,7.0,2,2.0,4.0,1.0,3,1,Serious,2,2,442532210,4477960039
44226,1,19,7.0,2,1.0,1.0,1.0,3,1,Serious,2,2,441637530,4477994390
44227,1,19,7.0,2,1.0,5.0,1.0,3,1,Slight,2,2,441637530,4477994390
30314,2,19,17.0,6,1.0,3.0,1.0,2,2,Slight,2,2,440920665,4478023286
30315,2,19,17.0,6,1.0,3.0,3.0,4,2,Slight,2,2,440920665,4478023286
32028,1,19,17.0,6,1.0,4.0,1.0,3,1,Slight,2,2,440922156,4478024367
32029,1,19,17.0,6,1.0,4.0,3.0,4,1,Serious,2,2,440922156,4478024367
3442,1,17,12.0,4,1.0,5.0,1.0,3,1,Slight,2,4,443831863,4478032979
3443,1,17,12.0,4,1.0,5.0,1.0,3,2,Slight,2,4,443831863,4478032979
3444,1,17,12.0,4,1.0,5.0,2.0,3,1,Serious,2,4,443831863,4478032979
25909,1,3,17.0,2,4.0,5.0,1.0,3,2,Slight,2,5,439717757,4478069831
25910,1,3,17.0,2,4.0,5.0,2.0,1,1,Slight,2,5,439717757,4478069831
25911,1,3,17.0,2,4.0,5.0,2.0,1,2,Slight,2,5,439717757,4478069831
25912,1,3,17.0,2,4.0,5.0,2.0,4,2,Slight,2,5,439717757,4478069831
25913,1,3,17.0,2,4.0,13.0,1.0,3,1,Serious,2,5,439717757,4478069831
44787,2,12,7.0,6,1.0,5.0,1.0,3,1,Slight,2,4,441833930,4478082330
44788,2,12,7.0,6,1.0,5.0,1.0,4,2,Slight,2,4,441833930,4478082330
44789,2,12,7.0,6,1.0,5.0,2.0,4,2,Serious,2,4,441833930,4478082330
44790,2,12,7.0,6,1.0,5.0,3.0,4,1,Slight,2,4,441833930,4478082330
8801,2,3,7.0,4,1.0,4.0,1.0,3,1,Slight,2,5,441437156,4478103328
8802,2,3,7.0,4,1.0,4.0,2.0,3,2,Serious,2,5,441437156,4478103328
8803,2,3,7.0,4,1.0,5.0,1.0,2,1,Slight,2,5,441437156,4478103328
8804,2,3,7.0,4,1.0,5.0,2.0,2,1,Slight,2,5,441437156,4478103328
10438,1,3,7.0,4,1.0,5.0,1.0,2,1,Slight,2,2,441438050,4478102322
10439,1,3,7.0,4,1.0,5.0,1.0,3,2,Slight,2,2,441438050,4478102322
20178,2,3,17.0,2,1.0,5.0,1.0,3,1,Serious,2,3,441424778,4478127151
20179,2,3,17.0,2,1.0,5.0,1.0,3,1,Slight,2,3,441424778,4478127151
20180,2,3,17.0,2,1.0,5.0,2.0,4,2,Slight,2,3,441424778,4478127151
23170,2,18,7.0,3,1.0,4.0,1.0,3,1,Serious,1,2,443821200,4478151048
23171,2,18,7.0,3,1.0,4.0,2.0,3,1,Serious,2,2,443821200,4478151048
8657,1,17,17.0,6,1.0,6.0,1.0,3,1,Slight,2,3,441057561,4478174721
8658,1,17,17.0,6,1.0,6.0,2.0,3,2,Slight,2,3,441057561,4478174721
8659,1,17,17.0,6,1.0,6.0,3.0,2,2,Serious,2,3,441057561,4478174721
24869,2,17,17.0,2,1.0,3.0,1.0,3,1,Fatal,2,3,441065017,4478199196
24870,2,17,17.0,2,1.0,5.0,1.0,2,1,Slight,2,3,441065017,4478199196
24871,2,17,17.0,2,1.0,5.0,2.0,2,2,Slight,2,3,441065017,4478199196
18695,2,17,17.0,2,3.0,5.0,1.0,3,1,Slight,2,3,441071355,4478208461
18696,2,17,17.0,2,3.0,5.0,2.0,3,2,Slight,2,3,441071355,4478208461
18697,2,17,17.0,2,3.0,5.0,2.0,3,1,Slight,2,3,441071355,4478208461
35184,2,17,17.0,2,1.0,5.0,1.0,2,1,Slight,2,3,441068521,4478201191
35185,2,17,17.0,2,1.0,5.0,1.0,3,2,Serious,2,3,441068521,4478201191
35186,2,17,17.0,2,1.0,5.0,2.0,2,1,Slight,2,3,441068521,4478201191
3557,1,17,9.0,6,1.0,6.0,1.0,3,1,Slight,2,2,439583899,4478241771
3558,1,17,9.0,6,1.0,6.0,3.0,3,1,Fatal,2,2,439583899,4478241771
21118,2,17,17.0,3,1.0,6.0,1.0,3,1,Slight,2,2,439582222,4478249638
21119,2,17,17.0,3,1.0,6.0,2.0,4,2,Slight,2,2,439582222,4478249638
3468,2,17,17.0,2,1.0,4.0,1.0,3,1,Slight,2,2,440384602,4478261307
3469,2,17,17.0,2,1.0,5.0,1.0,3,1,Slight,2,2,440384602,4478261307
5485,2,17,17.0,4,1.0,2.0,1.0,3,1,Slight,2,3,440381358,4478268148
5486,2,17,17.0,4,1.0,5.0,1.0,3,2,Slight,2,3,440381358,4478268148
5487,2,17,17.0,4,1.0,5.0,2.0,4,2,Slight,2,3,440381358,4478268148
25487,2,17,17.0,2,3.0,3.0,1.0,3,2,Serious,2,4,440388106,4478259703
25488,2,17,17.0,2,3.0,3.0,2.0,3,2,Slight,2,4,440388106,4478259703
25489,2,17,17.0,2,3.0,5.0,1.0,3,1,Slight,2,4,440388106,4478259703
2886,2,17,17.0,8,1.0,5.0,1.0,3,1,Slight,2,5,440380762,4478280152
2887,2,17,17.0,8,1.0,5.0,2.0,1,1,Slight,2,5,440380762,4478280152
2888,2,17,17.0,8,1.0,5.0,2.0,3,2,Slight,2,5,440380762,4478280152
8783,1,17,17.0,0,1.0,4.0,1.0,2,1,Slight,2,2,440381097,4478277934
8784,1,17,17.0,0,1.0,5.0,1.0,3,1,Slight,2,2,440381097,4478277934
38146,2,17,17.0,4,1.0,1.0,1.0,3,1,Slight,2,2,440379270,4478274038
38147,2,17,17.0,4,1.0,3.0,1.0,3,1,Serious,1,2,440379270,4478274038
41223,2,17,17.0,4,1.0,1.0,1.0,3,1,Serious,2,2,440379942,4478273069
41224,2,17,17.0,4,1.0,5.0,1.0,3,1,Slight,1,2,440379942,4478273069
42652,1,17,17.0,4,1.0,5.0,1.0,3,2,Slight,1,6,440369560,4478282250
42653,1,17,17.0,4,1.0,5.0,1.0,3,1,Slight,2,6,440369560,4478282250
42654,1,17,17.0,4,1.0,5.0,2.0,2,1,Slight,2,6,440369560,4478282250
42655,1,17,17.0,4,1.0,5.0,2.0,3,2,Slight,2,6,440369560,4478282250
42656,1,17,17.0,4,1.0,5.0,2.0,3,1,Slight,2,6,440369560,4478282250
13463,1,9,7.0,6,1.0,9.0,1.0,3,1,Slight,2,3,442331303,4478289566
13464,1,9,7.0,6,1.0,9.0,3.0,3,2,Slight,2,3,442331303,4478289566
13465,1,9,7.0,6,1.0,9.0,3.0,4,2,Serious,2,3,442331303,4478289566
22080,2,17,17.0,2,2.0,5.0,1.0,3,1,Slight,2,4,440386130,4478325262
22081,2,17,17.0,2,2.0,5.0,2.0,2,1,Slight,2,4,440386130,4478325262
22082,2,17,17.0,2,2.0,5.0,2.0,3,1,Slight,2,4,440386130,4478325262
24490,1,17,17.0,4,1.0,9.0,1.0,3,2,Slight,2,2,440388218,4478337024
24491,1,17,17.0,4,1.0,5.0,1.0,3,1,Slight,2,2,440388218,4478337024
26217,2,17,17.0,2,1.0,3.0,1.0,3,1,Slight,2,3,440385633,4478335284
26218,2,17,17.0,2,1.0,5.0,1.0,3,1,Slight,2,3,440385633,4478335284
26219,2,17,17.0,2,1.0,5.0,2.0,3,2,Slight,2,3,440385633,4478335284
30259,1,17,17.0,4,1.0,4.0,1.0,3,1,Serious,2,3,440392692,4478329046
30260,1,17,17.0,4,1.0,5.0,1.0,3,1,Slight,2,3,440392692,4478329046
30261,1,17,17.0,4,1.0,5.0,2.0,3,1,Slight,2,3,440392692,4478329046
30961,1,17,17.0,2,3.0,4.0,1.0,3,1,Slight,2,2,440385490,4478331066
30962,1,17,17.0,2,3.0,5.0,1.0,3,1,Slight,2,2,440385490,4478331066
22315,1,17,17.0,3,1.0,2.0,1.0,3,1,Serious,2,2,441282440,4478346363
22316,1,17,17.0,3,1.0,9.0,1.0,3,1,Slight,2,2,441282440,4478346363
5791,1,19,17.0,2,1.0,5.0,1.0,3,1,Slight,2,3,441032098,4478385806
5792,1,19,17.0,2,1.0,5.0,1.0,3,2,Slight,2,3,441032098,4478385806
5793,1,19,17.0,2,1.0,5.0,2.0,3,2,Slight,2,3,441032098,4478385806
21595,2,19,17.0,2,1.0,5.0,1.0,3,2,Slight,2,5,441030644,4478387316
21596,2,19,17.0,2,1.0,5.0,1.0,3,2,Serious,2,5,441030644,4478387316
21597,2,19,17.0,2,1.0,5.0,2.0,2,2,Slight,2,5,441030644,4478387316
21598,2,19,17.0,2,1.0,5.0,2.0,3,1,Slight,2,5,441030644,4478387316
6316,1,19,7.0,0,1.0,4.0,1.0,3,1,Slight,2,4,442570870,4478402583
6317,1,19,7.0,0,1.0,4.0,2.0,3,1,Serious,2,4,442570870,4478402583
6318,1,19,7.0,0,1.0,5.0,1.0,3,2,Slight,2,4,442570870,4478402583
6319,1,19,7.0,0,1.0,5.0,2.0,3,2,Slight,2,4,442570870,4478402583
9398,1,19,12.0,3,1.0,2.0,1.0,3,1,Serious,2,2,444437306,4478416750
9399,1,19,12.0,3,1.0,5.0,1.0,3,2,Slight,2,2,444437306,4478416750
4562,1,17,17.0,2,2.0,4.0,1.0,3,2,Slight,2,1,440401192,4478439771
18353,1,17,17.0,3,1.0,4.0,1.0,3,1,Slight,2,1,440398731,4478440982
19829,1,17,17.0,0,1.0,4.0,1.0,3,1,Slight,2,3,440398590,4478437091
19830,1,17,17.0,0,1.0,4.0,2.0,3,2,Slight,2,3,440398590,4478437091
19831,1,17,17.0,0,1.0,5.0,1.0,3,2,Slight,2,3,440398590,4478437091
36170,2,17,17.0,6,1.0,5.0,2.0,3,2,Slight,2,8,440395823,4478440535
36171,2,17,17.0,6,1.0,5.0,3.0,3,2,Fatal,2,8,440395823,4478440535
36172,2,17,17.0,6,1.0,5.0,3.0,3,2,Slight,2,8,440395823,4478440535
36173,2,17,17.0,6,1.0,5.0,3.0,3,1,Slight,2,8,440395823,4478440535
28184,1,19,7.0,6,1.0,5.0,1.0,4,2,Slight,2,2,442391691,4478507437
28185,1,19,7.0,6,1.0,5.0,3.0,3,2,Serious,2,2,442391691,4478507437
10391,1,12,7.0,6,1.0,5.0,1.0,3,1,Slight,2,3,442550515,4478533765
10392,1,12,7.0,6,1.0,5.0,2.0,3,1,Slight,2,3,442550515,4478533765
10393,1,12,7.0,6,1.0,5.0,3.0,4,2,Serious,2,3,442550515,4478533765
12233,1,17,17.0,3,1.0,3.0,1.0,3,1,Slight,2,1,440445300,4478565930
12321,1,17,17.0,3,1.0,3.0,1.0,3,1,Slight,2,2,440446497,4478570094
12322,1,17,17.0,3,1.0,5.0,1.0,3,2,Slight,2,2,440446497,4478570094
28025,1,17,17.0,2,2.0,12.0,1.0,3,1,Slight,2,2,440447569,4478572435
28026,1,17,17.0,2,2.0,3.0,1.0,2,1,Fatal,2,2,440447569,4478572435
27694,1,19,12.0,5,1.0,3.0,1.0,4,1,Serious,2,2,444040925,4478585807
27695,1,19,12.0,5,1.0,5.0,1.0,3,1,Slight,2,2,444040925,4478585807
42874,1,4,9.0,10,6.0,5.0,1.0,3,1,Serious,2,1,433718210,4478625150
44319,2,17,9.0,3,1.0,2.0,1.0,3,1,Slight,2,1,433718210,4478625150
48796,1,19,17.0,2,1.0,4.0,1.0,3,2,Serious,2,2,440889320,4478675730
48797,1,19,17.0,2,1.0,5.0,1.0,3,2,Slight,2,2,440889320,4478675730
14086,2,17,9.0,3,1.0,3.0,1.0,3,1,Fatal,2,1,438099016,4478695201
3921,1,19,9.0,2,1.0,9.0,1.0,3,1,Slight,2,2,433646501,4478724099
3922,1,19,9.0,2,1.0,4.0,1.0,3,1,Serious,2,2,433646501,4478724099
36017,1,19,9.0,2,1.0,5.0,1.0,3,1,Slight,2,3,433645131,4478724765
36018,1,19,9.0,2,1.0,5.0,1.0,3,2,Slight,2,3,433645131,4478724765
36019,1,19,9.0,2,1.0,5.0,2.0,1,2,Slight,2,3,433645131,4478724765
22700,2,17,8.0,6,2.0,5.0,1.0,3,1,Slight,2,3,447686269,4478739398
22701,2,17,8.0,6,2.0,5.0,2.0,3,1,Slight,2,3,447686269,4478739398
22702,2,17,8.0,6,2.0,5.0,3.0,4,1,Serious,2,3,447686269,4478739398
21814,1,19,12.0,2,1.0,3.0,1.0,3,1,Serious,2,2,444471082,4478765737
21815,1,19,12.0,2,1.0,5.0,1.0,3,1,Slight,2,2,444471082,4478765737
31357,2,18,7.0,2,1.0,5.0,1.0,3,2,Slight,1,3,443687436,4478787211
31358,2,18,7.0,2,1.0,5.0,1.0,4,2,Slight,2,3,443687436,4478787211
31359,2,18,7.0,2,1.0,5.0,2.0,3,2,Serious,2,3,443687436,4478787211
23308,1,17,17.0,3,3.0,2.0,1.0,3,1,Slight,2,2,440531079,4478796717
23309,1,17,17.0,3,3.0,2.0,2.0,3,2,Slight,2,2,440531079,4478796717
30210,1,17,17.0,6,1.0,5.0,1.0,3,1,Slight,2,2,440527611,4478796289
30211,1,17,17.0,6,1.0,5.0,3.0,4,2,Serious,2,2,440527611,4478796289
30937,1,17,17.0,4,1.0,2.0,1.0,2,1,Slight,2,2,440535627,4478800073
30938,1,17,17.0,4,1.0,5.0,1.0,2,1,Slight,2,2,440535627,4478800073
21539,1,3,7.0,1,1.0,2.0,1.0,3,1,Serious,1,1,441500198,4478837596
46246,2,3,7.0,2,7.0,6.0,1.0,3,1,Slight,2,5,441552790,4478858980
46247,2,3,7.0,2,7.0,6.0,2.0,1,2,Serious,2,5,441552790,4478858980
46248,2,3,7.0,2,7.0,6.0,2.0,3,2,Slight,2,5,441552790,4478858980
46249,2,3,7.0,2,7.0,5.0,1.0,3,1,Slight,2,5,441552790,4478858980
46250,2,3,7.0,2,7.0,5.0,2.0,3,2,Slight,2,5,441552790,4478858980
51267,2,3,7.0,4,1.0,4.0,1.0,3,1,Slight,1,1,441552790,4478858980
43597,1,17,7.0,4,1.0,9.0,1.0,3,1,Slight,2,2,442126550,4478859930
43598,1,17,7.0,4,1.0,5.0,1.0,4,2,Slight,2,2,442126550,4478859930
44010,1,3,7.0,3,3.0,4.0,1.0,3,1,Slight,2,1,442126550,4478859930
51614,2,17,7.0,0,1.0,4.0,1.0,3,1,Serious,2,2,442126550,4478859930
51615,2,17,7.0,0,1.0,5.0,1.0,3,1,Slight,2,2,442126550,4478859930
33478,1,19,9.0,6,1.0,9.0,1.0,3,1,Slight,2,2,439343605,4478887720
33479,1,19,9.0,6,1.0,9.0,3.0,4,1,Serious,2,2,439343605,4478887720
33527,1,19,9.0,6,1.0,9.0,1.0,3,1,Slight,2,2,439344052,4478886639
33528,1,19,9.0,6,1.0,9.0,3.0,4,1,Slight,2,2,439344052,4478886639
15151,2,17,7.0,6,1.0,4.0,1.0,3,1,Slight,2,2,441901453,4478898271
15152,2,17,7.0,6,1.0,4.0,3.0,2,1,Serious,2,2,441901453,4478898271
5492,1,19,17.0,3,1.0,4.0,1.0,3,1,Slight,2,2,441333216,4478945431
5493,1,19,17.0,3,1.0,5.0,1.0,3,1,Slight,2,2,441333216,4478945431
7843,1,19,17.0,4,1.0,12.0,1.0,2,1,Slight,2,2,441328146,4478940659
7844,1,19,17.0,4,1.0,4.0,1.0,3,2,Slight,2,2,441328146,4478940659
35306,2,19,17.0,2,1.0,5.0,1.0,2,1,Slight,2,2,441327063,4478943344
35307,2,19,17.0,2,1.0,5.0,1.0,3,1,Slight,2,2,441327063,4478943344
41584,2,19,17.0,0,1.0,3.0,1.0,3,1,Serious,2,4,441334186,4478939131
41585,2,19,17.0,0,1.0,5.0,1.0,3,1,Slight,2,4,441334186,4478939131
41586,2,19,17.0,0,1.0,5.0,2.0,1,2,Slight,2,4,441334186,4478939131
41587,2,19,17.0,0,1.0,5.0,2.0,3,2,Slight,2,4,441334186,4478939131
45446,1,4,13.0,6,1.0,1.0,1.0,3,1,Slight,2,2,448082900,4478956100
45447,1,4,13.0,6,1.0,1.0,3.0,3,2,Slight,2,2,448082900,4478956100
53734,2,3,13.0,3,1.0,3.0,1.0,3,1,Serious,2,1,448082900,4478956100
40679,1,19,17.0,0,4.0,3.0,1.0,3,2,Slight,2,2,441232168,4478970812
40680,1,19,17.0,0,4.0,5.0,1.0,3,1,Slight,2,2,441232168,4478970812
54177,1,19,17.0,3,1.0,3.0,1.0,3,1,Serious,2,2,441230080,4478980580
54178,1,19,17.0,3,1.0,5.0,1.0,3,1,Slight,2,2,441230080,4478980580
41997,2,3,7.0,2,1.0,4.0,1.0,3,1,Serious,2,2,441500832,4478987783
41998,2,3,7.0,2,1.0,5.0,1.0,3,1,Slight,2,2,441500832,4478987783
43125,2,3,7.0,2,2.0,3.0,1.0,3,2,Serious,2,2,441558530,4479001050
6455,2,19,12.0,4,1.0,5.0,1.0,2,2,Slight,2,1,443932857,4479021056
9108,1,19,12.0,6,1.0,5.0,1.0,3,1,Slight,2,2,443939754,4479018688
9109,1,19,12.0,6,1.0,5.0,3.0,2,1,Serious,2,2,443939754,4479018688
3587,2,17,7.0,2,1.0,4.0,1.0,3,1,Slight,2,2,443163564,4479045978
3588,2,17,7.0,2,1.0,5.0,1.0,3,1,Slight,2,2,443163564,4479045978
25161,1,17,7.0,6,1.0,5.0,1.0,4,1,Slight,2,2,443158121,4479042996
25162,1,17,7.0,6,1.0,5.0,3.0,4,2,Serious,2,2,443158121,4479042996
8992,2,19,17.0,6,1.0,5.0,1.0,3,1,Slight,2,2,440953472,4479057312
8993,2,19,17.0,6,1.0,5.0,3.0,3,2,Slight,2,2,440953472,4479057312
13420,2,19,17.0,2,1.0,3.0,1.0,3,2,Slight,2,3,440941766,4479059959
13421,2,19,17.0,2,1.0,3.0,2.0,2,2,Slight,2,3,440941766,4479059959
13422,2,19,17.0,2,1.0,5.0,1.0,3,2,Slight,2,3,440941766,4479059959
18721,2,19,17.0,2,1.0,4.0,1.0,3,1,Serious,2,3,440941542,4479052092
18722,2,19,17.0,2,1.0,5.0,1.0,3,1,Slight,2,3,440941542,4479052092
18723,2,19,17.0,2,1.0,5.0,2.0,3,1,Slight,2,3,440941542,4479052092
35704,2,19,8.0,1,1.0,4.0,1.0,3,1,Serious,2,1,445217319,4479088065
43797,1,19,17.0,2,2.0,4.0,1.0,3,1,Serious,2,2,441378900,4479132590
43798,1,19,17.0,2,2.0,5.0,1.0,3,1,Slight,2,2,441378900,4479132590
19910,2,19,8.0,2,1.0,3.0,1.0,1,1,Serious,2,4,444746179,4479163022
19911,2,19,8.0,2,1.0,5.0,1.0,3,1,Slight,2,4,444746179,4479163022
19912,2,19,8.0,2,1.0,5.0,2.0,3,2,Slight,2,4,444746179,4479163022
36500,1,19,9.0,6,1.0,6.0,3.0,3,1,Fatal,2,1,433511740,4479227686
39344,1,3,17.0,8,3.0,9.0,1.0,3,1,Slight,2,5,441524244,4479254714
39345,1,3,17.0,8,3.0,9.0,2.0,1,1,Slight,2,5,441524244,4479254714
39346,1,3,17.0,8,3.0,3.0,1.0,3,1,Serious,2,5,441524244,4479254714
39347,1,3,17.0,8,3.0,5.0,1.0,3,1,Slight,2,5,441524244,4479254714
39348,1,3,17.0,8,3.0,5.0,2.0,3,1,Slight,2,5,441524244,4479254714
7477,1,19,9.0,0,1.0,4.0,1.0,2,1,Serious,2,2,438539677,4479275853
7478,1,19,9.0,0,1.0,5.0,1.0,3,2,Slight,2,2,438539677,4479275853
44887,1,17,9.0,2,1.0,1.0,1.0,4,1,Serious,2,2,438948180,4479297670
44888,1,17,9.0,2,1.0,5.0,1.0,5,3,Slight,2,2,438948180,4479297670
25188,1,3,17.0,6,1.0,9.0,1.0,3,1,Slight,2,2,441490952,4479354460
25189,1,3,17.0,6,1.0,9.0,3.0,4,1,Serious,2,2,441490952,4479354460
48281,1,19,9.0,2,1.0,2.0,1.0,1,1,Serious,2,2,433555350,4479370400
48282,1,19,9.0,2,1.0,5.0,1.0,4,1,Slight,2,2,433555350,4479370400
11059,1,19,13.0,6,1.0,5.0,1.0,3,1,Slight,2,2,447407929,4479387770
11060,1,19,13.0,6,1.0,5.0,3.0,3,2,Serious,2,2,447407929,4479387770
12987,1,12,7.0,6,1.0,3.0,1.0,3,1,Slight,2,2,441916626,4479406094
12988,1,12,7.0,6,1.0,3.0,3.0,3,1,Serious,2,2,441916626,4479406094
22544,2,7,9.0,6,1.0,5.0,1.0,3,1,Slight,2,2,432564355,4479467943
22545,2,7,9.0,6,1.0,5.0,3.0,4,1,Fatal,2,2,432564355,4479467943
36539,1,17,17.0,6,1.0,5.0,1.0,3,1,Slight,2,3,441009505,4479514507
36540,1,17,17.0,6,1.0,5.0,2.0,3,2,Slight,2,3,441009505,4479514507
36541,1,17,17.0,6,1.0,5.0,3.0,3,1,Serious,2,3,441009505,4479514507
35941,1,19,17.0,6,1.0,5.0,1.0,4,2,Slight,2,2,441269540,4479531936
35942,1,19,17.0,6,1.0,5.0,3.0,3,2,Serious,2,2,441269540,4479531936
3976,2,19,17.0,1,1.0,5.0,1.0,3,1,Serious,2,1,440999009,4479565446
25318,2,3,7.0,2,7.0,4.0,1.0,3,1,Serious,2,2,441574872,4479580364
25319,2,3,7.0,2,7.0,5.0,1.0,3,1,Slight,2,2,441574872,4479580364
53459,1,19,17.0,3,1.0,3.0,1.0,3,1,Serious,2,2,440561580,4479614440
53460,1,19,17.0,3,1.0,5.0,1.0,3,1,Slight,2,2,440561580,4479614440
47659,1,19,17.0,6,1.0,5.0,1.0,2,1,Slight,2,2,441249610,4479674160
47660,1,19,17.0,6,1.0,5.0,3.0,4,2,Serious,2,2,441249610,4479674160
7434,1,19,7.0,6,1.0,4.0,1.0,3,1,Serious,2,2,441863650,4479708200
7435,1,19,7.0,6,1.0,4.0,3.0,3,2,Serious,2,2,441863650,4479708200
20204,1,18,12.0,3,1.0,4.0,1.0,3,1,Serious,2,1,443398583,4479723523
25137,1,19,7.0,2,1.0,4.0,1.0,3,1,Slight,2,3,443009817,4479751782
25138,1,19,7.0,2,1.0,4.0,2.0,3,2,Slight,2,3,443009817,4479751782
39042,1,19,7.0,2,2.0,3.0,1.0,3,1,Serious,2,3,443001764,4479756666
39043,1,19,7.0,2,2.0,5.0,1.0,4,1,Slight,2,3,443001764,4479756666
39044,1,19,7.0,2,2.0,5.0,2.0,4,2,Slight,2,3,443001764,4479756666
1045,2,19,9.0,1,3.0,5.0,1.0,3,1,Fatal,2,2,439267999,4479766433
1046,2,19,9.0,1,3.0,5.0,2.0,2,1,Fatal,2,2,439267999,4479766433
13293,1,17,8.0,2,1.0,3.0,1.0,3,1,Serious,2,2,444568908,4479782725
13294,1,17,8.0,2,1.0,5.0,1.0,3,1,Slight,2,2,444568908,4479782725
17428,2,9,8.0,1,1.0,5.0,1.0,4,2,Slight,2,1,444564061,4479795251
12288,1,9,8.0,0,1.0,4.0,1.0,3,1,Slight,2,4,444573158,4479801962
12289,1,9,8.0,0,1.0,4.0,2.0,3,2,Serious,2,4,444573158,4479801962
12290,1,9,8.0,0,1.0,5.0,1.0,3,1,Slight,2,4,444573158,4479801962
12291,1,9,8.0,0,1.0,5.0,2.0,3,2,Slight,2,4,444573158,4479801962
37027,2,9,8.0,2,1.0,5.0,1.0,3,1,Slight,2,3,444572785,4479798010
37028,2,9,8.0,2,1.0,5.0,1.0,4,1,Slight,2,3,444572785,4479798010
37029,2,9,8.0,2,1.0,5.0,2.0,3,1,Slight,2,3,444572785,4479798010
3974,2,3,7.0,6,1.0,4.0,1.0,3,1,Slight,2,2,441622964,4479829289
3975,2,3,7.0,6,1.0,4.0,3.0,3,2,Serious,2,2,441622964,4479829289
9612,1,17,9.0,6,1.0,5.0,1.0,2,1,Slight,1,2,431333859,4479833576
9613,1,17,9.0,6,1.0,5.0,3.0,3,2,Fatal,2,2,431333859,4479833576
27749,1,19,9.0,5,3.0,5.0,1.0,3,1,Slight,2,5,439427934,4479850092
27750,1,19,9.0,5,3.0,5.0,1.0,3,2,Serious,2,5,439427934,4479850092
27751,1,19,9.0,5,3.0,5.0,2.0,3,1,Slight,2,5,439427934,4479850092
27752,1,19,9.0,5,3.0,5.0,2.0,3,2,Slight,2,5,439427934,4479850092
33774,1,9,8.0,6,1.0,3.0,1.0,3,2,Slight,2,2,445051100,4479895314
33775,1,9,8.0,6,1.0,3.0,3.0,4,2,Serious,2,2,445051100,4479895314
53208,2,17,9.0,3,1.0,5.0,2.0,2,3,Serious,2,1,430944980,4479909240
7115,1,17,9.0,0,2.0,15.0,1.0,3,1,Serious,2,2,432927137,4479917291
7116,1,17,9.0,0,2.0,5.0,1.0,4,1,Slight,2,2,432927137,4479917291
38741,2,19,9.0,6,2.0,5.0,1.0,3,1,Slight,2,2,439011766,4479944991
38742,2,19,9.0,6,2.0,5.0,3.0,4,2,Serious,2,2,439011766,4479944991
42666,1,4,17.0,6,1.0,5.0,1.0,3,1,Slight,2,2,439927630,4479979140
42667,1,4,17.0,6,1.0,5.0,3.0,1,1,Serious,2,2,439927630,4479979140
23419,1,19,12.0,9,1.0,4.0,1.0,3,1,Slight,2,1,443477320,4480032843
35562,1,19,12.0,1,1.0,5.0,1.0,4,2,Serious,2,1,443485392,4480025135
21793,2,19,17.0,6,1.0,5.0,1.0,3,2,Slight,2,2,440556020,4480048967
21794,2,19,17.0,6,1.0,5.0,3.0,3,2,Serious,2,2,440556020,4480048967
2431,1,7,9.0,2,1.0,4.0,1.0,3,1,Serious,2,5,432917033,4480117359
2432,1,7,9.0,2,1.0,5.0,1.0,3,2,Slight,2,5,432917033,4480117359
2433,1,7,9.0,2,1.0,5.0,1.0,3,1,Slight,2,5,432917033,4480117359
