,Easting,Northing,1st Road Class,Accident Time,Number of Vehicles,Road Surface,Speed Limit,Lighting Conditions,Weather Conditions,dia_semana,semana_en_año,Type of Vehicle,Age of Vehicle,First Point of Impact,Casualty Class,Sex of Casualty,Age of Casualty,Casualty Severity,longitude,latitude
83090,400027,277534,6,2,2,1,40,1,1,3,34,7,1,3,1,1,3,Assistance,-2.00102,52.395839
83091,400027,277534,6,2,2,1,40,1,1,3,34,7,14,2,1,1,3,Assistance,-2.00102,52.395839
83090,400027,277534,6,2,2,1,40,1,1,3,34,7,1,3,1,1,3,Assistance,-2.00102,52.395839
83091,400027,277534,6,2,2,1,40,1,1,3,34,7,14,2,1,1,3,Assistance,-2.00102,52.395839
57435,400130,277550,3,1,2,1,40,1,1,2,18,3,9,3,1,1,3,Assistance,-1.999527,52.395937
52431,401380,277570,6,1,1,1,30,1,1,2,6,2,13,2,3,1,2,Slight,-1.981156,52.396116
52964,401380,277570,6,1,1,1,30,1,1,3,34,2,8,2,3,1,3,Assistance,-1.981156,52.396116
57985,401380,277570,6,2,2,2,30,3,1,5,48,5,9,2,1,1,3,Assistance,-1.981156,52.396116
67821,398976,277586,6,1,2,1,30,1,8,4,4,9,11,5,1,2,3,Assistance,-2.016487,52.39626
67822,398976,277586,6,1,2,1,30,1,8,4,4,9,17,2,1,2,3,Assistance,-2.016487,52.39626
25843,403460,277600,3,1,2,1,30,1,1,5,24,7,4,1,1,1,3,Assistance,-1.950587,52.396376
25844,403460,277600,3,1,2,1,30,1,1,5,24,7,2,1,1,1,3,Assistance,-1.950587,52.396376
25845,403460,277600,3,1,2,1,30,1,1,5,24,7,4,1,2,2,1,Assistance,-1.950587,52.396376
25846,403460,277600,3,1,2,1,30,1,1,5,24,7,2,1,2,2,1,Assistance,-1.950587,52.396376
19328,401150,277630,6,1,1,1,30,1,1,4,48,2,4,2,3,1,1,Assistance,-1.984536,52.396655
3015,400960,277650,3,1,2,1,40,1,1,1,4,13,4,4,1,1,2,Slight,-1.987328,52.396835
3016,400960,277650,3,1,2,1,40,1,1,1,4,13,7,4,1,1,2,Slight,-1.987328,52.396835
3017,400960,277650,3,1,2,1,40,1,1,1,4,15,4,4,1,1,3,Slight,-1.987328,52.396835
3018,400960,277650,3,1,2,1,40,1,1,1,4,15,7,4,1,1,3,Slight,-1.987328,52.396835
4155,400960,277650,3,2,2,1,40,3,1,7,32,8,6,2,1,1,3,Slight,-1.987328,52.396835
4156,400960,277650,3,2,2,1,40,3,1,7,32,8,11,5,1,1,3,Slight,-1.987328,52.396835
4157,400960,277650,3,2,2,1,40,3,1,7,32,9,6,2,2,2,2,Assistance,-1.987328,52.396835
4158,400960,277650,3,2,2,1,40,3,1,7,32,9,11,5,2,2,2,Assistance,-1.987328,52.396835
87936,400959,277644,3,2,2,2,40,3,1,5,51,7,12,4,1,1,3,Assistance,-1.987323,52.396827
87937,400959,277644,3,2,2,2,40,3,1,5,51,7,8,2,1,1,3,Assistance,-1.987323,52.396827
87938,400959,277644,3,2,2,2,40,3,1,5,51,9,12,4,1,1,3,Slight,-1.987323,52.396827
87939,400959,277644,3,2,2,2,40,3,1,5,51,9,8,2,1,1,3,Slight,-1.987323,52.396827
3015,400960,277650,3,1,2,1,40,1,1,1,4,13,4,4,1,1,2,Slight,-1.987328,52.396835
3016,400960,277650,3,1,2,1,40,1,1,1,4,13,7,4,1,1,2,Slight,-1.987328,52.396835
3017,400960,277650,3,1,2,1,40,1,1,1,4,15,4,4,1,1,3,Slight,-1.987328,52.396835
3018,400960,277650,3,1,2,1,40,1,1,1,4,15,7,4,1,1,3,Slight,-1.987328,52.396835
4155,400960,277650,3,2,2,1,40,3,1,7,32,8,6,2,1,1,3,Slight,-1.987328,52.396835
4156,400960,277650,3,2,2,1,40,3,1,7,32,8,11,5,1,1,3,Slight,-1.987328,52.396835
4157,400960,277650,3,2,2,1,40,3,1,7,32,9,6,2,2,2,2,Assistance,-1.987328,52.396835
4158,400960,277650,3,2,2,1,40,3,1,7,32,9,11,5,2,2,2,Assistance,-1.987328,52.396835
85692,399534,277701,6,1,1,1,40,1,1,4,35,7,9,2,1,1,2,Assistance,-2.008266,52.39734
85692,399534,277701,6,1,1,1,40,1,1,4,35,7,9,2,1,1,2,Assistance,-2.008266,52.39734
48369,402900,277720,6,2,1,2,30,3,2,2,32,9,10,2,1,1,4,Assistance,-1.958816,52.397458
48758,402900,277730,6,1,2,1,30,1,1,6,48,9,15,2,1,1,3,Slight,-1.958816,52.397548
48759,402900,277730,6,1,2,1,30,1,1,6,48,9,5,3,1,1,3,Slight,-1.958816,52.397548
70351,402899,277723,6,1,1,1,30,1,1,1,28,2,2,2,3,1,1,Slight,-1.958831,52.397486
76402,402896,277723,6,1,1,1,30,1,1,5,36,2,3,2,3,2,4,Assistance,-1.958856,52.397531
77034,402905,277734,6,2,2,1,30,3,1,3,44,9,11,2,2,2,3,Slight,-1.958724,52.39763
77035,402905,277734,6,2,2,1,30,3,1,3,44,9,0,5,2,2,3,Slight,-1.958724,52.39763
80257,404870,277738,6,1,1,1,30,3,1,6,28,2,13,2,3,1,1,Assistance,-1.929845,52.397653
82333,399516,277785,6,2,2,2,30,3,2,5,49,9,4,2,1,2,3,Assistance,-2.00853,52.398095
82334,399516,277785,6,2,2,2,30,3,2,5,49,9,7,2,1,2,3,Assistance,-2.00853,52.398095
26898,404060,277800,3,1,2,2,40,1,1,2,46,9,12,2,1,1,2,Assistance,-1.941767,52.39817
26899,404060,277800,3,1,2,2,40,1,1,2,46,9,8,5,1,1,2,Assistance,-1.941767,52.39817
84284,404061,277796,3,1,2,1,30,1,1,6,19,9,4,2,1,2,3,Slight,-1.941734,52.39818
84285,404061,277796,3,1,2,1,30,1,1,6,19,9,9,3,1,2,3,Slight,-1.941734,52.39818
84286,404061,277796,3,1,2,1,30,1,1,6,19,9,4,2,2,1,1,Slight,-1.941734,52.39818
84287,404061,277796,3,1,2,1,30,1,1,6,19,9,9,3,2,1,1,Slight,-1.941734,52.39818
4336,398920,277830,6,2,2,1,30,3,1,5,35,7,12,2,1,1,3,Assistance,-2.01731,52.398453
4337,398920,277830,6,2,2,1,30,3,1,5,35,7,8,2,1,1,3,Assistance,-2.01731,52.398453
19333,398920,277830,6,2,2,1,30,3,4,7,48,3,9,4,1,1,3,Assistance,-2.01731,52.398453
48724,404180,277870,3,1,2,2,30,3,2,6,47,9,2,2,2,2,1,Slight,-1.940002,52.398799
48725,404180,277870,3,1,2,2,30,3,2,6,47,9,6,3,2,2,1,Slight,-1.940002,52.398799
85934,404180,277869,3,1,3,1,30,1,1,1,26,9,8,2,1,1,3,Assistance,-1.939984,52.398836
85935,404180,277869,3,1,3,1,30,1,1,1,26,9,5,4,1,1,3,Assistance,-1.939984,52.398836
43536,402060,277880,6,1,2,1,30,1,1,6,26,3,6,5,1,2,3,Assistance,-1.97116,52.3989
64466,399770,277920,6,1,2,2,30,3,7,1,45,9,6,2,1,2,3,Slight,-2.004806,52.399295
64467,399770,277920,6,1,2,2,30,3,7,1,45,9,5,4,1,2,3,Slight,-2.004806,52.399295
64468,399770,277920,6,1,2,2,30,3,7,1,45,9,6,2,2,1,1,Assistance,-2.004806,52.399295
64469,399770,277920,6,1,2,2,30,3,7,1,45,9,5,4,2,1,1,Assistance,-2.004806,52.399295
25171,401350,277930,6,2,1,1,30,3,1,1,9,2,4,2,3,1,2,Slight,-1.981595,52.399352
52380,401350,277930,6,1,1,1,30,1,1,3,9,2,9,5,3,1,1,Assistance,-1.981596,52.399352
64211,401130,277940,3,2,2,1,30,3,1,6,37,4,6,4,1,1,1,Assistance,-1.984818,52.399474
64212,401130,277940,3,2,2,1,30,3,1,6,37,4,16,2,1,1,1,Assistance,-1.984818,52.399474
38940,404880,277980,6,1,1,2,30,1,1,3,50,2,11,2,3,2,1,Assistance,-1.929712,52.399782
10350,402130,278010,6,1,1,1,30,1,1,2,8,2,7,2,3,2,1,Assistance,-1.970131,52.400069
52394,398630,278040,6,1,2,2,30,1,1,3,10,7,10,4,1,1,3,Assistance,-2.021574,52.400341
52395,398630,278040,6,1,2,2,30,1,1,3,10,7,15,2,1,1,3,Assistance,-2.021574,52.400341
69423,399137,278109,6,1,2,1,30,1,1,5,18,7,1,2,1,1,3,Assistance,-2.014122,52.400962
69423,399137,278109,6,1,2,1,30,1,1,5,18,7,1,2,1,1,3,Assistance,-2.014122,52.400962
3572,401280,278140,3,2,3,2,40,3,2,2,17,9,14,5,2,1,2,Slight,-1.982623,52.40124
3573,401280,278140,3,2,3,2,40,3,2,2,17,9,4,2,2,1,2,Slight,-1.982623,52.40124
3574,401280,278140,3,2,3,2,40,3,2,2,17,9,8,2,2,1,2,Slight,-1.982623,52.40124
3575,401280,278140,3,2,3,2,40,3,2,2,17,9,14,5,1,1,3,Slight,-1.982623,52.40124
3576,401280,278140,3,2,3,2,40,3,2,2,17,9,4,2,1,1,3,Slight,-1.982623,52.40124
3577,401280,278140,3,2,3,2,40,3,2,2,17,9,8,2,1,1,3,Slight,-1.982623,52.40124
3578,401280,278140,3,2,3,2,40,3,2,2,17,9,14,5,2,2,1,Slight,-1.982623,52.40124
3579,401280,278140,3,2,3,2,40,3,2,2,17,9,4,2,2,2,1,Slight,-1.982623,52.40124
3580,401280,278140,3,2,3,2,40,3,2,2,17,9,8,2,2,2,1,Slight,-1.982623,52.40124
4056,401280,278140,3,2,2,1,40,3,1,2,30,9,1,5,1,1,2,Slight,-1.982623,52.40124
4057,401280,278140,3,2,2,1,40,3,1,2,30,9,9,2,1,1,2,Slight,-1.982623,52.40124
4115,401280,278140,3,1,2,1,40,1,1,1,32,13,17,2,1,1,3,Slight,-1.982623,52.40124
4116,401280,278140,3,1,2,1,40,1,1,1,32,13,1,2,1,1,3,Slight,-1.982623,52.40124
4555,401280,278140,3,1,2,2,40,1,4,1,43,9,8,5,1,2,3,Slight,-1.982623,52.40124
4556,401280,278140,3,1,2,2,40,1,4,1,43,9,3,2,1,2,3,Slight,-1.982623,52.40124
10148,401280,278140,3,1,2,2,30,1,8,1,4,9,14,2,1,1,2,Slight,-1.982623,52.40124
10149,401280,278140,3,1,2,2,30,1,8,1,4,9,3,2,1,1,2,Slight,-1.982623,52.40124
10150,401280,278140,3,1,2,2,30,1,8,1,4,9,14,2,1,1,3,Slight,-1.982623,52.40124
10151,401280,278140,3,1,2,2,30,1,8,1,4,9,3,2,1,1,3,Slight,-1.982623,52.40124
10348,401280,278140,3,1,2,1,40,1,1,2,8,5,8,2,1,1,3,Assistance,-1.982623,52.40124
10349,401280,278140,3,1,2,1,40,1,1,2,8,5,5,2,1,1,3,Assistance,-1.982623,52.40124
10505,401280,278140,3,1,2,2,40,1,1,4,13,9,10,5,1,1,3,Slight,-1.982623,52.40124
10506,401280,278140,3,1,2,2,40,1,1,4,13,9,11,2,1,1,3,Slight,-1.982623,52.40124
10507,401280,278140,3,1,2,2,40,1,1,4,13,9,10,5,2,1,3,Slight,-1.982623,52.40124
10508,401280,278140,3,1,2,2,40,1,1,4,13,9,11,2,2,1,3,Slight,-1.982623,52.40124
10709,401280,278140,3,1,2,1,40,1,1,4,18,4,0,2,1,1,1,Slight,-1.982623,52.40124
11133,401280,278140,3,2,2,1,40,1,1,3,30,9,0,2,2,2,1,Slight,-1.982623,52.40124
11134,401280,278140,3,2,2,1,40,1,1,3,30,9,9,4,2,2,1,Slight,-1.982623,52.40124
11135,401280,278140,3,2,2,1,40,1,1,3,30,9,0,2,2,2,2,Slight,-1.982623,52.40124
11136,401280,278140,3,2,2,1,40,1,1,3,30,9,9,4,2,2,2,Slight,-1.982623,52.40124
11137,401280,278140,3,2,2,1,40,1,1,3,30,9,0,2,1,1,2,Slight,-1.982623,52.40124
11138,401280,278140,3,2,2,1,40,1,1,3,30,9,9,4,1,1,2,Slight,-1.982623,52.40124
11139,401280,278140,3,2,2,1,40,1,1,3,30,9,0,2,2,1,2,Slight,-1.982623,52.40124
11140,401280,278140,3,2,2,1,40,1,1,3,30,9,9,4,2,1,2,Slight,-1.982623,52.40124
11307,401280,278140,3,1,2,1,40,1,1,5,28,9,3,5,2,2,2,Slight,-1.982623,52.40124
11308,401280,278140,3,1,2,1,40,1,1,5,28,9,9,2,2,2,2,Slight,-1.982623,52.40124
11309,401280,278140,3,1,2,1,40,1,1,5,28,9,3,5,2,1,1,Slight,-1.982623,52.40124
11310,401280,278140,3,1,2,1,40,1,1,5,28,9,9,2,2,1,1,Slight,-1.982623,52.40124
11614,401280,278140,3,2,2,1,40,3,1,1,40,9,1,2,1,2,3,Slight,-1.982623,52.40124
11615,401280,278140,3,2,2,1,40,3,1,1,40,9,11,2,1,2,3,Slight,-1.982623,52.40124
17599,401280,278140,3,1,2,1,40,1,1,1,5,9,4,5,1,2,3,Slight,-1.982623,52.40124
17600,401280,278140,3,1,2,1,40,1,1,1,5,9,8,2,1,2,3,Slight,-1.982623,52.40124
17601,401280,278140,3,1,2,1,40,1,1,1,5,9,4,5,2,2,1,Slight,-1.982623,52.40124
17602,401280,278140,3,1,2,1,40,1,1,1,5,9,8,2,2,2,1,Slight,-1.982623,52.40124
25905,401280,278140,3,1,2,1,40,1,1,1,28,9,11,2,1,1,3,Slight,-1.982623,52.40124
25906,401280,278140,3,1,2,1,40,1,1,1,28,9,11,2,1,2,3,Slight,-1.982623,52.40124
33464,401280,278140,3,2,2,1,40,3,1,6,43,5,8,2,1,1,2,Slight,-1.982623,52.40124
33465,401280,278140,3,2,2,1,40,3,1,6,43,5,3,5,1,1,2,Slight,-1.982623,52.40124
33598,401280,278140,3,1,2,2,40,1,1,5,46,9,6,5,1,2,2,Slight,-1.982623,52.40124
33599,401280,278140,3,1,2,2,40,1,1,5,46,9,10,2,1,2,2,Slight,-1.982623,52.40124
