,Easting,Northing,1st Road Class,Accident Time,Number of Vehicles,Road Surface,Speed Limit,Lighting Conditions,Weather Conditions,dia_semana,semana_en_año,Type of Vehicle,Age of Vehicle,First Point of Impact,Casualty Class,Sex of Casualty,Age of Casualty,Casualty Severity,longitude,latitude
23262,335630,387850,6,1,2,1,30,1,1,7,14,8,5,4,1,1,4,Slight,-2.969239,53.383546
3154,335630,387860,6,1,2,1,30,1,1,2,51,9,2,2,1,2,3,Slight,-2.969241,53.383636
18121,335630,387850,6,2,2,1,30,3,1,1,21,9,2,4,2,1,1,Assistance,-2.969239,53.383546
18122,335630,387850,6,2,2,1,30,3,1,1,21,9,3,1,2,1,1,Assistance,-2.969239,53.383546
23261,335630,387850,6,1,2,1,30,1,1,7,14,8,12,2,1,1,4,Slight,-2.969239,53.383546
23262,335630,387850,6,1,2,1,30,1,1,7,14,8,5,4,1,1,4,Slight,-2.969239,53.383546
12837,336840,387880,6,2,2,1,30,3,1,3,19,9,12,2,1,1,3,Assistance,-2.951056,53.383962
26583,335839,387896,6,2,1,2,30,3,2,3,50,2,0,2,3,1,1,Assistance,-2.966107,53.383986
1517,335550,387930,5,1,2,1,30,1,1,2,17,9,1,2,1,2,3,Slight,-2.970458,53.384256
2882,335550,387930,6,1,3,2,30,1,1,1,43,9,2,5,1,1,3,Slight,-2.970458,53.384256
2883,335550,387930,6,1,3,2,30,1,1,1,43,9,0,2,1,1,3,Slight,-2.970458,53.384256
2884,335550,387930,6,1,3,2,30,1,1,1,43,10,2,5,1,2,3,Slight,-2.970458,53.384256
2885,335550,387930,6,1,3,2,30,1,1,1,43,10,0,2,1,2,3,Slight,-2.970458,53.384256
2886,335550,387930,6,1,3,2,30,1,1,1,43,10,2,5,2,2,4,Slight,-2.970458,53.384256
2887,335550,387930,6,1,3,2,30,1,1,1,43,10,0,2,2,2,4,Slight,-2.970458,53.384256
2888,335550,387930,6,1,3,2,30,1,1,1,43,9,2,5,1,2,3,Slight,-2.970458,53.384256
2889,335550,387930,6,1,3,2,30,1,1,1,43,9,0,2,1,2,3,Slight,-2.970458,53.384256
6670,335550,387930,6,2,1,1,30,1,1,6,23,2,2,4,3,2,1,Assistance,-2.970458,53.384256
10086,335550,387930,6,1,2,1,30,1,1,5,40,9,3,5,1,1,3,Slight,-2.970458,53.384256
10087,335550,387930,6,1,2,1,30,1,1,5,40,9,1,4,1,1,3,Slight,-2.970458,53.384256
10088,335550,387930,6,1,2,1,30,1,1,5,40,5,3,5,1,1,1,Slight,-2.970458,53.384256
10089,335550,387930,6,1,2,1,30,1,1,5,40,5,1,4,1,1,1,Slight,-2.970458,53.384256
12439,335550,387930,6,1,2,1,30,1,1,2,9,9,1,2,1,1,3,Slight,-2.970458,53.384256
12440,335550,387930,6,1,2,1,30,1,1,2,9,9,1,2,1,2,3,Slight,-2.970458,53.384256
18225,335550,387930,6,1,2,1,30,1,1,3,27,9,15,2,2,1,1,Slight,-2.970458,53.384256
18226,335550,387930,6,1,2,1,30,1,1,3,27,9,2,5,2,1,1,Slight,-2.970458,53.384256
18227,335550,387930,6,1,2,1,30,1,1,3,27,9,15,2,1,1,2,Slight,-2.970458,53.384256
18228,335550,387930,6,1,2,1,30,1,1,3,27,9,2,5,1,1,2,Slight,-2.970458,53.384256
18229,335550,387930,6,1,2,1,30,1,1,3,27,9,15,2,2,1,2,Slight,-2.970458,53.384256
18230,335550,387930,6,1,2,1,30,1,1,3,27,9,2,5,2,1,2,Slight,-2.970458,53.384256
23038,335550,387930,6,1,2,2,30,1,1,1,3,3,2,2,1,1,3,Slight,-2.970458,53.384256
23611,335550,387930,6,1,2,1,30,1,1,4,36,9,1,5,1,2,2,Slight,-2.970458,53.384256
23612,335550,387930,6,1,2,1,30,1,1,4,36,9,1,2,1,2,2,Slight,-2.970458,53.384256
23663,335550,387930,6,1,2,2,30,1,2,5,39,9,10,2,1,2,2,Slight,-2.970458,53.384256
23664,335550,387930,6,1,2,2,30,1,2,5,39,9,10,2,2,2,3,Slight,-2.970458,53.384256
23689,335550,387930,6,1,2,2,30,1,2,3,40,3,6,2,1,1,3,Slight,-2.970458,53.384256
15688,335950,387960,3,1,2,1,30,1,1,6,14,9,11,2,2,1,2,Slight,-2.964451,53.384574
15689,335950,387960,3,1,2,1,30,1,1,6,14,9,4,3,2,1,2,Slight,-2.964451,53.384574
15690,335950,387960,3,1,2,1,30,1,1,6,14,9,11,2,2,1,3,Slight,-2.964451,53.384574
15691,335950,387960,3,1,2,1,30,1,1,6,14,9,4,3,2,1,3,Slight,-2.964451,53.384574
15692,335950,387960,3,1,2,1,30,1,1,6,14,9,11,2,1,1,3,Slight,-2.964451,53.384574
15693,335950,387960,3,1,2,1,30,1,1,6,14,9,4,3,1,1,3,Slight,-2.964451,53.384574
28617,335954,387966,3,2,2,1,30,3,1,4,40,5,1,2,1,1,2,Assistance,-2.964393,53.384629
28618,335954,387966,3,2,2,1,30,3,1,4,40,5,9,2,1,1,2,Assistance,-2.964393,53.384629
28617,335954,387966,3,2,2,1,30,3,1,4,40,5,1,2,1,1,2,Assistance,-2.964393,53.384629
28618,335954,387966,3,2,2,1,30,3,1,4,40,5,9,2,1,1,2,Assistance,-2.964393,53.384629
13186,335930,387980,3,1,2,2,30,3,5,7,45,9,6,2,1,1,3,Slight,-2.964756,53.384751
17937,335930,387980,3,2,1,1,30,3,1,7,7,2,4,2,3,2,3,Assistance,-2.964756,53.384751
13186,335930,387980,3,1,2,2,30,3,5,7,45,9,6,2,1,1,3,Slight,-2.964756,53.384751
17937,335930,387980,3,2,1,1,30,3,1,7,7,2,4,2,3,2,3,Assistance,-2.964756,53.384751
3487,335870,388030,3,2,1,1,30,3,1,4,15,2,9,2,3,1,4,Assistance,-2.965668,53.385193
6404,335870,388030,3,2,1,1,30,3,4,5,11,2,9,2,3,1,2,Slight,-2.965668,53.385193
12442,335870,388030,3,1,1,1,30,1,1,6,9,2,2,2,3,2,1,Slight,-2.965668,53.385193
13049,335870,388030,3,1,1,1,30,1,1,1,42,2,11,1,3,1,3,Slight,-2.965668,53.385193
13151,335870,388030,3,1,2,1,30,1,1,3,47,9,8,2,1,1,3,Assistance,-2.965668,53.385193
15474,335870,388030,3,2,5,1,30,3,1,6,5,9,1,1,2,2,2,Slight,-2.965668,53.385193
15475,335870,388030,3,2,5,1,30,3,1,6,5,9,3,4,2,2,2,Slight,-2.965668,53.385193
15476,335870,388030,3,2,5,1,30,3,1,6,5,9,2,2,2,2,2,Slight,-2.965668,53.385193
15477,335870,388030,3,2,5,1,30,3,1,6,5,9,4,2,2,2,2,Slight,-2.965668,53.385193
15478,335870,388030,3,2,5,1,30,3,1,6,5,8,1,1,2,2,3,Slight,-2.965668,53.385193
15479,335870,388030,3,2,5,1,30,3,1,6,5,8,3,4,2,2,3,Slight,-2.965668,53.385193
15480,335870,388030,3,2,5,1,30,3,1,6,5,8,2,2,2,2,3,Slight,-2.965668,53.385193
15481,335870,388030,3,2,5,1,30,3,1,6,5,8,4,2,2,2,3,Slight,-2.965668,53.385193
15482,335870,388030,3,2,5,1,30,3,1,6,5,8,1,1,2,2,2,Slight,-2.965668,53.385193
15483,335870,388030,3,2,5,1,30,3,1,6,5,8,3,4,2,2,2,Slight,-2.965668,53.385193
15484,335870,388030,3,2,5,1,30,3,1,6,5,8,2,2,2,2,2,Slight,-2.965668,53.385193
15485,335870,388030,3,2,5,1,30,3,1,6,5,8,4,2,2,2,2,Slight,-2.965668,53.385193
15486,335870,388030,3,2,5,1,30,3,1,6,5,8,1,1,1,1,3,Slight,-2.965668,53.385193
15487,335870,388030,3,2,5,1,30,3,1,6,5,8,3,4,1,1,3,Slight,-2.965668,53.385193
15488,335870,388030,3,2,5,1,30,3,1,6,5,8,2,2,1,1,3,Slight,-2.965668,53.385193
15489,335870,388030,3,2,5,1,30,3,1,6,5,8,4,2,1,1,3,Slight,-2.965668,53.385193
3487,335870,388030,3,2,1,1,30,3,1,4,15,2,9,2,3,1,4,Assistance,-2.965668,53.385193
6404,335870,388030,3,2,1,1,30,3,4,5,11,2,9,2,3,1,2,Slight,-2.965668,53.385193
12442,335870,388030,3,1,1,1,30,1,1,6,9,2,2,2,3,2,1,Slight,-2.965668,53.385193
13049,335870,388030,3,1,1,1,30,1,1,1,42,2,11,1,3,1,3,Slight,-2.965668,53.385193
13151,335870,388030,3,1,2,1,30,1,1,3,47,9,8,2,1,1,3,Assistance,-2.965668,53.385193
15474,335870,388030,3,2,5,1,30,3,1,6,5,9,1,1,2,2,2,Slight,-2.965668,53.385193
15475,335870,388030,3,2,5,1,30,3,1,6,5,9,3,4,2,2,2,Slight,-2.965668,53.385193
15476,335870,388030,3,2,5,1,30,3,1,6,5,9,2,2,2,2,2,Slight,-2.965668,53.385193
15477,335870,388030,3,2,5,1,30,3,1,6,5,9,4,2,2,2,2,Slight,-2.965668,53.385193
15478,335870,388030,3,2,5,1,30,3,1,6,5,8,1,1,2,2,3,Slight,-2.965668,53.385193
15479,335870,388030,3,2,5,1,30,3,1,6,5,8,3,4,2,2,3,Slight,-2.965668,53.385193
15480,335870,388030,3,2,5,1,30,3,1,6,5,8,2,2,2,2,3,Slight,-2.965668,53.385193
15481,335870,388030,3,2,5,1,30,3,1,6,5,8,4,2,2,2,3,Slight,-2.965668,53.385193
15482,335870,388030,3,2,5,1,30,3,1,6,5,8,1,1,2,2,2,Slight,-2.965668,53.385193
15483,335870,388030,3,2,5,1,30,3,1,6,5,8,3,4,2,2,2,Slight,-2.965668,53.385193
15484,335870,388030,3,2,5,1,30,3,1,6,5,8,2,2,2,2,2,Slight,-2.965668,53.385193
15485,335870,388030,3,2,5,1,30,3,1,6,5,8,4,2,2,2,2,Slight,-2.965668,53.385193
15486,335870,388030,3,2,5,1,30,3,1,6,5,8,1,1,1,1,3,Slight,-2.965668,53.385193
15487,335870,388030,3,2,5,1,30,3,1,6,5,8,3,4,1,1,3,Slight,-2.965668,53.385193
15488,335870,388030,3,2,5,1,30,3,1,6,5,8,2,2,1,1,3,Slight,-2.965668,53.385193
15489,335870,388030,3,2,5,1,30,3,1,6,5,8,4,2,1,1,3,Slight,-2.965668,53.385193
10889,341640,388050,6,1,1,1,30,1,1,5,15,2,3,2,3,1,1,Assistance,-2.878931,53.386043
3500,335830,388070,3,2,1,2,30,3,1,3,14,2,6,2,3,1,3,Assistance,-2.966277,53.385548
6315,335830,388070,3,2,1,2,30,3,2,4,7,11,12,1,2,2,3,Slight,-2.966277,53.385548
20722,335830,388070,3,1,1,1,30,1,1,5,29,2,1,2,3,2,1,Assistance,-2.966277,53.385548
2728,334970,388080,6,2,2,1,30,1,1,2,37,9,8,2,1,2,3,Slight,-2.979207,53.385532
2729,334970,388080,6,2,2,1,30,1,1,2,37,9,4,4,1,2,3,Slight,-2.979207,53.385532
3383,334970,388080,3,2,1,1,30,3,1,5,9,9,12,2,1,1,3,Assistance,-2.979207,53.385532
12759,334970,388080,3,2,2,2,30,1,1,3,25,9,10,2,1,1,3,Slight,-2.979207,53.385532
12760,334970,388080,3,2,2,2,30,1,1,3,25,9,10,2,2,1,3,Slight,-2.979207,53.385532
15685,334970,388080,6,1,2,1,30,1,1,4,14,9,0,4,1,2,3,Slight,-2.979207,53.385532
15686,334970,388080,6,1,2,1,30,1,1,4,14,9,0,4,2,2,3,Slight,-2.979207,53.385532
20253,334970,388080,3,2,2,2,30,3,2,7,6,9,5,2,1,1,4,Slight,-2.979207,53.385532
20254,334970,388080,3,2,2,2,30,3,2,7,6,9,1,3,1,1,4,Slight,-2.979207,53.385532
20907,334970,388080,6,1,2,1,30,1,1,2,37,9,5,4,1,1,3,Slight,-2.979207,53.385532
2728,334970,388080,6,2,2,1,30,1,1,2,37,9,8,2,1,2,3,Slight,-2.979207,53.385532
2729,334970,388080,6,2,2,1,30,1,1,2,37,9,4,4,1,2,3,Slight,-2.979207,53.385532
3383,334970,388080,3,2,1,1,30,3,1,5,9,9,12,2,1,1,3,Assistance,-2.979207,53.385532
12759,334970,388080,3,2,2,2,30,1,1,3,25,9,10,2,1,1,3,Slight,-2.979207,53.385532
12760,334970,388080,3,2,2,2,30,1,1,3,25,9,10,2,2,1,3,Slight,-2.979207,53.385532
15685,334970,388080,6,1,2,1,30,1,1,4,14,9,0,4,1,2,3,Slight,-2.979207,53.385532
15686,334970,388080,6,1,2,1,30,1,1,4,14,9,0,4,2,2,3,Slight,-2.979207,53.385532
20253,334970,388080,3,2,2,2,30,3,2,7,6,9,5,2,1,1,4,Slight,-2.979207,53.385532
20254,334970,388080,3,2,2,2,30,3,2,7,6,9,1,3,1,1,4,Slight,-2.979207,53.385532
20907,334970,388080,6,1,2,1,30,1,1,2,37,9,5,4,1,1,3,Slight,-2.979207,53.385532
15035,336340,388110,4,1,1,1,30,1,1,5,36,2,3,5,3,1,1,Assistance,-2.958619,53.385969
3667,336960,388120,6,1,1,1,30,1,1,5,19,2,11,2,3,2,1,Assistance,-2.9493,53.386134
9405,335740,388150,3,1,2,1,30,3,1,6,2,5,8,5,1,1,3,Slight,-2.967646,53.386256
9406,335740,388150,3,1,2,1,30,3,1,6,2,5,1,2,1,1,3,Slight,-2.967646,53.386256
15195,335740,388150,3,1,2,1,30,1,1,4,39,9,10,2,1,1,3,Slight,-2.967646,53.386256
15196,335740,388150,3,1,2,1,30,1,1,4,39,9,5,3,1,1,3,Slight,-2.967646,53.386256
18008,335740,388150,3,1,1,2,30,1,2,1,13,2,10,5,3,2,1,Slight,-2.967646,53.386256
23327,335740,388150,3,1,2,1,30,1,1,3,18,4,1,2,1,1,3,Assistance,-2.967646,53.386256
23337,335740,388150,6,1,2,1,30,1,1,7,18,5,3,2,1,1,2,Slight,-2.967646,53.386256
23338,335740,388150,6,1,2,1,30,1,1,7,18,5,10,4,1,1,2,Slight,-2.967646,53.386256
23369,335740,388150,3,1,3,1,30,1,1,4,17,9,2,5,1,2,3,Slight,-2.967646,53.386256
23822,335740,388150,3,1,2,1,30,1,1,7,47,9,11,2,1,2,2,Slight,-2.967646,53.386256
23823,335740,388150,3,1,2,1,30,1,1,7,47,9,5,4,1,2,2,Slight,-2.967646,53.386256
23824,335740,388150,3,1,2,1,30,1,1,7,47,9,11,2,2,1,2,Slight,-2.967646,53.386256
23825,335740,388150,3,1,2,1,30,1,1,7,47,9,5,4,2,1,2,Slight,-2.967646,53.386256
23847,335740,388150,3,2,2,2,30,3,2,4,49,9,8,3,1,1,3,Slight,-2.967646,53.386256
23848,335740,388150,3,2,2,2,30,3,2,4,49,9,11,3,1,1,3,Slight,-2.967646,53.386256
23849,335740,388150,3,2,2,2,30,3,2,4,49,9,8,3,2,1,2,Slight,-2.967646,53.386256
23850,335740,388150,3,2,2,2,30,3,2,4,49,9,11,3,2,1,2,Slight,-2.967646,53.386256
25550,335749,388154,3,1,1,1,30,1,1,1,17,2,8,2,3,1,1,Slight,-2.967512,53.386294
28067,335748,388153,6,1,2,2,30,3,2,1,8,3,9,4,1,1,3,Slight,-2.967527,53.386284
28345,335748,388156,3,1,1,1,30,1,1,1,25,2,1,4,3,2,1,Assistance,-2.967528,53.386311
28992,335743,388147,3,2,2,1,30,3,1,4,10,8,3,2,1,1,4,Slight,-2.967575,53.386238
28993,335743,388147,3,2,2,1,30,3,1,4,10,8,14,2,1,1,4,Slight,-2.967575,53.386238
33297,335748,388148,3,2,2,1,30,3,1,4,12,5,5,2,1,1,3,Assistance,-2.9675,53.386265
33298,335748,388148,3,2,2,1,30,3,1,4,12,5,8,2,1,1,3,Assistance,-2.9675,53.386265
23108,335290,388160,6,1,2,1,30,1,1,4,8,5,7,2,1,1,1,Assistance,-2.974413,53.386291
23109,335290,388160,6,1,2,1,30,1,1,4,8,20,7,2,1,1,3,Slight,-2.974413,53.386291
32905,334938,388190,6,1,1,2,30,3,1,2,51,2,9,2,3,2,3,Assistance,-2.979712,53.386518
2742,334930,388210,3,1,3,1,30,1,1,3,38,9,2,3,1,1,3,Slight,-2.979836,53.386696
2743,334930,388210,3,1,3,1,30,1,1,3,38,9,3,3,1,1,3,Slight,-2.979836,53.386696
2744,334930,388210,3,1,3,1,30,1,1,3,38,9,3,2,1,1,3,Slight,-2.979836,53.386696
33540,334932,388220,6,1,2,2,30,1,1,6,23,5,4,2,1,1,3,Assistance,-2.979782,53.386812
33541,334932,388220,6,1,2,2,30,1,1,6,23,5,0,4,1,1,3,Assistance,-2.979782,53.386812
30294,335512,388226,6,1,2,1,30,1,1,5,42,5,0,2,1,1,2,Assistance,-2.971064,53.38692
30295,335512,388226,6,1,2,1,30,1,1,5,42,5,8,5,1,1,2,Assistance,-2.971064,53.38692
31948,335705,388244,3,2,2,1,30,1,1,2,23,3,7,2,1,1,1,Assistance,-2.968192,53.387097
3092,336090,388280,6,1,2,1,30,1,1,2,49,9,7,2,1,1,3,Slight,-2.962411,53.387467
3155,336090,388280,6,1,2,2,30,1,2,3,51,9,3,2,1,2,2,Slight,-2.962411,53.387467
3156,336090,388280,6,1,2,2,30,1,2,3,51,9,17,2,1,2,2,Slight,-2.962411,53.387467
6836,336090,388280,6,1,2,1,30,1,1,2,23,9,1,2,1,2,3,Slight,-2.962411,53.387467
6837,336090,388280,6,1,2,1,30,1,1,2,23,9,0,5,1,2,3,Slight,-2.962411,53.387467
9771,336090,388280,6,1,2,2,30,1,1,3,22,9,12,2,2,2,3,Slight,-2.962411,53.387467
9772,336090,388280,6,1,2,2,30,1,1,3,22,9,18,2,2,2,3,Slight,-2.962411,53.387467
12834,336090,388280,6,1,2,2,30,1,2,4,26,9,7,2,1,2,3,Slight,-2.962411,53.387467
12835,336090,388280,6,1,2,2,30,1,2,4,26,9,3,2,1,2,3,Slight,-2.962411,53.387467
12899,336090,388280,6,2,1,2,30,3,2,6,11,2,1,1,3,2,3,Slight,-2.962411,53.387467
13180,336090,388280,6,1,2,2,30,3,2,1,47,9,5,4,1,1,2,Slight,-2.962411,53.387467
13181,336090,388280,6,1,2,2,30,3,2,1,47,9,6,2,1,1,2,Slight,-2.962411,53.387467
13275,336090,388280,6,1,2,2,30,3,2,1,50,9,6,4,1,2,2,Slight,-2.962411,53.387467
13276,336090,388280,6,1,2,2,30,3,2,1,50,9,9,2,1,2,2,Slight,-2.962411,53.387467
15874,336090,388280,6,2,2,1,30,1,1,4,24,2,15,4,3,2,3,Assistance,-2.962411,53.387467
15875,336090,388280,6,2,2,1,30,1,1,4,24,2,4,2,3,2,3,Assistance,-2.962411,53.387467
15876,336090,388280,6,2,2,1,30,1,1,4,24,2,15,4,3,2,3,Slight,-2.962411,53.387467
15877,336090,388280,6,2,2,1,30,1,1,4,24,2,4,2,3,2,3,Slight,-2.962411,53.387467
15878,336090,388280,6,2,2,1,30,1,1,4,24,2,15,4,3,1,1,Slight,-2.962411,53.387467
15879,336090,388280,6,2,2,1,30,1,1,4,24,2,4,2,3,1,1,Slight,-2.962411,53.387467
15880,336090,388280,6,2,2,1,30,1,1,4,24,9,15,4,1,1,3,Slight,-2.962411,53.387467
15881,336090,388280,6,2,2,1,30,1,1,4,24,9,4,2,1,1,3,Slight,-2.962411,53.387467
23632,336090,388280,6,1,2,1,30,1,1,3,38,9,13,4,1,1,3,Slight,-2.962411,53.387467
23633,336090,388280,6,1,2,1,30,1,1,3,38,9,3,2,1,1,3,Slight,-2.962411,53.387467
26177,336094,388275,6,2,2,2,30,3,2,2,45,9,3,2,2,2,1,Slight,-2.962351,53.387423
26178,336094,388275,6,2,2,2,30,3,2,2,45,9,7,4,2,2,1,Slight,-2.962351,53.387423
28016,336092,388282,6,1,2,2,30,1,2,5,4,8,12,2,2,1,3,Assistance,-2.962382,53.387486
28017,336092,388282,6,1,2,2,30,1,2,5,4,8,15,4,2,1,3,Assistance,-2.962382,53.387486
34793,336095,388278,6,2,2,2,30,3,1,1,14,9,11,4,1,1,3,Slight,-2.96231,53.387475
34794,336095,388278,6,2,2,2,30,3,1,1,14,9,13,2,1,1,3,Slight,-2.96231,53.387475
37085,336098,388279,6,2,2,1,20,3,1,6,43,9,10,2,1,1,3,Slight,-2.962265,53.387485
37086,336098,388279,6,2,2,1,20,3,1,6,43,9,4,5,1,1,3,Slight,-2.962265,53.387485
37087,336098,388279,6,2,2,1,20,3,1,6,43,9,10,2,1,2,3,Slight,-2.962265,53.387485
37088,336098,388279,6,2,2,1,20,3,1,6,43,9,4,5,1,2,3,Slight,-2.962265,53.387485
32024,335677,388297,3,1,1,2,30,1,2,3,26,2,3,5,3,1,1,Assistance,-2.968624,53.38757
33658,335673,388306,3,1,1,1,30,1,1,1,28,2,0,2,3,1,1,Assistance,-2.96866,53.387676
33658,335673,388306,3,1,1,1,30,1,1,1,28,2,0,2,3,1,1,Assistance,-2.96866,53.387676
28383,339604,388328,3,1,1,2,40,1,1,7,28,2,0,2,3,1,3,Slight,-2.909592,53.388313
34227,339603,388331,3,2,3,2,40,3,1,3,46,9,7,4,1,1,4,Assistance,-2.909583,53.388365
34228,339603,388331,3,2,3,2,40,3,1,3,46,9,4,3,1,1,4,Assistance,-2.909583,53.388365
34889,336979,388357,3,1,2,2,30,1,8,5,17,3,11,2,1,1,3,Assistance,-2.949037,53.388292
34226,334888,388389,6,1,2,1,30,1,1,1,45,9,15,4,2,2,2,Assistance,-2.980478,53.388326
2943,335960,388390,6,1,2,1,30,1,1,1,45,9,0,2,1,2,3,Slight,-2.964388,53.38844
2944,335960,388390,6,1,2,1,30,1,1,1,45,9,9,4,1,2,3,Slight,-2.964388,53.38844
2945,335960,388390,6,1,2,1,30,1,1,1,45,13,0,2,1,1,2,Slight,-2.964388,53.38844
2946,335960,388390,6,1,2,1,30,1,1,1,45,13,9,4,1,1,2,Slight,-2.964388,53.38844
3152,335960,388390,6,1,2,2,30,3,2,5,48,9,10,5,1,1,3,Slight,-2.964388,53.38844
3153,335960,388390,6,1,2,2,30,3,2,5,48,9,10,5,1,2,3,Slight,-2.964388,53.38844
3199,335960,388390,5,1,2,2,30,1,8,5,1,13,3,5,1,1,3,Slight,-2.964388,53.38844
3200,335960,388390,5,1,2,2,30,1,8,5,1,13,3,2,1,1,3,Slight,-2.964388,53.38844
3401,335960,388390,5,1,2,1,30,1,1,7,8,9,9,2,1,2,3,Slight,-2.964388,53.38844
3402,335960,388390,5,1,2,1,30,1,1,7,8,9,3,2,1,2,3,Slight,-2.964388,53.38844
3403,335960,388390,5,1,2,1,30,1,1,7,8,9,9,2,2,2,4,Slight,-2.964388,53.38844
3404,335960,388390,5,1,2,1,30,1,1,7,8,9,3,2,2,2,4,Slight,-2.964388,53.38844
9933,335960,388390,6,2,2,1,30,1,1,4,31,9,9,4,1,1,3,Slight,-2.964388,53.38844
9934,335960,388390,6,2,2,1,30,1,1,4,31,9,7,2,1,1,3,Slight,-2.964388,53.38844
9935,335960,388390,6,2,2,1,30,1,1,4,31,9,9,4,2,2,2,Slight,-2.964388,53.38844
9936,335960,388390,6,2,2,1,30,1,1,4,31,9,7,2,2,2,2,Slight,-2.964388,53.38844
10266,335960,388390,6,1,2,1,30,1,1,4,47,9,0,2,1,2,3,Slight,-2.964388,53.38844
10267,335960,388390,6,1,2,1,30,1,1,4,47,9,2,4,1,2,3,Slight,-2.964388,53.38844
12975,335960,388390,6,2,2,1,30,3,1,5,37,9,3,2,1,1,3,Slight,-2.964388,53.38844
12976,335960,388390,6,2,2,1,30,3,1,5,37,9,6,3,1,1,3,Slight,-2.964388,53.38844
12977,335960,388390,6,2,2,1,30,3,1,5,37,9,3,2,1,1,3,Assistance,-2.964388,53.38844
12978,335960,388390,6,2,2,1,30,3,1,5,37,9,6,3,1,1,3,Assistance,-2.964388,53.38844
15572,335960,388390,6,1,2,2,30,1,2,2,10,9,8,2,1,2,3,Slight,-2.964388,53.38844
15573,335960,388390,6,1,2,2,30,1,2,2,10,9,1,4,1,2,3,Slight,-2.964388,53.38844
15574,335960,388390,6,1,2,2,30,1,2,2,10,9,8,2,1,1,2,Slight,-2.964388,53.38844
15575,335960,388390,6,1,2,2,30,1,2,2,10,9,1,4,1,1,2,Slight,-2.964388,53.38844
15592,335960,388390,6,1,2,1,30,1,1,3,11,9,9,2,1,1,3,Slight,-2.964388,53.38844
15593,335960,388390,6,1,2,1,30,1,1,3,11,9,9,4,1,1,3,Slight,-2.964388,53.38844
15771,335960,388390,6,1,2,1,30,1,1,7,19,9,1,2,2,2,3,Slight,-2.964388,53.38844
15772,335960,388390,6,1,2,1,30,1,1,7,19,9,6,2,2,2,3,Slight,-2.964388,53.38844
15773,335960,388390,6,1,2,1,30,1,1,7,19,9,1,2,2,2,4,Slight,-2.964388,53.38844
15774,335960,388390,6,1,2,1,30,1,1,7,19,9,6,2,2,2,4,Slight,-2.964388,53.38844
15784,335960,388390,6,1,2,1,30,1,1,2,20,8,9,2,1,1,3,Slight,-2.964388,53.38844
15785,335960,388390,6,1,2,1,30,1,1,2,20,8,11,5,1,1,3,Slight,-2.964388,53.38844
15786,335960,388390,6,1,2,1,30,1,1,2,20,8,9,2,2,1,3,Slight,-2.964388,53.38844
15787,335960,388390,6,1,2,1,30,1,1,2,20,8,11,5,2,1,3,Slight,-2.964388,53.38844
20505,335960,388390,6,1,2,1,30,1,1,1,19,9,1,2,1,2,3,Slight,-2.964388,53.38844
20506,335960,388390,6,1,2,1,30,1,1,1,19,9,11,2,1,2,3,Slight,-2.964388,53.38844
20718,335960,388390,6,1,2,1,30,1,1,3,27,9,6,5,1,2,3,Slight,-2.964388,53.38844
20719,335960,388390,6,1,2,1,30,1,1,3,27,9,6,2,1,2,3,Slight,-2.964388,53.38844
23110,335960,388390,6,1,2,1,20,1,1,4,8,9,7,2,1,2,2,Slight,-2.964388,53.38844
23111,335960,388390,6,1,2,1,20,1,1,4,8,9,1,2,1,2,2,Slight,-2.964388,53.38844
23112,335960,388390,6,1,2,1,20,1,1,4,8,9,7,2,2,2,2,Slight,-2.964388,53.38844
23113,335960,388390,6,1,2,1,20,1,1,4,8,9,1,2,2,2,2,Slight,-2.964388,53.38844
23114,335960,388390,6,1,2,1,20,1,1,4,8,9,7,2,1,1,3,Slight,-2.964388,53.38844
23115,335960,388390,6,1,2,1,20,1,1,4,8,9,1,2,1,1,3,Slight,-2.964388,53.38844
25595,335960,388396,6,1,1,1,30,1,1,4,20,2,8,2,3,2,3,Assistance,-2.96439,53.388494
25668,335960,388396,6,1,2,1,30,1,1,1,26,9,8,4,1,1,3,Slight,-2.96439,53.388494
25669,335960,388396,6,1,2,1,30,1,1,1,26,9,9,2,1,1,3,Slight,-2.96439,53.388494
25670,335960,388396,6,1,2,1,30,1,1,1,26,9,8,4,2,1,2,Slight,-2.96439,53.388494
25671,335960,388396,6,1,2,1,30,1,1,1,26,9,9,2,2,1,2,Slight,-2.96439,53.388494
25672,335960,388396,6,1,2,1,30,1,1,1,26,9,8,4,2,2,1,Slight,-2.96439,53.388494
25673,335960,388396,6,1,2,1,30,1,1,1,26,9,9,2,2,2,1,Slight,-2.96439,53.388494
28011,335960,388395,6,1,2,1,30,1,1,4,4,9,5,4,1,1,4,Slight,-2.964389,53.388485
28012,335960,388395,6,1,2,1,30,1,1,4,4,9,10,2,1,1,4,Slight,-2.964389,53.388485
28013,335960,388395,6,1,2,1,30,1,1,4,4,9,5,4,1,1,3,Slight,-2.964389,53.388485
28014,335960,388395,6,1,2,1,30,1,1,4,4,9,10,2,1,1,3,Slight,-2.964389,53.388485
30796,335963,388394,6,1,2,1,30,1,1,1,51,9,6,4,1,2,3,Slight,-2.964318,53.388485
30797,335963,388394,6,1,2,1,30,1,1,1,51,9,0,2,1,2,3,Slight,-2.964318,53.388485
30798,335963,388394,6,1,2,1,30,1,1,1,51,9,6,4,2,2,3,Slight,-2.964318,53.388485
