,Easting,Northing,1st Road Class,Accident Time,Number of Vehicles,Road Surface,Speed Limit,Lighting Conditions,Weather Conditions,dia_semana,semana_en_año,Type of Vehicle,Age of Vehicle,First Point of Impact,Casualty Class,Sex of Casualty,Age of Casualty,Casualty Severity,longitude,latitude
27363,381927,389323,3,1,1,1,30,1,1,5,12,2,1,2,3,1,4,Assistance,-2.273293,53.400409
29704,381928,389318,3,1,2,2,30,1,2,3,26,9,0,4,1,1,3,Slight,-2.273278,53.400364
3353,380900,389340,3,1,1,1,30,3,1,3,4,2,5,2,3,2,3,Assistance,-2.28874,53.400525
19699,380900,389340,3,1,1,2,30,1,2,7,43,2,2,5,3,2,1,Assistance,-2.28874,53.400525
16631,379820,389370,3,1,1,2,30,1,1,5,5,9,11,2,1,1,4,Slight,-2.304985,53.400754
16632,379820,389370,3,1,1,2,30,1,1,5,5,9,11,2,2,2,4,Assistance,-2.304985,53.400754
35572,379814,389361,3,1,2,1,30,1,1,3,27,9,10,2,1,1,2,Slight,-2.305063,53.400699
35573,379814,389361,3,1,2,1,30,1,1,3,27,9,7,5,1,1,2,Slight,-2.305063,53.400699
16631,379820,389370,3,1,1,2,30,1,1,5,5,9,11,2,1,1,4,Slight,-2.304985,53.400754
16632,379820,389370,3,1,1,2,30,1,1,5,5,9,11,2,2,2,4,Assistance,-2.304985,53.400754
16631,379820,389370,3,1,1,2,30,1,1,5,5,9,11,2,1,1,4,Slight,-2.304985,53.400754
16632,379820,389370,3,1,1,2,30,1,1,5,5,9,11,2,2,2,4,Assistance,-2.304985,53.400754
16631,379820,389370,3,1,1,2,30,1,1,5,5,9,11,2,1,1,4,Slight,-2.304985,53.400754
16632,379820,389370,3,1,1,2,30,1,1,5,5,9,11,2,2,2,4,Assistance,-2.304985,53.400754
10574,380480,389390,3,2,2,1,40,3,1,1,27,9,5,2,1,1,3,Slight,-2.29506,53.400959
10575,380480,389390,3,2,2,1,40,3,1,1,27,9,13,4,1,1,3,Slight,-2.29506,53.400959
17096,380490,389390,3,1,3,2,30,1,1,3,43,20,0,2,1,2,3,Slight,-2.294909,53.400959
17097,380490,389390,3,1,3,2,30,1,1,3,43,20,6,5,1,2,3,Slight,-2.294909,53.400959
17098,380490,389390,3,1,3,2,30,1,1,3,43,20,8,5,1,2,3,Slight,-2.294909,53.400959
17099,380490,389390,3,1,3,2,30,1,1,3,43,8,0,2,1,1,3,Slight,-2.294909,53.400959
17100,380490,389390,3,1,3,2,30,1,1,3,43,8,6,5,1,1,3,Slight,-2.294909,53.400959
17101,380490,389390,3,1,3,2,30,1,1,3,43,8,8,5,1,1,3,Slight,-2.294909,53.400959
19294,380490,389390,3,2,2,1,30,3,1,5,7,9,8,3,1,2,3,Slight,-2.294909,53.400959
25520,380480,389400,3,1,1,1,30,1,1,1,21,2,13,2,3,1,2,Assistance,-2.295061,53.401049
16584,383260,389440,4,2,2,2,30,3,2,4,3,3,4,2,1,1,3,Slight,-2.25325,53.401504
24099,383257,389437,4,1,2,2,30,1,2,4,40,7,12,2,1,1,2,Slight,-2.253295,53.401477
25593,383260,389430,4,1,2,1,30,1,1,3,21,3,21,3,1,1,3,Slight,-2.25325,53.401415
29333,383260,389440,4,1,2,1,30,1,1,1,11,3,6,5,1,1,3,Assistance,-2.25324,53.401514
22045,379430,389456,5,1,2,2,30,1,1,1,19,3,9,2,1,1,3,Slight,-2.310856,53.401512
25823,379430,389460,5,1,2,1,30,1,1,3,38,9,9,5,2,1,3,Slight,-2.310857,53.401548
25824,379430,389460,5,1,2,1,30,1,1,3,38,9,7,2,2,1,3,Slight,-2.310857,53.401548
25825,379430,389460,5,1,2,1,30,1,1,3,38,5,9,5,1,2,4,Assistance,-2.310857,53.401548
25826,379430,389460,5,1,2,1,30,1,1,3,38,5,7,2,1,2,4,Assistance,-2.310857,53.401548
10271,379960,389480,4,1,2,1,30,1,1,4,8,3,9,1,1,1,3,Assistance,-2.302886,53.401748
10271,379960,389480,4,1,2,1,30,1,1,4,8,3,9,1,1,1,3,Assistance,-2.302886,53.401748
6893,380520,389490,6,1,1,1,30,1,1,2,24,2,6,2,3,2,1,Assistance,-2.294464,53.401859
6893,380520,389490,6,1,1,1,30,1,1,2,24,2,6,2,3,2,1,Assistance,-2.294464,53.401859
6781,383210,389530,5,1,2,2,30,1,8,6,14,9,6,4,1,1,2,Slight,-2.254007,53.402312
6955,383220,389520,5,2,2,2,30,3,1,7,27,9,16,2,1,1,3,Slight,-2.253856,53.402222
6956,383220,389520,5,2,2,2,30,3,1,7,27,9,1,4,1,1,3,Slight,-2.253856,53.402222
24126,383214,389524,5,1,2,1,30,1,1,7,41,3,9,5,1,1,3,Assistance,-2.253947,53.402258
25977,383220,389520,4,2,2,2,30,3,2,1,46,3,6,2,1,1,3,Slight,-2.253857,53.402222
25676,385170,389550,3,1,2,1,40,1,1,3,30,4,10,2,1,1,2,Assistance,-2.224529,53.402551
25677,385170,389550,3,1,2,1,40,1,1,3,30,4,13,3,1,1,2,Assistance,-2.224529,53.402551
25683,385180,389550,3,1,2,1,40,1,1,6,31,9,1,4,1,1,3,Slight,-2.224378,53.402551
25684,385180,389550,3,1,2,1,40,1,1,6,31,9,1,2,1,1,3,Slight,-2.224378,53.402551
25685,385180,389550,3,1,2,1,40,1,1,6,31,9,1,4,2,2,3,Slight,-2.224378,53.402551
25686,385180,389550,3,1,2,1,40,1,1,6,31,9,1,2,2,2,3,Slight,-2.224378,53.402551
25687,385180,389550,3,1,2,1,40,1,1,6,31,9,1,4,1,1,4,Slight,-2.224378,53.402551
25688,385180,389550,3,1,2,1,40,1,1,6,31,9,1,2,1,1,4,Slight,-2.224378,53.402551
25689,385180,389550,3,1,2,1,40,1,1,6,31,9,1,4,2,1,3,Slight,-2.224378,53.402551
25690,385180,389550,3,1,2,1,40,1,1,6,31,9,1,2,2,1,3,Slight,-2.224378,53.402551
25676,385170,389550,3,1,2,1,40,1,1,3,30,4,10,2,1,1,2,Assistance,-2.224529,53.402551
25677,385170,389550,3,1,2,1,40,1,1,3,30,4,13,3,1,1,2,Assistance,-2.224529,53.402551
25683,385180,389550,3,1,2,1,40,1,1,6,31,9,1,4,1,1,3,Slight,-2.224378,53.402551
25684,385180,389550,3,1,2,1,40,1,1,6,31,9,1,2,1,1,3,Slight,-2.224378,53.402551
25685,385180,389550,3,1,2,1,40,1,1,6,31,9,1,4,2,2,3,Slight,-2.224378,53.402551
25686,385180,389550,3,1,2,1,40,1,1,6,31,9,1,2,2,2,3,Slight,-2.224378,53.402551
25687,385180,389550,3,1,2,1,40,1,1,6,31,9,1,4,1,1,4,Slight,-2.224378,53.402551
25688,385180,389550,3,1,2,1,40,1,1,6,31,9,1,2,1,1,4,Slight,-2.224378,53.402551
25689,385180,389550,3,1,2,1,40,1,1,6,31,9,1,4,2,1,3,Slight,-2.224378,53.402551
25690,385180,389550,3,1,2,1,40,1,1,6,31,9,1,2,2,1,3,Slight,-2.224378,53.402551
27682,385170,389570,6,1,2,1,30,1,1,5,30,3,10,5,1,1,1,Slight,-2.22453,53.402731
10795,382840,389790,5,2,1,2,30,3,2,7,46,2,11,2,3,1,2,Slight,-2.259586,53.404637
19234,382840,389790,5,1,1,2,30,3,2,1,3,2,1,2,3,1,2,Assistance,-2.259586,53.404637
10795,382840,389790,5,2,1,2,30,3,2,7,46,2,11,2,3,1,2,Slight,-2.259586,53.404637
19234,382840,389790,5,1,1,2,30,3,2,1,3,2,1,2,3,1,2,Assistance,-2.259586,53.404637
33954,382287,389828,3,2,1,1,50,3,1,1,36,9,12,4,1,1,2,Assistance,-2.267896,53.404986
33955,382287,389828,3,2,1,1,50,3,1,1,36,9,12,4,2,1,2,Assistance,-2.267896,53.404986
33956,382287,389828,3,2,1,1,50,3,1,1,36,9,12,4,2,1,1,Slight,-2.267896,53.404986
17265,383630,389850,1,2,1,1,70,3,1,6,16,9,5,4,1,2,3,Assistance,-2.247707,53.405201
17266,383630,389850,1,2,1,1,70,3,1,6,16,9,5,4,2,1,2,Assistance,-2.247707,53.405201
17267,383630,389850,1,2,1,1,70,3,1,6,16,9,5,4,2,2,2,Assistance,-2.247707,53.405201
17265,383630,389850,1,2,1,1,70,3,1,6,16,9,5,4,1,2,3,Assistance,-2.247707,53.405201
17266,383630,389850,1,2,1,1,70,3,1,6,16,9,5,4,2,1,2,Assistance,-2.247707,53.405201
17267,383630,389850,1,2,1,1,70,3,1,6,16,9,5,4,2,2,2,Assistance,-2.247707,53.405201
27649,380112,389895,4,2,2,1,30,1,1,4,29,7,16,5,1,1,3,Assistance,-2.300627,53.405485
27650,380112,389895,4,2,2,1,30,1,1,4,29,7,12,4,1,1,3,Assistance,-2.300627,53.405485
27651,380112,389895,4,2,2,1,30,1,1,4,29,2,16,5,3,2,3,Slight,-2.300627,53.405485
27652,380112,389895,4,2,2,1,30,1,1,4,29,2,12,4,3,2,3,Slight,-2.300627,53.405485
17212,379180,389930,6,1,2,1,30,1,1,7,22,9,7,2,1,2,3,Assistance,-2.314648,53.405763
17213,379180,389930,6,1,2,1,30,1,1,7,22,9,7,2,2,2,2,Slight,-2.314648,53.405763
29376,379180,389930,5,1,2,1,30,1,1,5,39,9,8,2,1,2,3,Slight,-2.314636,53.405773
29377,379180,389930,5,1,2,1,30,1,1,5,39,9,7,4,1,2,3,Slight,-2.314636,53.405773
17212,379180,389930,6,1,2,1,30,1,1,7,22,9,7,2,1,2,3,Assistance,-2.314648,53.405763
17213,379180,389930,6,1,2,1,30,1,1,7,22,9,7,2,2,2,2,Slight,-2.314648,53.405763
29376,379180,389930,5,1,2,1,30,1,1,5,39,9,8,2,1,2,3,Slight,-2.314636,53.405773
29377,379180,389930,5,1,2,1,30,1,1,5,39,9,7,4,1,2,3,Slight,-2.314636,53.405773
32261,379177,389931,5,1,2,1,30,1,1,7,18,6,3,2,1,1,2,Slight,-2.314681,53.405798
32262,379177,389931,5,1,2,1,30,1,1,7,18,6,1,2,1,1,2,Slight,-2.314681,53.405798
19672,382710,389990,4,1,2,1,30,1,1,2,36,3,12,2,1,1,3,Slight,-2.261553,53.40643
25378,382710,389990,4,1,3,1,30,1,1,7,13,3,6,5,1,1,3,Assistance,-2.261553,53.406431
25548,379320,390000,6,1,1,1,30,1,1,6,24,5,1,2,1,1,2,Slight,-2.312547,53.406398
25549,379320,390000,6,1,1,1,30,1,1,6,24,2,1,2,3,2,4,Assistance,-2.312547,53.406398
10750,382250,390030,4,1,1,1,30,3,1,6,43,9,10,2,1,1,3,Assistance,-2.268475,53.406774
2925,382140,390050,4,1,3,1,30,1,1,1,37,7,1,2,1,1,3,Assistance,-2.27013,53.40695
2926,382140,390050,4,1,3,1,30,1,1,1,37,9,1,2,1,2,3,Slight,-2.27013,53.40695
2925,382140,390050,4,1,3,1,30,1,1,1,37,7,1,2,1,1,3,Assistance,-2.27013,53.40695
2926,382140,390050,4,1,3,1,30,1,1,1,37,9,1,2,1,2,3,Slight,-2.27013,53.40695
28929,381700,390090,4,1,1,1,30,1,1,7,25,2,12,2,3,2,3,Assistance,-2.27674,53.407305
28930,381700,390090,4,1,1,1,30,1,1,7,25,2,12,2,3,1,3,Slight,-2.27674,53.407305
16682,381620,390110,4,1,2,1,30,1,1,2,11,3,14,4,1,2,3,Assistance,-2.277956,53.407472
16682,381620,390110,4,1,2,1,30,1,1,2,11,3,14,4,1,2,3,Assistance,-2.277956,53.407472
3020,380590,390140,4,1,1,1,30,1,1,2,42,5,3,2,1,1,3,Assistance,-2.293452,53.407704
3020,380590,390140,4,1,1,1,30,1,1,2,42,5,3,2,1,1,3,Assistance,-2.293452,53.407704
19447,383210,390160,6,1,2,1,30,1,1,7,20,3,8,4,1,1,1,Assistance,-2.254041,53.407974
27231,380786,390187,4,1,2,2,30,1,2,2,2,9,14,5,2,2,3,Assistance,-2.290507,53.408134
27231,380786,390187,4,1,2,2,30,1,2,2,2,9,14,5,2,2,3,Assistance,-2.290507,53.408134
13703,383000,390210,4,1,3,1,30,1,1,6,12,3,1,5,1,2,3,Slight,-2.257203,53.408417
16774,383010,390220,4,2,1,1,30,3,1,5,18,2,9,2,3,1,1,Assistance,-2.257053,53.408507
23942,382704,390233,6,1,1,1,30,1,1,4,32,2,4,5,3,1,1,Assistance,-2.261657,53.408614
23942,382704,390233,6,1,1,1,30,1,1,4,32,2,4,5,3,1,1,Assistance,-2.261657,53.408614
7006,381280,390260,6,1,2,2,30,1,1,1,33,8,4,2,1,2,3,Slight,-2.283079,53.408808
7007,381280,390260,6,1,2,2,30,1,1,1,33,8,4,2,2,1,3,Assistance,-2.283079,53.408808
13671,381280,390260,6,1,3,2,30,1,5,3,11,9,10,5,2,2,1,Slight,-2.283079,53.408808
13672,381280,390260,6,1,3,2,30,1,5,3,11,9,9,2,2,2,1,Slight,-2.283079,53.408808
13673,381280,390260,6,1,3,2,30,1,5,3,11,9,10,5,1,2,3,Slight,-2.283079,53.408808
13674,381280,390260,6,1,3,2,30,1,5,3,11,9,9,2,1,2,3,Slight,-2.283079,53.408808
13675,381280,390260,6,1,3,2,30,1,5,3,11,9,10,5,2,1,3,Slight,-2.283079,53.408808
13676,381280,390260,6,1,3,2,30,1,5,3,11,9,9,2,2,1,3,Slight,-2.283079,53.408808
16924,381290,390270,6,1,2,1,30,1,1,4,28,9,11,2,1,1,4,Slight,-2.282929,53.408898
16925,381290,390270,6,1,2,1,30,1,1,4,28,9,1,3,1,1,4,Slight,-2.282929,53.408898
16926,381290,390270,6,1,2,1,30,1,1,4,28,9,11,2,1,1,3,Slight,-2.282929,53.408898
16927,381290,390270,6,1,2,1,30,1,1,4,28,9,1,3,1,1,3,Slight,-2.282929,53.408898
10308,379000,390280,5,1,2,1,30,1,1,3,13,9,2,2,1,1,3,Slight,-2.317379,53.408902
10309,379000,390280,5,1,2,1,30,1,1,3,13,9,6,2,1,1,3,Slight,-2.317379,53.408902
33934,378994,390278,5,2,3,1,30,1,1,5,26,3,15,4,1,1,3,Assistance,-2.317457,53.408909
13683,383030,390310,4,1,2,1,30,1,1,2,11,3,4,2,1,1,3,Slight,-2.256757,53.409317
16646,383040,390310,4,1,2,2,30,3,1,4,8,9,10,4,1,2,3,Slight,-2.256606,53.409317
16647,383040,390310,4,1,2,2,30,3,1,4,8,9,7,2,1,2,3,Slight,-2.256606,53.409317
16648,383040,390310,4,1,2,2,30,3,1,4,8,9,10,4,2,2,1,Slight,-2.256606,53.409317
16649,383040,390310,4,1,2,2,30,3,1,4,8,9,7,2,2,2,1,Slight,-2.256606,53.409317
24239,383040,390300,4,1,1,2,30,1,1,5,49,2,0,5,3,1,3,Assistance,-2.256606,53.409227
16646,383040,390310,4,1,2,2,30,3,1,4,8,9,10,4,1,2,3,Slight,-2.256606,53.409317
16647,383040,390310,4,1,2,2,30,3,1,4,8,9,7,2,1,2,3,Slight,-2.256606,53.409317
16648,383040,390310,4,1,2,2,30,3,1,4,8,9,10,4,2,2,1,Slight,-2.256606,53.409317
16649,383040,390310,4,1,2,2,30,3,1,4,8,9,7,2,2,2,1,Slight,-2.256606,53.409317
24239,383040,390300,4,1,1,2,30,1,1,5,49,2,0,5,3,1,3,Assistance,-2.256606,53.409227
6656,385490,390350,3,1,4,1,40,3,1,5,4,9,6,2,1,1,2,Slight,-2.219752,53.40975
6657,385490,390350,3,1,4,1,40,3,1,5,4,9,6,3,1,1,2,Slight,-2.219752,53.40975
6658,385490,390350,3,1,4,1,40,3,1,5,4,9,3,3,1,1,2,Slight,-2.219752,53.40975
6659,385490,390350,3,1,4,1,40,3,1,5,4,9,12,3,1,1,2,Slight,-2.219752,53.40975
22122,385481,390339,3,2,1,1,40,1,1,6,27,2,10,5,3,1,1,Assistance,-2.219887,53.409651
34000,381867,390352,4,1,2,2,30,1,1,3,40,13,6,4,1,1,2,Slight,-2.274244,53.409682
34001,381867,390352,4,1,2,2,30,1,1,3,40,13,0,5,1,1,2,Slight,-2.274244,53.409682
34002,381867,390352,4,1,2,2,30,1,1,3,40,7,6,4,1,1,3,Assistance,-2.274244,53.409682
34003,381867,390352,4,1,2,2,30,1,1,3,40,7,0,5,1,1,3,Assistance,-2.274244,53.409682
10289,381230,390410,6,2,1,1,30,3,1,2,12,2,9,2,3,1,1,Assistance,-2.28384,53.410154
10289,381230,390410,6,2,1,1,30,3,1,2,12,2,9,2,3,1,1,Assistance,-2.28384,53.410154
7160,383090,390450,4,1,2,1,30,1,1,1,42,7,18,5,1,1,4,Assistance,-2.255862,53.410577
22130,381006,390461,6,2,1,1,30,3,1,3,29,9,12,2,2,1,1,Assistance,-2.287213,53.410605
19505,381700,390480,4,1,1,1,30,1,1,5,23,2,4,2,3,1,1,Slight,-2.276774,53.4108
25936,381700,390480,4,1,1,1,30,3,1,6,43,2,9,4,3,2,1,Assistance,-2.276775,53.410801
3492,385530,390490,3,2,1,2,40,3,8,4,8,2,6,3,3,2,4,Slight,-2.219157,53.41101
19582,385520,390490,3,1,2,1,40,1,1,4,33,5,11,2,1,1,3,Assistance,-2.219307,53.41101
19583,385520,390490,3,1,2,1,40,1,1,4,33,5,0,3,1,1,3,Assistance,-2.219307,53.41101
25460,385530,390500,3,2,2,1,40,1,1,5,17,9,12,2,1,2,3,Slight,-2.219158,53.4111
25461,385530,390500,3,2,2,1,40,1,1,5,17,9,1,3,1,2,3,Slight,-2.219158,53.4111
25464,385530,390510,3,1,2,1,40,1,1,5,17,9,5,2,1,2,3,Slight,-2.219158,53.41119
25541,385530,390500,3,1,2,1,40,1,1,5,20,9,10,2,1,1,3,Slight,-2.219158,53.4111
25542,385530,390500,3,1,2,1,40,1,1,5,20,9,16,3,1,1,3,Slight,-2.219158,53.4111
25957,385520,390490,3,1,2,2,40,1,2,2,45,6,7,2,1,1,2,Slight,-2.219308,53.41101
25958,385520,390490,3,1,2,2,40,1,2,2,45,6,20,3,1,1,2,Slight,-2.219308,53.41101
31827,381635,390523,4,1,2,1,30,1,1,7,24,6,1,4,1,1,3,Assistance,-2.277744,53.411211
19407,382390,390530,3,2,1,1,40,1,1,1,15,9,1,2,1,1,3,Assistance,-2.266397,53.411273
21961,381396,390559,6,2,2,1,30,1,1,3,14,3,1,2,1,1,1,Assistance,-2.281352,53.4115
27483,381870,390582,6,1,1,1,20,1,1,3,19,2,6,2,3,2,1,Assistance,-2.274223,53.411723
13300,381470,390630,4,1,1,1,30,1,1,1,38,2,5,2,3,1,1,Assistance,-2.280243,53.41214
2716,381440,390650,4,1,1,1,30,1,1,4,24,2,8,2,3,2,3,Assistance,-2.280695,53.412319
2716,381440,390650,4,1,1,1,30,1,1,4,24,2,8,2,3,2,3,Assistance,-2.280695,53.412319
35605,381435,390657,4,1,1,1,30,1,1,3,34,2,16,5,3,2,1,Slight,-2.280761,53.412408
23873,382445,390699,3,2,1,1,40,3,1,4,28,9,6,4,1,1,3,Slight,-2.265579,53.412794
23874,382445,390699,3,2,1,1,40,3,1,4,28,9,6,4,2,1,2,Assistance,-2.265579,53.412794
24329,382771,390754,1,2,2,2,70,3,1,4,42,9,4,3,2,2,1,Assistance,-2.260677,53.413299
29397,382760,390750,1,1,1,1,70,1,1,5,19,9,1,4,1,2,3,Slight,-2.260832,53.413273
19574,381180,390800,4,1,2,1,30,1,1,3,32,2,9,2,3,1,1,Assistance,-2.284616,53.413658
19575,381180,390800,4,1,2,1,30,1,1,3,32,2,12,1,3,1,1,Assistance,-2.284616,53.413658
3419,381110,390830,4,2,2,2,30,3,5,2,6,3,1,4,1,1,3,Slight,-2.285671,53.413925
16868,381110,390830,4,2,2,2,30,1,1,5,25,8,14,2,2,2,2,Slight,-2.285671,53.413925
16869,381110,390830,4,2,2,2,30,1,1,5,25,8,5,3,2,2,2,Slight,-2.285671,53.413925
16870,381110,390830,4,2,2,2,30,1,1,5,25,8,14,2,1,1,3,Slight,-2.285671,53.413925
16871,381110,390830,4,2,2,2,30,1,1,5,25,8,5,3,1,1,3,Slight,-2.285671,53.413925
30113,381119,390832,4,2,2,2,30,1,1,6,14,2,1,1,3,2,4,Assistance,-2.285536,53.413944
30114,381119,390832,4,2,2,2,30,1,1,6,14,2,2,1,3,2,4,Assistance,-2.285536,53.413944
2889,384680,390860,3,2,1,2,30,3,2,4,34,2,9,2,3,1,3,Slight,-2.231962,53.414311
6629,384680,390870,3,1,2,1,30,1,1,7,2,3,6,2,1,1,2,Assistance,-2.231963,53.414401
10742,384680,390870,3,1,2,1,30,1,1,2,43,3,8,4,1,1,1,Slight,-2.231963,53.414401
25209,384680,390870,3,1,2,2,30,1,2,2,2,3,7,2,1,1,3,Slight,-2.231963,53.414402
22376,382284,390881,1,1,1,1,70,1,1,5,31,9,2,2,1,1,2,Assistance,-2.268011,53.414425
22376,382284,390881,1,1,1,1,70,1,1,5,31,9,2,2,1,1,2,Assistance,-2.268011,53.414425
3067,385680,390930,3,2,2,5,40,3,5,2,45,9,2,2,1,2,2,Assistance,-2.216921,53.414969
3068,385680,390930,3,2,2,5,40,3,5,2,45,9,2,2,2,1,2,Slight,-2.216921,53.414969
6896,385680,390910,3,2,3,2,40,1,2,7,24,9,2,3,1,2,3,Slight,-2.21692,53.414789
6897,385680,390910,3,2,3,2,40,1,2,7,24,9,9,2,1,2,3,Slight,-2.21692,53.414789
6898,385680,390910,3,2,3,2,40,1,2,7,24,9,6,2,1,2,3,Slight,-2.21692,53.414789
13552,385680,390920,3,1,2,2,40,1,2,1,3,9,10,2,1,1,2,Slight,-2.21692,53.414879
13553,385680,390920,3,1,2,2,40,1,2,1,3,9,2,3,1,1,2,Slight,-2.21692,53.414879
13554,385680,390920,3,1,2,2,40,1,2,1,3,9,10,2,1,2,3,Slight,-2.21692,53.414879
13555,385680,390920,3,1,2,2,40,1,2,1,3,9,2,3,1,2,3,Slight,-2.21692,53.414879
13556,385680,390920,3,1,2,2,40,1,2,1,3,9,10,2,2,1,3,Slight,-2.21692,53.414879
13557,385680,390920,3,1,2,2,40,1,2,1,3,9,2,3,2,1,3,Slight,-2.21692,53.414879
24348,381619,390932,1,2,2,2,70,3,7,7,6,9,9,3,1,1,3,Slight,-2.278019,53.41486
24349,381619,390932,1,2,2,2,70,3,7,7,6,9,13,2,1,1,3,Slight,-2.278019,53.41486
24350,381619,390932,1,2,2,2,70,3,7,7,6,9,9,3,2,2,4,Assistance,-2.278019,53.41486
24351,381619,390932,1,2,2,2,70,3,7,7,6,9,13,2,2,2,4,Assistance,-2.278019,53.41486
24352,381619,390932,1,2,2,2,70,3,7,7,6,9,9,3,1,2,3,Slight,-2.278019,53.41486
24353,381619,390932,1,2,2,2,70,3,7,7,6,9,13,2,1,2,3,Slight,-2.278019,53.41486
3473,384670,390970,3,1,2,1,30,1,1,2,8,9,16,5,1,2,4,Slight,-2.232118,53.4153
3474,384670,390970,3,1,2,1,30,1,1,2,8,9,9,2,1,2,4,Slight,-2.232118,53.4153
3478,384670,390970,3,1,1,2,30,1,8,3,8,2,4,3,3,2,3,Slight,-2.232118,53.4153
27617,384672,390967,3,1,2,1,30,1,1,3,26,3,1,5,1,1,3,Slight,-2.232088,53.415273
33787,384678,390963,3,1,2,1,30,1,1,3,19,3,3,2,1,1,3,Assistance,-2.231986,53.415263
33787,384678,390963,3,1,2,1,30,1,1,3,19,3,3,2,1,1,3,Assistance,-2.231986,53.415263
3473,384670,390970,3,1,2,1,30,1,1,2,8,9,16,5,1,2,4,Slight,-2.232118,53.4153
3474,384670,390970,3,1,2,1,30,1,1,2,8,9,9,2,1,2,4,Slight,-2.232118,53.4153
3478,384670,390970,3,1,1,2,30,1,8,3,8,2,4,3,3,2,3,Slight,-2.232118,53.4153
27818,384671,390971,3,1,1,1,30,1,1,1,39,11,6,1,2,2,4,Assistance,-2.232104,53.415309
30196,383680,391038,4,1,2,1,30,1,1,5,22,5,8,4,1,1,3,Assistance,-2.247017,53.415882
30197,383680,391038,4,1,2,1,30,1,1,5,22,5,1,2,1,1,3,Assistance,-2.247017,53.415882
22282,385454,391088,5,1,1,2,30,1,2,2,49,2,4,4,3,2,1,Assistance,-2.220328,53.416383
22105,384702,391105,3,1,1,1,30,1,1,5,26,11,5,1,2,2,4,Slight,-2.231643,53.416514
27525,384703,391103,3,1,2,1,30,1,1,3,22,2,15,3,3,2,3,Assistance,-2.231629,53.416497
27526,384703,391103,3,1,2,1,30,1,1,3,22,9,15,3,1,2,4,Slight,-2.231629,53.416497
23691,384030,391128,6,2,1,1,30,3,1,7,8,9,6,2,1,1,3,Assistance,-2.241755,53.416701
23692,384030,391128,6,2,1,1,30,3,1,7,8,9,6,2,2,1,2,Assistance,-2.241755,53.416701
23693,384030,391128,6,2,1,1,30,3,1,7,8,9,6,2,2,2,2,Slight,-2.241755,53.416701
23694,384030,391128,6,2,1,1,30,3,1,7,8,9,6,2,2,2,3,Slight,-2.241755,53.416701
33800,384709,391158,3,1,2,1,30,1,1,4,24,2,8,2,3,2,3,Assistance,-2.231529,53.417016
33801,384709,391158,3,1,2,1,30,1,1,4,24,2,10,3,3,2,3,Assistance,-2.231529,53.417016
10471,384700,391210,3,2,2,1,30,1,1,4,24,9,1,2,1,1,3,Slight,-2.231678,53.417458
10472,384700,391210,3,2,2,1,30,1,1,4,24,9,6,3,1,1,3,Slight,-2.231678,53.417458
10473,384700,391210,3,2,2,1,30,1,1,4,24,9,1,2,2,2,3,Slight,-2.231678,53.417458
10474,384700,391210,3,2,2,1,30,1,1,4,24,9,6,3,2,2,3,Slight,-2.231678,53.417458
10475,384700,391210,3,2,2,1,30,1,1,4,24,9,1,2,2,2,1,Slight,-2.231678,53.417458
10476,384700,391210,3,2,2,1,30,1,1,4,24,9,6,3,2,2,1,Slight,-2.231678,53.417458
19256,384700,391200,3,1,2,1,30,1,1,4,4,11,12,1,2,2,3,Slight,-2.231678,53.417368
35413,384704,391203,3,1,1,2,30,1,1,1,22,2,5,2,3,1,2,Assistance,-2.231607,53.41742
10471,384700,391210,3,2,2,1,30,1,1,4,24,9,1,2,1,1,3,Slight,-2.231678,53.417458
10472,384700,391210,3,2,2,1,30,1,1,4,24,9,6,3,1,1,3,Slight,-2.231678,53.417458
10473,384700,391210,3,2,2,1,30,1,1,4,24,9,1,2,2,2,3,Slight,-2.231678,53.417458
10474,384700,391210,3,2,2,1,30,1,1,4,24,9,6,3,2,2,3,Slight,-2.231678,53.417458
10475,384700,391210,3,2,2,1,30,1,1,4,24,9,1,2,2,2,1,Slight,-2.231678,53.417458
10476,384700,391210,3,2,2,1,30,1,1,4,24,9,6,3,2,2,1,Slight,-2.231678,53.417458
16724,384700,391230,3,1,1,1,30,1,1,3,15,2,11,2,3,1,3,Slight,-2.231679,53.417638
27835,384703,391226,4,1,2,1,30,1,1,4,37,3,7,2,1,1,3,Assistance,-2.231635,53.417602
31708,384697,391230,3,1,1,1,30,1,1,2,15,2,14,2,3,2,4,Assistance,-2.231713,53.417663
23781,382688,391236,3,1,1,1,40,1,1,3,16,5,7,1,1,1,3,Assistance,-2.261953,53.417629
6989,383810,391260,4,2,3,2,30,3,2,3,31,9,6,2,2,1,2,Slight,-2.245072,53.417881
6990,383810,391260,4,2,3,2,30,3,2,3,31,9,0,2,2,1,2,Slight,-2.245072,53.417881
6991,383810,391260,4,2,3,2,30,3,2,3,31,9,1,5,2,1,2,Slight,-2.245072,53.417881
6992,383810,391260,4,2,3,2,30,3,2,3,31,9,6,2,1,2,3,Slight,-2.245072,53.417881
6993,383810,391260,4,2,3,2,30,3,2,3,31,9,0,2,1,2,3,Slight,-2.245072,53.417881
6994,383810,391260,4,2,3,2,30,3,2,3,31,9,1,5,1,2,3,Slight,-2.245072,53.417881
10314,383800,391250,4,2,2,1,30,3,1,2,14,9,5,5,1,1,3,Slight,-2.245222,53.417791
