,Easting,Northing,1st Road Class,Number of Vehicles,Road Surface,Speed Limit,Lighting Conditions,Weather Conditions,dia_semana,semana_en_año,Type of Vehicle,Age of Vehicle,First Point of Impact,Casualty Class,Sex of Casualty,Age of Casualty,Casualty Severity,longitude,latitude,Accident Time Sin,Accident Time Cos
12625,343130,385040,6,2,1,30,1,1,3,17,9,4,3,1,1,2,Slight,-2.855989,53.359153,-0.4226182617406989,-0.9063077870366503
12626,343130,385040,6,2,1,30,1,1,3,17,9,7,2,1,1,2,Slight,-2.855989,53.359153,-0.4226182617406989,-0.9063077870366503
12627,343130,385040,6,2,1,30,1,1,3,17,9,4,3,2,1,1,Slight,-2.855989,53.359153,-0.4226182617406989,-0.9063077870366503
12628,343130,385040,6,2,1,30,1,1,3,17,9,7,2,2,1,1,Slight,-2.855989,53.359153,-0.4226182617406989,-0.9063077870366503
12979,343130,385040,3,1,1,40,1,1,1,38,2,3,2,3,2,3,Assistance,-2.855989,53.359153,-0.24615329302899297,-0.9692309097067544
18689,343130,385040,3,2,1,30,1,1,1,47,9,2,2,1,2,2,Slight,-2.855989,53.359153,-0.9890158633619168,0.14780941112961096
18690,343130,385040,3,2,1,30,1,1,1,47,9,3,4,1,2,2,Slight,-2.855989,53.359153,-0.9890158633619168,0.14780941112961096
18691,343130,385040,3,2,1,30,1,1,1,47,9,2,2,2,2,2,Slight,-2.855989,53.359153,-0.9890158633619168,0.14780941112961096
18692,343130,385040,3,2,1,30,1,1,1,47,9,3,4,2,2,2,Slight,-2.855989,53.359153,-0.9890158633619168,0.14780941112961096
20247,343130,385040,3,2,1,30,1,1,6,4,9,6,2,1,2,3,Slight,-2.855989,53.359153,-0.8660254037844384,-0.5000000000000004
20248,343130,385040,3,2,1,30,1,1,6,4,9,3,2,1,2,3,Slight,-2.855989,53.359153,-0.8660254037844384,-0.5000000000000004
20527,343130,385040,3,2,1,30,1,1,3,19,9,11,4,1,1,3,Slight,-2.855989,53.359153,0.9990482215818578,0.04361938736533623
20528,343130,385040,3,2,1,30,1,1,3,19,9,4,5,1,1,3,Slight,-2.855989,53.359153,0.9990482215818578,0.04361938736533623
20954,343130,385040,6,1,1,30,1,1,5,40,2,8,4,3,1,3,Slight,-2.855989,53.359153,-0.9624552364536474,0.2714404498650739
23428,343130,385040,6,2,1,30,1,1,6,24,9,0,3,1,2,3,Slight,-2.855989,53.359153,-0.984807753012208,-0.17364817766693033
23429,343130,385040,6,2,1,30,1,1,6,24,9,12,2,1,2,3,Slight,-2.855989,53.359153,-0.984807753012208,-0.17364817766693033
23430,343130,385040,6,2,1,30,1,1,6,24,9,0,3,2,1,3,Slight,-2.855989,53.359153,-0.984807753012208,-0.17364817766693033
23431,343130,385040,6,2,1,30,1,1,6,24,9,12,2,2,1,3,Slight,-2.855989,53.359153,-0.984807753012208,-0.17364817766693033
2750,343130,385040,3,3,1,30,1,1,4,38,9,11,3,2,2,3,Slight,-2.855989,53.359153,-1.0,-1.8369701987210297e-16
2751,343130,385040,3,3,1,30,1,1,4,38,9,2,3,2,2,3,Slight,-2.855989,53.359153,-1.0,-1.8369701987210297e-16
3657,343130,385040,6,2,1,30,1,1,1,19,9,5,2,1,2,2,Slight,-2.855989,53.359153,-0.9855560590580777,0.1693495038490245
3799,343130,385040,3,2,1,40,1,1,2,25,9,6,5,2,2,3,Slight,-2.855989,53.359153,-0.9961946980917455,-0.08715574274765825
3800,343130,385040,3,2,1,40,1,1,2,25,9,6,5,1,1,3,Slight,-2.855989,53.359153,-0.9961946980917455,-0.08715574274765825
3801,343130,385040,3,2,1,40,1,1,2,25,9,6,5,2,1,3,Slight,-2.855989,53.359153,-0.9961946980917455,-0.08715574274765825
6959,343130,385040,3,2,1,30,1,1,6,32,9,7,2,1,2,2,Slight,-2.855989,53.359153,-0.555570233019602,-0.8314696123025455
7146,343130,385040,6,2,1,40,1,1,4,41,7,1,3,1,1,2,Slight,-2.855989,53.359153,-0.46174861323503374,-0.8870108331782218
7147,343130,385040,6,2,1,40,1,1,4,41,7,12,2,1,1,2,Slight,-2.855989,53.359153,-0.46174861323503374,-0.8870108331782218
12625,343130,385040,6,2,1,30,1,1,3,17,9,4,3,1,1,2,Slight,-2.855989,53.359153,-0.4226182617406989,-0.9063077870366503
12626,343130,385040,6,2,1,30,1,1,3,17,9,7,2,1,1,2,Slight,-2.855989,53.359153,-0.4226182617406989,-0.9063077870366503
12627,343130,385040,6,2,1,30,1,1,3,17,9,4,3,2,1,1,Slight,-2.855989,53.359153,-0.4226182617406989,-0.9063077870366503
12628,343130,385040,6,2,1,30,1,1,3,17,9,7,2,2,1,1,Slight,-2.855989,53.359153,-0.4226182617406989,-0.9063077870366503
12979,343130,385040,3,1,1,40,1,1,1,38,2,3,2,3,2,3,Assistance,-2.855989,53.359153,-0.24615329302899297,-0.9692309097067544
18689,343130,385040,3,2,1,30,1,1,1,47,9,2,2,1,2,2,Slight,-2.855989,53.359153,-0.9890158633619168,0.14780941112961096
18690,343130,385040,3,2,1,30,1,1,1,47,9,3,4,1,2,2,Slight,-2.855989,53.359153,-0.9890158633619168,0.14780941112961096
18691,343130,385040,3,2,1,30,1,1,1,47,9,2,2,2,2,2,Slight,-2.855989,53.359153,-0.9890158633619168,0.14780941112961096
18692,343130,385040,3,2,1,30,1,1,1,47,9,3,4,2,2,2,Slight,-2.855989,53.359153,-0.9890158633619168,0.14780941112961096
20247,343130,385040,3,2,1,30,1,1,6,4,9,6,2,1,2,3,Slight,-2.855989,53.359153,-0.8660254037844384,-0.5000000000000004
20248,343130,385040,3,2,1,30,1,1,6,4,9,3,2,1,2,3,Slight,-2.855989,53.359153,-0.8660254037844384,-0.5000000000000004
20527,343130,385040,3,2,1,30,1,1,3,19,9,11,4,1,1,3,Slight,-2.855989,53.359153,0.9990482215818578,0.04361938736533623
20528,343130,385040,3,2,1,30,1,1,3,19,9,4,5,1,1,3,Slight,-2.855989,53.359153,0.9990482215818578,0.04361938736533623
20954,343130,385040,6,1,1,30,1,1,5,40,2,8,4,3,1,3,Slight,-2.855989,53.359153,-0.9624552364536474,0.2714404498650739
23428,343130,385040,6,2,1,30,1,1,6,24,9,0,3,1,2,3,Slight,-2.855989,53.359153,-0.984807753012208,-0.17364817766693033
23429,343130,385040,6,2,1,30,1,1,6,24,9,12,2,1,2,3,Slight,-2.855989,53.359153,-0.984807753012208,-0.17364817766693033
23430,343130,385040,6,2,1,30,1,1,6,24,9,0,3,2,1,3,Slight,-2.855989,53.359153,-0.984807753012208,-0.17364817766693033
23431,343130,385040,6,2,1,30,1,1,6,24,9,12,2,2,1,3,Slight,-2.855989,53.359153,-0.984807753012208,-0.17364817766693033
3081,343070,385050,3,2,1,30,1,1,4,49,9,2,2,1,2,3,Slight,-2.856892,53.359236,-0.8808907382053854,0.4733196671848436
3082,343070,385050,3,2,1,30,1,1,4,49,9,7,2,1,2,3,Slight,-2.856892,53.359236,-0.8808907382053854,0.4733196671848436
3083,343070,385050,3,2,1,30,1,1,4,49,9,2,2,1,1,3,Slight,-2.856892,53.359236,-0.8808907382053854,0.4733196671848436
3084,343070,385050,3,2,1,30,1,1,4,49,9,7,2,1,1,3,Slight,-2.856892,53.359236,-0.8808907382053854,0.4733196671848436
9389,343070,385050,6,2,2,40,1,7,6,5,9,9,4,1,1,3,Slight,-2.856892,53.359236,-0.7071067811865475,-0.7071067811865477
9390,343070,385050,6,2,2,40,1,7,6,5,9,2,2,1,1,3,Slight,-2.856892,53.359236,-0.7071067811865475,-0.7071067811865477
9537,343070,385050,3,2,1,30,1,1,1,13,4,6,5,1,1,2,Slight,-2.856892,53.359236,0.8767267557075078,-0.48098876891938747
9538,343070,385050,3,2,1,30,1,1,1,13,4,4,2,1,1,2,Slight,-2.856892,53.359236,0.8767267557075078,-0.48098876891938747
9539,343070,385050,3,2,1,30,1,1,1,13,9,11,5,2,2,1,Slight,-2.856892,53.359236,0.7071067811865476,-0.7071067811865475
9540,343070,385050,3,2,1,30,1,1,1,13,9,5,4,2,2,1,Slight,-2.856892,53.359236,0.7071067811865476,-0.7071067811865475
9541,343070,385050,3,2,1,30,1,1,1,13,7,11,5,1,1,3,Assistance,-2.856892,53.359236,0.7071067811865476,-0.7071067811865475
9542,343070,385050,3,2,1,30,1,1,1,13,7,5,4,1,1,3,Assistance,-2.856892,53.359236,0.7071067811865476,-0.7071067811865475
9543,343070,385050,3,2,1,30,1,1,1,13,7,11,5,2,2,3,Slight,-2.856892,53.359236,0.7071067811865476,-0.7071067811865475
9544,343070,385050,3,2,1,30,1,1,1,13,7,5,4,2,2,3,Slight,-2.856892,53.359236,0.7071067811865476,-0.7071067811865475
12483,343070,385050,6,3,1,30,1,1,1,11,9,2,2,1,2,3,Slight,-2.856892,53.359236,0.9117620435770886,-0.4107188526134773
23705,343070,385050,3,2,2,30,1,1,4,41,9,14,2,1,2,3,Slight,-2.856892,53.359236,-0.9883615104677607,-0.15212338618991714
23706,343070,385050,3,2,2,30,1,1,4,41,9,12,2,1,2,3,Slight,-2.856892,53.359236,-0.9883615104677607,-0.15212338618991714
23747,343070,385050,3,2,2,40,3,1,5,44,9,11,2,1,1,2,Slight,-2.856892,53.359236,0.9997620270799091,0.02181488503456116
23748,343070,385050,3,2,2,40,3,1,5,44,9,4,2,1,1,2,Slight,-2.856892,53.359236,0.9997620270799091,0.02181488503456116
3081,343070,385050,3,2,1,30,1,1,4,49,9,2,2,1,2,3,Slight,-2.856892,53.359236,-0.8808907382053854,0.4733196671848436
3082,343070,385050,3,2,1,30,1,1,4,49,9,7,2,1,2,3,Slight,-2.856892,53.359236,-0.8808907382053854,0.4733196671848436
3083,343070,385050,3,2,1,30,1,1,4,49,9,2,2,1,1,3,Slight,-2.856892,53.359236,-0.8808907382053854,0.4733196671848436
3084,343070,385050,3,2,1,30,1,1,4,49,9,7,2,1,1,3,Slight,-2.856892,53.359236,-0.8808907382053854,0.4733196671848436
9389,343070,385050,6,2,2,40,1,7,6,5,9,9,4,1,1,3,Slight,-2.856892,53.359236,-0.7071067811865475,-0.7071067811865477
9390,343070,385050,6,2,2,40,1,7,6,5,9,2,2,1,1,3,Slight,-2.856892,53.359236,-0.7071067811865475,-0.7071067811865477
9537,343070,385050,3,2,1,30,1,1,1,13,4,6,5,1,1,2,Slight,-2.856892,53.359236,0.8767267557075078,-0.48098876891938747
9538,343070,385050,3,2,1,30,1,1,1,13,4,4,2,1,1,2,Slight,-2.856892,53.359236,0.8767267557075078,-0.48098876891938747
9539,343070,385050,3,2,1,30,1,1,1,13,9,11,5,2,2,1,Slight,-2.856892,53.359236,0.7071067811865476,-0.7071067811865475
9540,343070,385050,3,2,1,30,1,1,1,13,9,5,4,2,2,1,Slight,-2.856892,53.359236,0.7071067811865476,-0.7071067811865475
9541,343070,385050,3,2,1,30,1,1,1,13,7,11,5,1,1,3,Assistance,-2.856892,53.359236,0.7071067811865476,-0.7071067811865475
9542,343070,385050,3,2,1,30,1,1,1,13,7,5,4,1,1,3,Assistance,-2.856892,53.359236,0.7071067811865476,-0.7071067811865475
9543,343070,385050,3,2,1,30,1,1,1,13,7,11,5,2,2,3,Slight,-2.856892,53.359236,0.7071067811865476,-0.7071067811865475
9544,343070,385050,3,2,1,30,1,1,1,13,7,5,4,2,2,3,Slight,-2.856892,53.359236,0.7071067811865476,-0.7071067811865475
12483,343070,385050,6,3,1,30,1,1,1,11,9,2,2,1,2,3,Slight,-2.856892,53.359236,0.9117620435770886,-0.4107188526134773
23705,343070,385050,3,2,2,30,1,1,4,41,9,14,2,1,2,3,Slight,-2.856892,53.359236,-0.9883615104677607,-0.15212338618991714
23706,343070,385050,3,2,2,30,1,1,4,41,9,12,2,1,2,3,Slight,-2.856892,53.359236,-0.9883615104677607,-0.15212338618991714
23747,343070,385050,3,2,2,40,3,1,5,44,9,11,2,1,1,2,Slight,-2.856892,53.359236,0.9997620270799091,0.02181488503456116
23748,343070,385050,3,2,2,40,3,1,5,44,9,4,2,1,1,2,Slight,-2.856892,53.359236,0.9997620270799091,0.02181488503456116
12872,343130,385070,6,1,1,30,1,1,4,32,2,6,2,3,2,3,Assistance,-2.855994,53.359422,-0.1348509302737229,-0.9908658973868822
15934,343120,385080,6,1,1,30,1,1,5,28,2,1,2,3,1,3,Slight,-2.856146,53.359511,-0.9940563382223195,-0.10886687485196507
12872,343130,385070,6,1,1,30,1,1,4,32,2,6,2,3,2,3,Assistance,-2.855994,53.359422,-0.1348509302737229,-0.9908658973868822
23866,343100,385160,6,1,2,30,3,2,5,50,2,0,2,3,2,2,Assistance,-2.856461,53.360228,-0.9781476007338056,0.20791169081775943
23866,343100,385160,6,1,2,30,3,2,5,50,2,0,2,3,2,2,Assistance,-2.856461,53.360228,-0.9781476007338056,0.20791169081775943
9798,340430,385200,6,2,2,30,3,2,4,24,9,10,4,2,1,3,Assistance,-2.896583,53.360293,-0.5771451900372337,0.8166415551616788
9799,340430,385200,6,2,2,30,3,2,4,24,9,1,2,2,1,3,Assistance,-2.896583,53.360293,-0.5771451900372337,0.8166415551616788
9800,340430,385200,6,2,2,30,3,2,4,24,9,10,4,1,1,2,Slight,-2.896583,53.360293,-0.5771451900372337,0.8166415551616788
9801,340430,385200,6,2,2,30,3,2,4,24,9,1,2,1,1,2,Slight,-2.896583,53.360293,-0.5771451900372337,0.8166415551616788
9802,340430,385200,6,2,2,30,3,2,4,24,9,10,4,2,2,1,Slight,-2.896583,53.360293,-0.5771451900372337,0.8166415551616788
9803,340430,385200,6,2,2,30,3,2,4,24,9,1,2,2,2,1,Slight,-2.896583,53.360293,-0.5771451900372337,0.8166415551616788
9798,340430,385200,6,2,2,30,3,2,4,24,9,10,4,2,1,3,Assistance,-2.896583,53.360293,-0.5771451900372337,0.8166415551616788
9799,340430,385200,6,2,2,30,3,2,4,24,9,1,2,2,1,3,Assistance,-2.896583,53.360293,-0.5771451900372337,0.8166415551616788
9800,340430,385200,6,2,2,30,3,2,4,24,9,10,4,1,1,2,Slight,-2.896583,53.360293,-0.5771451900372337,0.8166415551616788
9801,340430,385200,6,2,2,30,3,2,4,24,9,1,2,1,1,2,Slight,-2.896583,53.360293,-0.5771451900372337,0.8166415551616788
9802,340430,385200,6,2,2,30,3,2,4,24,9,10,4,2,2,1,Slight,-2.896583,53.360293,-0.5771451900372337,0.8166415551616788
9803,340430,385200,6,2,2,30,3,2,4,24,9,1,2,2,2,1,Slight,-2.896583,53.360293,-0.5771451900372337,0.8166415551616788
9512,342380,385270,3,2,1,30,1,1,3,11,9,1,4,1,2,3,Slight,-2.867298,53.361139,0.6788007455329417,-0.7343225094356857
9513,342380,385270,3,2,1,30,1,1,3,11,9,12,5,1,2,3,Slight,-2.867298,53.361139,0.6788007455329417,-0.7343225094356857
9514,342380,385270,3,2,1,30,1,1,3,11,9,1,4,2,1,1,Slight,-2.867298,53.361139,0.6788007455329417,-0.7343225094356857
9515,342380,385270,3,2,1,30,1,1,3,11,9,12,5,2,1,1,Slight,-2.867298,53.361139,0.6788007455329417,-0.7343225094356857
10129,342380,385270,3,3,2,40,1,1,4,42,9,4,3,1,1,3,Slight,-2.867298,53.361139,0.9411760152563707,-0.3379167180033268
10130,342380,385270,3,3,2,40,1,1,4,42,9,28,3,1,1,3,Slight,-2.867298,53.361139,0.9411760152563707,-0.3379167180033268
10131,342380,385270,3,3,2,40,1,1,4,42,9,4,3,1,1,2,Slight,-2.867298,53.361139,0.9411760152563707,-0.3379167180033268
10132,342380,385270,3,3,2,40,1,1,4,42,9,28,3,1,1,2,Slight,-2.867298,53.361139,0.9411760152563707,-0.3379167180033268
10205,342380,385270,6,2,1,40,1,1,3,46,9,6,4,1,2,3,Slight,-2.867298,53.361139,-0.8314696123025452,-0.5555702330196022
10206,342380,385270,6,2,1,40,1,1,3,46,9,7,5,1,2,3,Slight,-2.867298,53.361139,-0.8314696123025452,-0.5555702330196022
15181,342380,385270,6,2,1,40,3,1,6,41,9,1,2,1,1,3,Slight,-2.867298,53.361139,-0.32143946530316186,0.9469301294951056
15182,342380,385270,6,2,1,40,3,1,6,41,9,1,2,2,2,3,Slight,-2.867298,53.361139,-0.32143946530316186,0.9469301294951056
15810,342380,385270,3,2,1,30,1,1,3,21,9,2,4,2,2,3,Slight,-2.867298,53.361139,-0.9995335908367129,-0.030538513209822718
15811,342380,385270,3,2,1,30,1,1,3,21,9,6,4,2,2,3,Slight,-2.867298,53.361139,-0.9995335908367129,-0.030538513209822718
15812,342380,385270,3,2,1,30,1,1,3,21,9,2,4,1,2,2,Slight,-2.867298,53.361139,-0.9995335908367129,-0.030538513209822718
15813,342380,385270,3,2,1,30,1,1,3,21,9,6,4,1,2,2,Slight,-2.867298,53.361139,-0.9995335908367129,-0.030538513209822718
18083,342380,385270,3,2,1,40,1,1,5,14,9,3,4,1,1,3,Assistance,-2.867298,53.361139,0.9238795325112867,-0.3826834323650897
18084,342380,385270,3,2,1,40,1,1,5,14,9,9,2,1,1,3,Assistance,-2.867298,53.361139,0.9238795325112867,-0.3826834323650897
23709,342380,385270,3,2,1,40,1,1,6,43,9,11,4,2,2,3,Slight,-2.867298,53.361139,-0.9063077870366497,-0.42261826174069994
23710,342380,385270,3,2,1,40,1,1,6,43,9,5,5,2,2,3,Slight,-2.867298,53.361139,-0.9063077870366497,-0.42261826174069994
23711,342380,385270,3,2,1,40,1,1,6,43,9,11,4,1,1,3,Slight,-2.867298,53.361139,-0.9063077870366497,-0.42261826174069994
23712,342380,385270,3,2,1,40,1,1,6,43,9,5,5,1,1,3,Slight,-2.867298,53.361139,-0.9063077870366497,-0.42261826174069994
9512,342380,385270,3,2,1,30,1,1,3,11,9,1,4,1,2,3,Slight,-2.867298,53.361139,0.6788007455329417,-0.7343225094356857
9513,342380,385270,3,2,1,30,1,1,3,11,9,12,5,1,2,3,Slight,-2.867298,53.361139,0.6788007455329417,-0.7343225094356857
9514,342380,385270,3,2,1,30,1,1,3,11,9,1,4,2,1,1,Slight,-2.867298,53.361139,0.6788007455329417,-0.7343225094356857
9515,342380,385270,3,2,1,30,1,1,3,11,9,12,5,2,1,1,Slight,-2.867298,53.361139,0.6788007455329417,-0.7343225094356857
10129,342380,385270,3,3,2,40,1,1,4,42,9,4,3,1,1,3,Slight,-2.867298,53.361139,0.9411760152563707,-0.3379167180033268
10130,342380,385270,3,3,2,40,1,1,4,42,9,28,3,1,1,3,Slight,-2.867298,53.361139,0.9411760152563707,-0.3379167180033268
10131,342380,385270,3,3,2,40,1,1,4,42,9,4,3,1,1,2,Slight,-2.867298,53.361139,0.9411760152563707,-0.3379167180033268
10132,342380,385270,3,3,2,40,1,1,4,42,9,28,3,1,1,2,Slight,-2.867298,53.361139,0.9411760152563707,-0.3379167180033268
10205,342380,385270,6,2,1,40,1,1,3,46,9,6,4,1,2,3,Slight,-2.867298,53.361139,-0.8314696123025452,-0.5555702330196022
10206,342380,385270,6,2,1,40,1,1,3,46,9,7,5,1,2,3,Slight,-2.867298,53.361139,-0.8314696123025452,-0.5555702330196022
15181,342380,385270,6,2,1,40,3,1,6,41,9,1,2,1,1,3,Slight,-2.867298,53.361139,-0.32143946530316186,0.9469301294951056
15182,342380,385270,6,2,1,40,3,1,6,41,9,1,2,2,2,3,Slight,-2.867298,53.361139,-0.32143946530316186,0.9469301294951056
15810,342380,385270,3,2,1,30,1,1,3,21,9,2,4,2,2,3,Slight,-2.867298,53.361139,-0.9995335908367129,-0.030538513209822718
15811,342380,385270,3,2,1,30,1,1,3,21,9,6,4,2,2,3,Slight,-2.867298,53.361139,-0.9995335908367129,-0.030538513209822718
15812,342380,385270,3,2,1,30,1,1,3,21,9,2,4,1,2,2,Slight,-2.867298,53.361139,-0.9995335908367129,-0.030538513209822718
15813,342380,385270,3,2,1,30,1,1,3,21,9,6,4,1,2,2,Slight,-2.867298,53.361139,-0.9995335908367129,-0.030538513209822718
18083,342380,385270,3,2,1,40,1,1,5,14,9,3,4,1,1,3,Assistance,-2.867298,53.361139,0.9238795325112867,-0.3826834323650897
18084,342380,385270,3,2,1,40,1,1,5,14,9,9,2,1,1,3,Assistance,-2.867298,53.361139,0.9238795325112867,-0.3826834323650897
23709,342380,385270,3,2,1,40,1,1,6,43,9,11,4,2,2,3,Slight,-2.867298,53.361139,-0.9063077870366497,-0.42261826174069994
23710,342380,385270,3,2,1,40,1,1,6,43,9,5,5,2,2,3,Slight,-2.867298,53.361139,-0.9063077870366497,-0.42261826174069994
23711,342380,385270,3,2,1,40,1,1,6,43,9,11,4,1,1,3,Slight,-2.867298,53.361139,-0.9063077870366497,-0.42261826174069994
23712,342380,385270,3,2,1,40,1,1,6,43,9,5,5,1,1,3,Slight,-2.867298,53.361139,-0.9063077870366497,-0.42261826174069994
3527,342340,385300,3,2,1,30,1,1,4,13,9,11,5,2,1,3,Slight,-2.867905,53.361404,-0.38268343236508967,-0.9238795325112868
3528,342340,385300,3,2,1,30,1,1,4,13,9,7,4,2,1,3,Slight,-2.867905,53.361404,-0.38268343236508967,-0.9238795325112868
3549,342340,385300,3,2,2,30,1,2,3,15,9,3,5,1,1,3,Slight,-2.867905,53.361404,0.8660254037844387,-0.4999999999999998
9616,342340,385300,3,2,1,40,1,1,6,15,9,7,4,1,2,3,Slight,-2.867905,53.361404,-0.13052619222005177,-0.9914448613738104
9617,342340,385300,3,2,1,40,1,1,6,15,9,5,4,1,2,3,Slight,-2.867905,53.361404,-0.13052619222005177,-0.9914448613738104
9618,342340,385300,3,2,1,40,1,1,6,15,9,7,4,2,2,2,Slight,-2.867905,53.361404,-0.13052619222005177,-0.9914448613738104
9619,342340,385300,3,2,1,40,1,1,6,15,9,5,4,2,2,2,Slight,-2.867905,53.361404,-0.13052619222005177,-0.9914448613738104
9649,342340,385300,3,2,1,30,1,1,7,15,9,6,2,2,2,3,Slight,-2.867905,53.361404,-0.7518398074789769,-0.6593458151000694
9650,342340,385300,3,2,1,30,1,1,7,15,9,6,3,2,2,3,Slight,-2.867905,53.361404,-0.7518398074789769,-0.6593458151000694
9891,342340,385300,3,2,2,30,1,1,1,29,9,7,4,1,1,3,Slight,-2.867905,53.361404,-0.9238795325112866,0.38268343236509
9892,342340,385300,3,2,2,30,1,1,1,29,9,7,2,1,1,3,Slight,-2.867905,53.361404,-0.9238795325112866,0.38268343236509
11186,342340,385300,3,2,1,40,3,1,6,21,9,1,3,2,1,3,Slight,-2.867905,53.361404,0.06540312923014306,0.9978589232386035
11187,342340,385300,3,2,1,40,3,1,6,21,9,5,2,2,1,3,Slight,-2.867905,53.361404,0.06540312923014306,0.9978589232386035
11188,342340,385300,3,2,1,40,3,1,6,21,9,1,3,2,2,1,Assistance,-2.867905,53.361404,0.06540312923014306,0.9978589232386035
11189,342340,385300,3,2,1,40,3,1,6,21,9,5,2,2,2,1,Assistance,-2.867905,53.361404,0.06540312923014306,0.9978589232386035
11190,342340,385300,3,2,1,40,3,1,6,21,9,1,3,2,1,1,Slight,-2.867905,53.361404,0.06540312923014306,0.9978589232386035
11191,342340,385300,3,2,1,40,3,1,6,21,9,5,2,2,1,1,Slight,-2.867905,53.361404,0.06540312923014306,0.9978589232386035
15569,342340,385300,3,2,2,40,1,1,3,10,3,4,5,1,1,3,Slight,-2.867905,53.361404,0.8433914458128858,-0.5372996083468236
18731,342340,385300,3,1,2,40,1,8,2,50,9,5,2,1,2,3,Assistance,-2.867905,53.361404,-0.9238795325112865,-0.38268343236509034
20462,342340,385300,3,2,1,40,1,1,7,16,9,19,3,1,1,3,Slight,-2.867905,53.361404,-0.4226182617407,0.9063077870366497
20463,342340,385300,3,2,1,40,1,1,7,16,9,6,2,1,1,3,Slight,-2.867905,53.361404,-0.4226182617407,0.9063077870366497
23605,342340,385300,3,2,1,30,1,1,5,36,7,2,2,1,1,3,Slight,-2.867905,53.361404,-0.8386705679454236,-0.5446390350150278
23606,342340,385300,3,2,1,30,1,1,5,36,7,10,2,1,1,3,Slight,-2.867905,53.361404,-0.8386705679454236,-0.5446390350150278
3527,342340,385300,3,2,1,30,1,1,4,13,9,11,5,2,1,3,Slight,-2.867905,53.361404,-0.38268343236508967,-0.9238795325112868
3528,342340,385300,3,2,1,30,1,1,4,13,9,7,4,2,1,3,Slight,-2.867905,53.361404,-0.38268343236508967,-0.9238795325112868
3549,342340,385300,3,2,2,30,1,2,3,15,9,3,5,1,1,3,Slight,-2.867905,53.361404,0.8660254037844387,-0.4999999999999998
9616,342340,385300,3,2,1,40,1,1,6,15,9,7,4,1,2,3,Slight,-2.867905,53.361404,-0.13052619222005177,-0.9914448613738104
9617,342340,385300,3,2,1,40,1,1,6,15,9,5,4,1,2,3,Slight,-2.867905,53.361404,-0.13052619222005177,-0.9914448613738104
9618,342340,385300,3,2,1,40,1,1,6,15,9,7,4,2,2,2,Slight,-2.867905,53.361404,-0.13052619222005177,-0.9914448613738104
9619,342340,385300,3,2,1,40,1,1,6,15,9,5,4,2,2,2,Slight,-2.867905,53.361404,-0.13052619222005177,-0.9914448613738104
9649,342340,385300,3,2,1,30,1,1,7,15,9,6,2,2,2,3,Slight,-2.867905,53.361404,-0.7518398074789769,-0.6593458151000694
9650,342340,385300,3,2,1,30,1,1,7,15,9,6,3,2,2,3,Slight,-2.867905,53.361404,-0.7518398074789769,-0.6593458151000694
9891,342340,385300,3,2,2,30,1,1,1,29,9,7,4,1,1,3,Slight,-2.867905,53.361404,-0.9238795325112866,0.38268343236509
9892,342340,385300,3,2,2,30,1,1,1,29,9,7,2,1,1,3,Slight,-2.867905,53.361404,-0.9238795325112866,0.38268343236509
11186,342340,385300,3,2,1,40,3,1,6,21,9,1,3,2,1,3,Slight,-2.867905,53.361404,0.06540312923014306,0.9978589232386035
11187,342340,385300,3,2,1,40,3,1,6,21,9,5,2,2,1,3,Slight,-2.867905,53.361404,0.06540312923014306,0.9978589232386035
11188,342340,385300,3,2,1,40,3,1,6,21,9,1,3,2,2,1,Assistance,-2.867905,53.361404,0.06540312923014306,0.9978589232386035
11189,342340,385300,3,2,1,40,3,1,6,21,9,5,2,2,2,1,Assistance,-2.867905,53.361404,0.06540312923014306,0.9978589232386035
11190,342340,385300,3,2,1,40,3,1,6,21,9,1,3,2,1,1,Slight,-2.867905,53.361404,0.06540312923014306,0.9978589232386035
11191,342340,385300,3,2,1,40,3,1,6,21,9,5,2,2,1,1,Slight,-2.867905,53.361404,0.06540312923014306,0.9978589232386035
15569,342340,385300,3,2,2,40,1,1,3,10,3,4,5,1,1,3,Slight,-2.867905,53.361404,0.8433914458128858,-0.5372996083468236
18731,342340,385300,3,1,2,40,1,8,2,50,9,5,2,1,2,3,Assistance,-2.867905,53.361404,-0.9238795325112865,-0.38268343236509034
20462,342340,385300,3,2,1,40,1,1,7,16,9,19,3,1,1,3,Slight,-2.867905,53.361404,-0.4226182617407,0.9063077870366497
20463,342340,385300,3,2,1,40,1,1,7,16,9,6,2,1,1,3,Slight,-2.867905,53.361404,-0.4226182617407,0.9063077870366497
23605,342340,385300,3,2,1,30,1,1,5,36,7,2,2,1,1,3,Slight,-2.867905,53.361404,-0.8386705679454236,-0.5446390350150278
23606,342340,385300,3,2,1,30,1,1,5,36,7,10,2,1,1,3,Slight,-2.867905,53.361404,-0.8386705679454236,-0.5446390350150278
15177,339340,385330,3,1,1,40,1,1,3,42,2,10,5,3,1,2,Slight,-2.912985,53.361337,-0.23768589232617313,-0.9713420698132614
18317,339340,385330,3,2,1,30,1,1,3,30,3,6,3,1,1,3,Slight,-2.912985,53.361337,0.21643961393810318,-0.9762960071199333
23260,339340,385330,6,2,1,30,1,1,7,14,3,7,2,1,1,3,Assistance,-2.912985,53.361337,0.7798844830928818,-0.6259234721840591
15177,339340,385330,3,1,1,40,1,1,3,42,2,10,5,3,1,2,Slight,-2.912985,53.361337,-0.23768589232617313,-0.9713420698132614
