,Easting,Northing,1st Road Class,Accident Time,Number of Vehicles,Road Surface,Speed Limit,Lighting Conditions,Weather Conditions,dia_semana,semana_en_año,Type of Vehicle,Age of Vehicle,First Point of Impact,Casualty Class,Sex of Casualty,Age of Casualty,Casualty Severity,longitude,latitude
5698,533540,175090,3,2,2,2,30,3,2,6,31,5,0,3,1,1,3,Slight,-0.079214,51.458988
5699,533540,175090,3,2,2,2,30,3,2,6,31,5,3,2,1,1,3,Slight,-0.079214,51.458988
5815,533540,175090,5,1,2,1,30,1,1,1,35,9,5,3,1,1,2,Slight,-0.079214,51.458988
5816,533540,175090,5,1,2,1,30,1,1,1,35,9,11,2,1,1,2,Slight,-0.079214,51.458988
6520,533540,175090,3,2,2,1,30,3,1,7,4,7,13,2,1,1,3,Assistance,-0.079214,51.458988
6521,533540,175090,3,2,2,1,30,3,1,7,4,7,7,4,1,1,3,Assistance,-0.079214,51.458988
8900,533540,175090,3,2,2,2,30,3,2,1,45,9,11,5,1,2,3,Slight,-0.079214,51.458988
8901,533540,175090,3,2,2,2,30,3,2,1,45,9,5,2,1,2,3,Slight,-0.079214,51.458988
8902,533540,175090,3,2,2,2,30,3,2,1,45,9,11,5,2,2,3,Slight,-0.079214,51.458988
8903,533540,175090,3,2,2,2,30,3,2,1,45,9,5,2,2,2,3,Slight,-0.079214,51.458988
8904,533540,175090,3,2,2,2,30,3,2,1,45,9,11,5,1,1,2,Slight,-0.079214,51.458988
8905,533540,175090,3,2,2,2,30,3,2,1,45,9,5,2,1,1,2,Slight,-0.079214,51.458988
9054,533540,175090,3,2,2,2,30,3,1,7,50,5,8,5,1,1,3,Slight,-0.079214,51.458988
9055,533540,175090,3,2,2,2,30,3,1,7,50,5,2,2,1,1,3,Slight,-0.079214,51.458988
11245,533540,175090,3,1,2,2,30,3,5,1,52,9,12,2,1,1,3,Slight,-0.079215,51.458988
11246,533540,175090,3,1,2,2,30,3,5,1,52,9,10,4,1,1,3,Slight,-0.079215,51.458988
14753,533540,175090,3,1,2,1,30,1,1,5,6,9,2,3,1,2,3,Slight,-0.079209,51.459043
14754,533540,175090,3,1,2,1,30,1,1,5,6,9,7,2,1,2,3,Slight,-0.079209,51.459043
4974,533540,175090,3,2,2,2,30,3,2,6,50,9,6,2,1,1,3,Slight,-0.079214,51.458988
5260,533540,175090,3,2,2,1,30,3,1,5,10,3,3,5,1,1,3,Slight,-0.079214,51.458988
5698,533540,175090,3,2,2,2,30,3,2,6,31,5,0,3,1,1,3,Slight,-0.079214,51.458988
5699,533540,175090,3,2,2,2,30,3,2,6,31,5,3,2,1,1,3,Slight,-0.079214,51.458988
5815,533540,175090,5,1,2,1,30,1,1,1,35,9,5,3,1,1,2,Slight,-0.079214,51.458988
5816,533540,175090,5,1,2,1,30,1,1,1,35,9,11,2,1,1,2,Slight,-0.079214,51.458988
6520,533540,175090,3,2,2,1,30,3,1,7,4,7,13,2,1,1,3,Assistance,-0.079214,51.458988
6521,533540,175090,3,2,2,1,30,3,1,7,4,7,7,4,1,1,3,Assistance,-0.079214,51.458988
8900,533540,175090,3,2,2,2,30,3,2,1,45,9,11,5,1,2,3,Slight,-0.079214,51.458988
8901,533540,175090,3,2,2,2,30,3,2,1,45,9,5,2,1,2,3,Slight,-0.079214,51.458988
8902,533540,175090,3,2,2,2,30,3,2,1,45,9,11,5,2,2,3,Slight,-0.079214,51.458988
8903,533540,175090,3,2,2,2,30,3,2,1,45,9,5,2,2,2,3,Slight,-0.079214,51.458988
8904,533540,175090,3,2,2,2,30,3,2,1,45,9,11,5,1,1,2,Slight,-0.079214,51.458988
8905,533540,175090,3,2,2,2,30,3,2,1,45,9,5,2,1,1,2,Slight,-0.079214,51.458988
9054,533540,175090,3,2,2,2,30,3,1,7,50,5,8,5,1,1,3,Slight,-0.079214,51.458988
9055,533540,175090,3,2,2,2,30,3,1,7,50,5,2,2,1,1,3,Slight,-0.079214,51.458988
11245,533540,175090,3,1,2,2,30,3,5,1,52,9,12,2,1,1,3,Slight,-0.079215,51.458988
11246,533540,175090,3,1,2,2,30,3,5,1,52,9,10,4,1,1,3,Slight,-0.079215,51.458988
14753,533540,175090,3,1,2,1,30,1,1,5,6,9,2,3,1,2,3,Slight,-0.079209,51.459043
14754,533540,175090,3,1,2,1,30,1,1,5,6,9,7,2,1,2,3,Slight,-0.079209,51.459043
4881,533610,175120,3,1,2,2,30,1,2,4,46,9,7,2,1,1,3,Assistance,-0.078196,51.459241
4882,533610,175120,3,1,2,2,30,1,2,4,46,9,9,3,1,1,3,Assistance,-0.078196,51.459241
9154,533610,175120,3,1,2,1,30,1,1,4,16,9,7,4,1,2,2,Slight,-0.078196,51.459241
4881,533610,175120,3,1,2,2,30,1,2,4,46,9,7,2,1,1,3,Assistance,-0.078196,51.459241
4882,533610,175120,3,1,2,2,30,1,2,4,46,9,9,3,1,1,3,Assistance,-0.078196,51.459241
9154,533610,175120,3,1,2,1,30,1,1,4,16,9,7,4,1,2,2,Slight,-0.078196,51.459241
15543,533960,175130,6,1,2,1,20,1,1,1,36,5,10,2,1,1,2,Assistance,-0.073152,51.459304
15544,533960,175130,6,1,2,1,20,1,1,1,36,5,0,2,1,1,2,Assistance,-0.073152,51.459304
15543,533960,175130,6,1,2,1,20,1,1,1,36,5,10,2,1,1,2,Assistance,-0.073152,51.459304
15544,533960,175130,6,1,2,1,20,1,1,1,36,5,0,2,1,1,2,Assistance,-0.073152,51.459304
6159,532880,175160,6,1,1,1,30,1,1,7,47,2,11,2,3,1,1,Assistance,-0.088682,51.459772
6159,532880,175160,6,1,1,1,30,1,1,7,47,2,11,2,3,1,1,Assistance,-0.088682,51.459772
700,533810,175170,3,1,2,1,30,1,1,6,31,3,13,5,1,1,3,Slight,-0.0753,51.459643
765,533810,175180,3,1,2,1,30,1,1,5,35,4,5,2,1,1,1,Slight,-0.075296,51.459733
766,533810,175180,3,1,2,1,30,1,1,5,35,4,1,4,1,1,1,Slight,-0.075296,51.459733
2344,533810,175170,3,1,2,2,30,1,2,2,48,3,2,5,1,1,3,Assistance,-0.0753,51.459643
2444,533810,175170,3,2,2,2,30,3,1,2,52,9,6,3,1,2,3,Slight,-0.0753,51.459643
2445,533810,175170,3,2,2,2,30,3,1,2,52,9,12,2,1,2,3,Slight,-0.0753,51.459643
5912,533800,175170,3,2,2,1,30,1,1,6,39,9,1,4,1,1,3,Slight,-0.075444,51.459645
5913,533800,175170,3,2,2,1,30,1,1,6,39,9,11,3,1,1,3,Slight,-0.075444,51.459645
7121,533810,175180,3,1,1,1,30,1,1,1,29,2,11,5,3,1,3,Slight,-0.075296,51.459733
7369,533810,175170,3,2,2,2,30,3,2,6,37,4,3,2,1,1,2,Slight,-0.0753,51.459643
8856,533810,175170,3,1,2,1,30,1,1,3,42,9,9,3,1,2,3,Slight,-0.0753,51.459643
8857,533810,175170,3,1,2,1,30,1,1,3,42,9,1,2,1,2,3,Slight,-0.0753,51.459643
10049,533810,175170,3,2,2,1,30,3,1,7,40,9,10,2,2,2,3,Slight,-0.0753,51.459643
10050,533810,175170,3,2,2,1,30,3,1,7,40,9,1,3,2,2,3,Slight,-0.0753,51.459643
11150,533810,175170,3,1,2,2,30,1,1,1,50,7,15,2,1,1,3,Slight,-0.0753,51.459643
12376,533810,175170,3,2,2,1,30,3,1,7,34,3,5,5,1,1,3,Slight,-0.0753,51.459643
12583,533810,175170,3,1,2,1,30,1,1,1,8,3,8,5,1,2,3,Assistance,-0.075321,51.459698
12908,533810,175170,3,1,1,1,30,1,1,3,15,2,2,5,3,2,4,Slight,-0.075321,51.459698
14888,533810,175170,3,2,2,1,20,3,1,5,11,3,5,2,1,1,2,Slight,-0.075295,51.459698
700,533810,175170,3,1,2,1,30,1,1,6,31,3,13,5,1,1,3,Slight,-0.0753,51.459643
765,533810,175180,3,1,2,1,30,1,1,5,35,4,5,2,1,1,1,Slight,-0.075296,51.459733
766,533810,175180,3,1,2,1,30,1,1,5,35,4,1,4,1,1,1,Slight,-0.075296,51.459733
2344,533810,175170,3,1,2,2,30,1,2,2,48,3,2,5,1,1,3,Assistance,-0.0753,51.459643
2444,533810,175170,3,2,2,2,30,3,1,2,52,9,6,3,1,2,3,Slight,-0.0753,51.459643
2445,533810,175170,3,2,2,2,30,3,1,2,52,9,12,2,1,2,3,Slight,-0.0753,51.459643
7121,533810,175180,3,1,1,1,30,1,1,1,29,2,11,5,3,1,3,Slight,-0.075296,51.459733
7369,533810,175170,3,2,2,2,30,3,2,6,37,4,3,2,1,1,2,Slight,-0.0753,51.459643
8856,533810,175170,3,1,2,1,30,1,1,3,42,9,9,3,1,2,3,Slight,-0.0753,51.459643
8857,533810,175170,3,1,2,1,30,1,1,3,42,9,1,2,1,2,3,Slight,-0.0753,51.459643
10049,533810,175170,3,2,2,1,30,3,1,7,40,9,10,2,2,2,3,Slight,-0.0753,51.459643
10050,533810,175170,3,2,2,1,30,3,1,7,40,9,1,3,2,2,3,Slight,-0.0753,51.459643
11150,533810,175170,3,1,2,2,30,1,1,1,50,7,15,2,1,1,3,Slight,-0.0753,51.459643
12376,533810,175170,3,2,2,1,30,3,1,7,34,3,5,5,1,1,3,Slight,-0.0753,51.459643
12583,533810,175170,3,1,2,1,30,1,1,1,8,3,8,5,1,2,3,Assistance,-0.075321,51.459698
12908,533810,175170,3,1,1,1,30,1,1,3,15,2,2,5,3,2,4,Slight,-0.075321,51.459698
14888,533810,175170,3,2,2,1,20,3,1,5,11,3,5,2,1,1,2,Slight,-0.075295,51.459698
3486,534440,175210,4,2,2,2,30,1,2,1,40,4,4,2,1,1,3,Assistance,-0.066222,51.459853
15939,534440,175190,4,2,2,2,20,3,2,3,50,9,23,3,1,1,3,Slight,-0.066225,51.459729
15940,534440,175190,4,2,2,2,20,3,2,3,50,9,5,2,1,1,3,Slight,-0.066225,51.459729
3486,534440,175210,4,2,2,2,30,1,2,1,40,4,4,2,1,1,3,Assistance,-0.066222,51.459853
15939,534440,175190,4,2,2,2,20,3,2,3,50,9,23,3,1,1,3,Slight,-0.066225,51.459729
15940,534440,175190,4,2,2,2,20,3,2,3,50,9,5,2,1,1,3,Slight,-0.066225,51.459729
3486,534440,175210,4,2,2,2,30,1,2,1,40,4,4,2,1,1,3,Assistance,-0.066222,51.459853
11945,534440,175230,4,1,2,1,30,1,1,4,29,3,5,4,1,1,3,Slight,-0.066215,51.460033
3486,534440,175210,4,2,2,2,30,1,2,1,40,4,4,2,1,1,3,Assistance,-0.066222,51.459853
11945,534440,175230,4,1,2,1,30,1,1,4,29,3,5,4,1,1,3,Slight,-0.066215,51.460033
228,533800,175240,3,2,1,1,30,3,1,3,11,2,9,2,3,1,2,Slight,-0.075417,51.460274
3063,533800,175250,3,1,2,1,30,1,1,5,10,11,8,1,2,2,3,Slight,-0.075413,51.460364
6276,533800,175250,3,1,1,4,30,1,1,6,51,7,3,5,1,1,3,Slight,-0.075413,51.460364
6424,533800,175240,3,1,1,1,30,1,1,5,45,2,12,5,3,1,3,Assistance,-0.075417,51.460274
6618,533800,175250,3,1,1,2,30,3,1,7,8,2,10,2,3,2,2,Slight,-0.075413,51.460364
6753,533800,175250,3,1,1,1,30,1,1,7,14,2,9,2,3,1,1,Slight,-0.075413,51.460364
11735,533800,175250,3,1,1,1,30,1,1,2,24,2,3,2,3,2,2,Slight,-0.075414,51.460365
12332,533800,175250,3,1,2,2,30,1,1,2,50,9,9,3,1,1,3,Slight,-0.075414,51.460365
228,533800,175240,3,2,1,1,30,3,1,3,11,2,9,2,3,1,2,Slight,-0.075417,51.460274
3063,533800,175250,3,1,2,1,30,1,1,5,10,11,8,1,2,2,3,Slight,-0.075413,51.460364
6276,533800,175250,3,1,1,4,30,1,1,6,51,7,3,5,1,1,3,Slight,-0.075413,51.460364
6424,533800,175240,3,1,1,1,30,1,1,5,45,2,12,5,3,1,3,Assistance,-0.075417,51.460274
6618,533800,175250,3,1,1,2,30,3,1,7,8,2,10,2,3,2,2,Slight,-0.075413,51.460364
6753,533800,175250,3,1,1,1,30,1,1,7,14,2,9,2,3,1,1,Slight,-0.075413,51.460364
11735,533800,175250,3,1,1,1,30,1,1,2,24,2,3,2,3,2,2,Slight,-0.075414,51.460365
12332,533800,175250,3,1,2,2,30,1,1,2,50,9,9,3,1,1,3,Slight,-0.075414,51.460365
13452,534420,175270,4,1,2,1,20,1,1,4,44,3,11,2,1,2,2,Slight,-0.066487,51.460398
14914,534430,175270,4,2,2,1,20,3,1,5,12,5,3,2,1,1,1,Slight,-0.066338,51.46045
14915,534430,175270,4,2,2,1,20,3,1,5,12,5,8,3,1,1,1,Slight,-0.066338,51.46045
14916,534430,175270,4,2,2,1,20,3,1,5,12,5,3,2,2,1,1,Slight,-0.066338,51.46045
14917,534430,175270,4,2,2,1,20,3,1,5,12,5,8,3,2,1,1,Slight,-0.066338,51.46045
15196,534430,175250,4,2,1,1,20,1,1,7,23,2,12,2,3,2,2,Assistance,-0.066346,51.460271
14914,534430,175270,4,2,2,1,20,3,1,5,12,5,3,2,1,1,1,Slight,-0.066338,51.46045
14915,534430,175270,4,2,2,1,20,3,1,5,12,5,8,3,1,1,1,Slight,-0.066338,51.46045
14916,534430,175270,4,2,2,1,20,3,1,5,12,5,3,2,2,1,1,Slight,-0.066338,51.46045
14917,534430,175270,4,2,2,1,20,3,1,5,12,5,8,3,2,1,1,Slight,-0.066338,51.46045
15196,534430,175250,4,2,1,1,20,1,1,7,23,2,12,2,3,2,2,Assistance,-0.066346,51.460271
16369,534190,175290,6,1,4,1,20,1,1,4,16,9,13,5,1,2,2,Assistance,-0.069783,51.460687
16370,534190,175290,6,1,4,1,20,1,1,4,16,9,18,2,1,2,2,Assistance,-0.069783,51.460687
16371,534190,175290,6,1,4,1,20,1,1,4,16,9,6,2,1,2,2,Assistance,-0.069783,51.460687
16372,534190,175290,6,1,4,1,20,1,1,4,16,9,3,3,1,2,2,Assistance,-0.069783,51.460687
16369,534190,175290,6,1,4,1,20,1,1,4,16,9,13,5,1,2,2,Assistance,-0.069783,51.460687
16370,534190,175290,6,1,4,1,20,1,1,4,16,9,18,2,1,2,2,Assistance,-0.069783,51.460687
16371,534190,175290,6,1,4,1,20,1,1,4,16,9,6,2,1,2,2,Assistance,-0.069783,51.460687
16372,534190,175290,6,1,4,1,20,1,1,4,16,9,3,3,1,2,2,Assistance,-0.069783,51.460687
16369,534190,175290,6,1,4,1,20,1,1,4,16,9,13,5,1,2,2,Assistance,-0.069783,51.460687
16370,534190,175290,6,1,4,1,20,1,1,4,16,9,18,2,1,2,2,Assistance,-0.069783,51.460687
16371,534190,175290,6,1,4,1,20,1,1,4,16,9,6,2,1,2,2,Assistance,-0.069783,51.460687
16372,534190,175290,6,1,4,1,20,1,1,4,16,9,3,3,1,2,2,Assistance,-0.069783,51.460687
16369,534190,175290,6,1,4,1,20,1,1,4,16,9,13,5,1,2,2,Assistance,-0.069783,51.460687
16370,534190,175290,6,1,4,1,20,1,1,4,16,9,18,2,1,2,2,Assistance,-0.069783,51.460687
16371,534190,175290,6,1,4,1,20,1,1,4,16,9,6,2,1,2,2,Assistance,-0.069783,51.460687
16372,534190,175290,6,1,4,1,20,1,1,4,16,9,3,3,1,2,2,Assistance,-0.069783,51.460687
135,532640,175330,3,1,2,1,30,1,1,2,6,3,12,4,1,1,3,Assistance,-0.092071,51.461356
5517,532640,175320,3,1,2,1,30,1,1,4,23,5,6,2,1,1,3,Slight,-0.092075,51.461266
5518,532640,175320,3,1,2,1,30,1,1,4,23,5,10,4,1,1,3,Slight,-0.092075,51.461266
12639,532640,175330,3,1,1,1,30,1,1,6,13,11,12,1,2,2,3,Assistance,-0.092092,51.461411
135,532640,175330,3,1,2,1,30,1,1,2,6,3,12,4,1,1,3,Assistance,-0.092071,51.461356
5517,532640,175320,3,1,2,1,30,1,1,4,23,5,6,2,1,1,3,Slight,-0.092075,51.461266
5518,532640,175320,3,1,2,1,30,1,1,4,23,5,10,4,1,1,3,Slight,-0.092075,51.461266
12639,532640,175330,3,1,1,1,30,1,1,6,13,11,12,1,2,2,3,Assistance,-0.092092,51.461411
135,532640,175330,3,1,2,1,30,1,1,2,6,3,12,4,1,1,3,Assistance,-0.092071,51.461356
12639,532640,175330,3,1,1,1,30,1,1,6,13,11,12,1,2,2,3,Assistance,-0.092092,51.461411
135,532640,175330,3,1,2,1,30,1,1,2,6,3,12,4,1,1,3,Assistance,-0.092071,51.461356
12639,532640,175330,3,1,1,1,30,1,1,6,13,11,12,1,2,2,3,Assistance,-0.092092,51.461411
579,534070,175350,3,1,2,1,30,1,1,2,25,6,10,4,1,1,3,Slight,-0.071491,51.461199
1530,534070,175360,3,2,1,1,30,3,1,1,15,11,6,1,2,2,1,Slight,-0.071488,51.461289
4147,534070,175370,3,1,3,1,30,1,1,1,13,9,4,2,1,2,2,Slight,-0.071484,51.461379
4148,534070,175370,3,1,3,1,30,1,1,1,13,9,2,2,1,2,2,Slight,-0.071484,51.461379
4149,534070,175370,3,1,3,1,30,1,1,1,13,9,1,1,1,2,2,Slight,-0.071484,51.461379
4150,534070,175370,3,1,3,1,30,1,1,1,13,9,4,2,2,1,2,Slight,-0.071484,51.461379
4151,534070,175370,3,1,3,1,30,1,1,1,13,9,2,2,2,1,2,Slight,-0.071484,51.461379
4152,534070,175370,3,1,3,1,30,1,1,1,13,9,1,1,2,1,2,Slight,-0.071484,51.461379
11539,534070,175360,3,1,2,1,30,1,1,2,19,3,6,2,1,2,1,Slight,-0.071488,51.461289
12494,534060,175360,3,1,2,1,30,3,4,6,4,9,13,5,1,1,3,Slight,-0.071652,51.461346
12495,534060,175360,3,1,2,1,30,3,4,6,4,9,8,4,1,1,3,Slight,-0.071652,51.461346
13958,534070,175360,3,1,2,1,30,1,1,3,6,3,7,5,1,1,2,Assistance,-0.071488,51.461289
14104,534070,175360,3,2,2,1,30,3,1,5,15,5,2,2,1,1,2,Slight,-0.071488,51.461289
14215,534070,175360,3,1,2,1,30,1,1,4,19,3,10,5,1,1,3,Assistance,-0.071488,51.461289
579,534070,175350,3,1,2,1,30,1,1,2,25,6,10,4,1,1,3,Slight,-0.071491,51.461199
1530,534070,175360,3,2,1,1,30,3,1,1,15,11,6,1,2,2,1,Slight,-0.071488,51.461289
4147,534070,175370,3,1,3,1,30,1,1,1,13,9,4,2,1,2,2,Slight,-0.071484,51.461379
4148,534070,175370,3,1,3,1,30,1,1,1,13,9,2,2,1,2,2,Slight,-0.071484,51.461379
4149,534070,175370,3,1,3,1,30,1,1,1,13,9,1,1,1,2,2,Slight,-0.071484,51.461379
4150,534070,175370,3,1,3,1,30,1,1,1,13,9,4,2,2,1,2,Slight,-0.071484,51.461379
4151,534070,175370,3,1,3,1,30,1,1,1,13,9,2,2,2,1,2,Slight,-0.071484,51.461379
4152,534070,175370,3,1,3,1,30,1,1,1,13,9,1,1,2,1,2,Slight,-0.071484,51.461379
11539,534070,175360,3,1,2,1,30,1,1,2,19,3,6,2,1,2,1,Slight,-0.071488,51.461289
13958,534070,175360,3,1,2,1,30,1,1,3,6,3,7,5,1,1,2,Assistance,-0.071488,51.461289
14104,534070,175360,3,2,2,1,30,3,1,5,15,5,2,2,1,1,2,Slight,-0.071488,51.461289
14215,534070,175360,3,1,2,1,30,1,1,4,19,3,10,5,1,1,3,Assistance,-0.071488,51.461289
7953,533470,175380,3,1,1,2,30,3,1,2,1,2,3,5,3,2,4,Slight,-0.080112,51.46161
8397,533460,175390,3,2,2,1,30,1,1,2,25,3,1,5,1,1,3,Slight,-0.080252,51.461702
13439,533470,175380,3,2,2,1,30,3,1,7,13,2,15,2,3,1,2,Assistance,-0.080133,51.461665
13440,533470,175380,3,2,2,1,30,3,1,7,13,2,12,2,3,1,2,Assistance,-0.080133,51.461665
7953,533470,175380,3,1,1,2,30,3,1,2,1,2,3,5,3,2,4,Slight,-0.080112,51.46161
13439,533470,175380,3,2,2,1,30,3,1,7,13,2,15,2,3,1,2,Assistance,-0.080133,51.461665
13440,533470,175380,3,2,2,1,30,3,1,7,13,2,12,2,3,1,2,Assistance,-0.080133,51.461665
10186,534180,175410,3,2,2,1,30,3,1,2,9,5,5,4,1,1,2,Assistance,-0.069886,51.461712
10187,534180,175410,3,2,2,1,30,3,1,2,9,5,4,2,1,1,2,Assistance,-0.069886,51.461712
10194,534180,175410,3,1,1,1,30,1,1,3,12,2,9,2,3,1,1,Assistance,-0.069886,51.461712
10832,534170,175400,3,1,2,2,30,1,1,4,34,9,4,4,1,1,3,Slight,-0.070034,51.461625
12328,534170,175400,3,1,1,2,30,1,2,1,36,2,7,2,3,2,3,Slight,-0.070034,51.461625
17235,534170,175400,3,1,2,1,20,1,1,7,44,7,17,2,1,1,3,Slight,-0.070029,51.46168
10186,534180,175410,3,2,2,1,30,3,1,2,9,5,5,4,1,1,2,Assistance,-0.069886,51.461712
10187,534180,175410,3,2,2,1,30,3,1,2,9,5,4,2,1,1,2,Assistance,-0.069886,51.461712
10194,534180,175410,3,1,1,1,30,1,1,3,12,2,9,2,3,1,1,Assistance,-0.069886,51.461712
4884,532690,175420,3,2,1,1,30,3,1,6,46,9,13,1,2,2,3,Assistance,-0.091318,51.462153
6451,532690,175420,3,1,2,2,30,1,1,7,51,9,6,5,2,1,2,Slight,-0.091318,51.462153
6452,532690,175420,3,1,2,2,30,1,1,7,51,9,6,5,2,1,1,Slight,-0.091318,51.462153
4884,532690,175420,3,2,1,1,30,3,1,6,46,9,13,1,2,2,3,Assistance,-0.091318,51.462153
6451,532690,175420,3,1,2,2,30,1,1,7,51,9,6,5,2,1,2,Slight,-0.091318,51.462153
6452,532690,175420,3,1,2,2,30,1,1,7,51,9,6,5,2,1,1,Slight,-0.091318,51.462153
4856,533390,175440,3,1,2,1,30,1,1,2,46,3,9,5,1,1,1,Slight,-0.08124,51.462168
9418,533400,175450,3,1,1,1,30,1,1,7,13,2,8,2,3,2,3,Slight,-0.081092,51.462256
10769,533400,175440,3,1,2,1,30,1,1,5,30,5,10,3,1,1,3,Assistance,-0.081097,51.462166
10770,533400,175440,3,1,2,1,30,1,1,5,30,5,9,2,1,1,3,Assistance,-0.081097,51.462166
12777,533400,175440,3,1,2,1,30,1,1,2,22,9,10,3,1,1,2,Slight,-0.081117,51.462221
12778,533400,175440,3,1,2,1,30,1,1,2,22,9,0,2,1,1,2,Slight,-0.081117,51.462221
13159,533400,175440,3,1,2,2,30,1,2,1,39,3,9,5,1,1,3,Slight,-0.081117,51.462221
14149,533400,175440,3,1,2,2,30,3,2,4,1,9,7,3,1,1,3,Slight,-0.081097,51.462166
14150,533400,175440,3,1,2,2,30,3,2,4,1,9,7,2,1,1,3,Slight,-0.081097,51.462166
9418,533400,175450,3,1,1,1,30,1,1,7,13,2,8,2,3,2,3,Slight,-0.081092,51.462256
10769,533400,175440,3,1,2,1,30,1,1,5,30,5,10,3,1,1,3,Assistance,-0.081097,51.462166
10770,533400,175440,3,1,2,1,30,1,1,5,30,5,9,2,1,1,3,Assistance,-0.081097,51.462166
12777,533400,175440,3,1,2,1,30,1,1,2,22,9,10,3,1,1,2,Slight,-0.081117,51.462221
12778,533400,175440,3,1,2,1,30,1,1,2,22,9,0,2,1,1,2,Slight,-0.081117,51.462221
13159,533400,175440,3,1,2,2,30,1,2,1,39,3,9,5,1,1,3,Slight,-0.081117,51.462221
14149,533400,175440,3,1,2,2,30,3,2,4,1,9,7,3,1,1,3,Slight,-0.081097,51.462166
14150,533400,175440,3,1,2,2,30,3,2,4,1,9,7,2,1,1,3,Slight,-0.081097,51.462166
6786,534280,175450,3,2,2,1,30,1,1,5,16,9,3,3,2,2,2,Slight,-0.068432,51.462048
6787,534280,175450,3,2,2,1,30,1,1,5,16,9,14,2,2,2,2,Slight,-0.068432,51.462048
8728,534280,175450,3,2,2,1,30,3,1,6,30,5,9,2,1,1,2,Slight,-0.068432,51.462048
8729,534280,175450,3,2,2,1,30,3,1,6,30,5,16,4,1,1,2,Slight,-0.068432,51.462048
10667,534280,175450,3,2,1,1,30,1,1,6,27,2,1,2,3,2,2,Slight,-0.068433,51.462048
14926,534290,175460,3,1,1,1,20,1,1,1,13,2,6,2,3,2,3,Assistance,-0.06828,51.462191
14926,534290,175460,3,1,1,1,20,1,1,1,13,2,6,2,3,2,3,Assistance,-0.06828,51.462191
4417,534380,175480,3,2,1,1,30,3,1,6,26,2,8,2,3,1,2,Assistance,-0.066982,51.462294
5993,534370,175470,3,2,2,1,30,1,1,3,40,9,6,5,1,1,3,Slight,-0.06713,51.462206
5994,534370,175470,3,2,2,1,30,1,1,3,40,9,4,2,1,1,3,Slight,-0.06713,51.462206
6407,534380,175470,3,2,1,1,30,3,1,2,37,2,15,2,3,1,1,Slight,-0.066986,51.462204
7294,534380,175470,3,1,2,1,30,1,1,5,33,3,8,5,1,1,3,Slight,-0.066986,51.462204
7844,534380,175470,3,1,1,1,30,1,1,2,4,2,3,5,3,2,1,Assistance,-0.066986,51.462204
11547,534380,175470,3,1,1,1,30,1,1,4,14,2,7,2,3,1,3,Slight,-0.066987,51.462204
12865,534380,175480,3,2,2,1,30,1,1,2,27,9,10,3,1,1,3,Slight,-0.067003,51.462349
12866,534380,175480,3,2,2,1,30,1,1,2,27,9,2,2,1,1,3,Slight,-0.067003,51.462349
4417,534380,175480,3,2,1,1,30,3,1,6,26,2,8,2,3,1,2,Assistance,-0.066982,51.462294
6407,534380,175470,3,2,1,1,30,3,1,2,37,2,15,2,3,1,1,Slight,-0.066986,51.462204
7294,534380,175470,3,1,2,1,30,1,1,5,33,3,8,5,1,1,3,Slight,-0.066986,51.462204
7844,534380,175470,3,1,1,1,30,1,1,2,4,2,3,5,3,2,1,Assistance,-0.066986,51.462204
11547,534380,175470,3,1,1,1,30,1,1,4,14,2,7,2,3,1,3,Slight,-0.066987,51.462204
12865,534380,175480,3,2,2,1,30,1,1,2,27,9,10,3,1,1,3,Slight,-0.067003,51.462349
12866,534380,175480,3,2,2,1,30,1,1,2,27,9,2,2,1,1,3,Slight,-0.067003,51.462349
7478,534400,175500,3,1,1,2,30,1,1,5,41,11,2,1,2,2,4,Slight,-0.066687,51.462469
8099,534400,175490,3,2,1,1,30,3,1,5,12,2,9,2,3,2,3,Slight,-0.066691,51.462379
8689,534400,175500,3,1,1,1,30,1,1,4,36,2,2,2,3,2,1,Assistance,-0.066687,51.462469
12587,534400,175510,3,2,3,1,30,3,1,7,9,9,7,2,1,1,3,Slight,-0.066704,51.462614
12588,534400,175510,3,2,3,1,30,3,1,7,9,9,3,2,1,1,3,Slight,-0.066704,51.462614
12589,534400,175510,3,2,3,1,30,3,1,7,9,9,7,2,1,2,3,Slight,-0.066704,51.462614
12590,534400,175510,3,2,3,1,30,3,1,7,9,9,3,2,1,2,3,Slight,-0.066704,51.462614
7478,534400,175500,3,1,1,2,30,1,1,5,41,11,2,1,2,2,4,Slight,-0.066687,51.462469
8099,534400,175490,3,2,1,1,30,3,1,5,12,2,9,2,3,2,3,Slight,-0.066691,51.462379
8689,534400,175500,3,1,1,1,30,1,1,4,36,2,2,2,3,2,1,Assistance,-0.066687,51.462469
12587,534400,175510,3,2,3,1,30,3,1,7,9,9,7,2,1,1,3,Slight,-0.066704,51.462614
12588,534400,175510,3,2,3,1,30,3,1,7,9,9,3,2,1,1,3,Slight,-0.066704,51.462614
12589,534400,175510,3,2,3,1,30,3,1,7,9,9,7,2,1,2,3,Slight,-0.066704,51.462614
12590,534400,175510,3,2,3,1,30,3,1,7,9,9,3,2,1,2,3,Slight,-0.066704,51.462614
894,533320,175520,3,2,2,1,30,3,1,2,40,9,5,5,1,1,3,Slight,-0.082217,51.462904
3038,533320,175530,3,1,2,1,30,3,1,4,1,9,1,3,1,2,3,Slight,-0.082213,51.462994
