,Easting,Northing,1st Road Class,Number of Vehicles,Road Surface,Speed Limit,Lighting Conditions,Weather Conditions,dia_semana,semana_en_año,Type of Vehicle,Age of Vehicle,First Point of Impact,Casualty Class,Sex of Casualty,Age of Casualty,Casualty Severity,longitude,latitude,Accident Time Sin,Accident Time Cos
17042,1330151,1690822,6,2,0,60,0,0,1,34,5,2020,6,0,0,3,Slight,lon,lat,0.9510565162951536,-0.3090169943749471
18302,1330151,1690822,6,2,0,60,0,0,7,48,2,2012,6,0,1,3,Slight,lon,lat,-0.34202014332566866,-0.9396926207859084
18650,1330151,1690822,6,2,0,60,0,0,2,1,2,1999,6,0,0,3,Slight,lon,lat,-0.8788171126619654,0.47715876025960835
20777,1330151,1690822,6,2,0,60,1,0,1,32,2,2021,6,0,1,3,Slight,lon,lat,-0.9848077530122081,0.17364817766692997
20940,1330151,1690822,6,2,0,60,1,1,5,34,2,2005,6,0,0,3,Slight,lon,lat,0.9914448613738104,-0.1305261922200516
1024,1327911,1691015,8,2,0,90,0,0,5,11,1,2005,8,2,0,3,Slight,lon,lat,0.9222009716704519,-0.3867109616368205
6297,1327911,1691015,8,2,0,90,1,0,1,14,1,2006,8,2,0,3,Assistance,lon,lat,0.9940563382223196,0.10886687485196474
14547,1327911,1691015,8,2,0,90,1,0,1,6,2,2014,8,0,0,3,Slight,lon,lat,0.8314696123025452,0.5555702330196023
14548,1327911,1691015,8,2,0,90,1,0,1,6,2,2018,8,0,1,3,Slight,lon,lat,0.8314696123025452,0.5555702330196023
9827,1329326,1691480,1,2,0,70,1,0,2,51,1,2001,4,2,0,3,Assistance,lon,lat,0.9063077870366499,0.42261826174069944
12113,1327719,1691729,3,2,0,90,0,0,7,29,6,1997,1,0,0,2,Assistance,lon,lat,-0.9366721892483976,-0.3502073812594676
2787,1334852,1691772,6,2,0,60,0,0,5,30,5,2016,5,0,1,3,Slight,lon,lat,-0.8660254037844384,-0.5000000000000004
8060,1334852,1691772,6,2,0,60,1,1,4,32,2,2006,8,0,0,3,Slight,lon,lat,-0.9978589232386035,0.06540312923014326
8061,1334852,1691772,6,2,0,60,1,1,4,32,2,2006,8,1,1,1,Slight,lon,lat,-0.9978589232386035,0.06540312923014326
