,Easting,Northing,1st Road Class,Number of Vehicles,Road Surface,Speed Limit,Lighting Conditions,Weather Conditions,dia_semana,semana_en_año,Type of Vehicle,Age of Vehicle,First Point of Impact,Casualty Class,Sex of Casualty,Age of Casualty,Casualty Severity,longitude,latitude,Accident Time Sin,Accident Time Cos
20305,1316416,1640652,1,3,0,70,0,0,3,25,5,2014,9,0,1,3,Slight,lon,lat,-0.7826081568524138,-0.6225146366376196
9801,1317561,1640923,1,3,0,90,0,0,1,51,6,2011,9,0,0,4,Assistance,lon,lat,-0.8660254037844384,-0.5000000000000004
8503,1315723,1641134,8,2,0,50,0,0,6,37,1,2005,7,2,0,3,Assistance,lon,lat,-0.4422886902190011,-0.8968727415326884
13284,1315723,1641134,8,2,0,50,0,0,7,44,1,2015,7,2,0,3,Slight,lon,lat,-0.6494480483301835,-0.760405965600031
21027,1316382,1641503,3,3,0,70,0,1,4,36,2,2010,5,0,1,2,Assistance,lon,lat,0.766044443118978,-0.6427876096865394
1736,1316362,1642084,6,2,0,70,0,0,2,19,5,2014,5,0,1,3,Slight,lon,lat,0.258819045102521,-0.9659258262890682
1740,1316371,1642084,6,2,0,70,0,0,2,19,2,2017,5,0,1,4,Slight,lon,lat,-0.9153114791194471,-0.40274668985873735
3410,1316369,1641874,3,2,0,70,0,0,4,36,0,2017,9,2,0,2,Slight,lon,lat,-0.9961946980917455,-0.08715574274765825
4623,1316362,1642084,6,3,0,70,0,0,3,49,5,2002,6,1,1,1,Slight,lon,lat,-0.7798844830928814,-0.6259234721840596
5143,1316362,1642084,6,2,0,70,0,0,3,3,5,2014,8,0,1,3,Slight,lon,lat,0.90630778703665,-0.42261826174069933
6330,1316371,1642084,6,3,0,70,0,0,4,14,6,1989,6,0,1,4,Assistance,lon,lat,0.15212338618991708,-0.9883615104677607
6331,1316371,1642084,6,3,0,70,0,0,4,14,2,2003,6,0,0,3,Assistance,lon,lat,0.15212338618991708,-0.9883615104677607
11614,1316362,1642084,6,2,0,70,0,1,2,23,6,2004,5,0,0,3,Slight,lon,lat,-0.3007057995042727,-0.953716950748227
11615,1316362,1642084,6,2,0,70,0,1,2,23,6,2004,5,1,1,3,Slight,lon,lat,-0.3007057995042727,-0.953716950748227
11881,1316371,1642084,6,3,0,70,1,0,1,27,5,2017,6,1,0,1,Slight,lon,lat,-0.9848077530122081,0.17364817766692997
12286,1316371,1642084,6,3,0,70,0,0,3,32,2,2018,5,0,1,3,Slight,lon,lat,-0.8987940462991668,-0.43837114678907774
12676,1316362,1642084,6,2,0,70,0,0,4,37,2,2015,8,0,0,3,Slight,lon,lat,0.13052619222005157,-0.9914448613738104
13728,1316371,1642084,6,4,0,70,0,0,5,49,2,2004,5,1,1,1,Slight,lon,lat,-0.7223639620597555,-0.6915130557822695
13729,1316371,1642084,6,4,0,70,0,0,5,49,2,2015,5,0,1,1,Slight,lon,lat,-0.7223639620597555,-0.6915130557822695
15856,1316426,1642085,1,2,0,50,0,0,2,20,1,2008,7,2,0,3,Slight,lon,lat,-0.958819734868193,-0.28401534470392265
16500,1316371,1642084,6,2,0,70,1,0,5,27,2,2002,8,0,1,4,Slight,lon,lat,-0.9978589232386035,-0.06540312923014273
18673,1316371,1642084,6,3,0,70,0,0,3,2,5,2012,5,0,0,3,Slight,lon,lat,-0.7071067811865475,-0.7071067811865477
18674,1316371,1642084,6,3,0,70,0,0,3,2,5,2012,5,1,0,3,Slight,lon,lat,-0.7071067811865475,-0.7071067811865477
19421,1316458,1642085,8,2,0,50,1,0,7,12,2,2010,6,0,1,3,Slight,lon,lat,-0.859406411501453,0.5112930860770515
5473,1316366,1642207,1,2,0,70,0,0,7,6,2,2018,6,0,1,3,Slight,lon,lat,-0.2588190451025208,-0.9659258262890683
6424,1316358,1642212,1,2,0,70,0,0,7,3,5,2007,6,0,0,3,Slight,lon,lat,-0.9713420698132613,-0.23768589232617343
16084,1316637,1642092,8,2,0,50,0,0,5,22,6,2008,6,0,0,3,Assistance,lon,lat,-0.7716245833877194,-0.6360782202777646
11957,1318578,1642552,1,2,0,60,1,0,2,28,1,2011,9,2,0,3,Assistance,lon,lat,0.9469301294951057,-0.3214394653031616
762,1169645,1642822,1,2,1,40,0,0,6,1,2,2006,9,0,0,2,Assistance,lon,lat,-0.6087614290087207,-0.7933533402912352
17153,1350747,1643249,1,2,0,80,1,1,5,35,6,2011,9,0,0,3,Assistance,lon,lat,0.10886687485196457,0.9940563382223196
6537,1365760,1643453,1,2,0,100,1,0,4,16,5,2004,9,0,1,3,Assistance,lon,lat,0.8660254037844386,0.5000000000000001
1939,1316300,1643819,6,2,0,70,0,0,3,21,5,2015,5,0,1,3,Slight,lon,lat,-0.9063077870366497,-0.42261826174069994
3368,1316305,1643809,6,2,0,70,0,0,5,36,2,2013,5,0,1,3,Slight,lon,lat,0.06540312923014312,-0.9978589232386035
3369,1316305,1643809,6,2,0,70,0,0,5,36,2,2015,5,0,1,3,Slight,lon,lat,0.06540312923014312,-0.9978589232386035
8116,1316311,1643914,1,2,0,70,1,0,2,33,6,2018,5,0,0,3,Slight,lon,lat,-0.9997620270799091,-0.021814885034560836
8160,1316309,1643967,1,3,0,70,0,0,6,33,2,2016,5,0,1,3,Slight,lon,lat,-0.5000000000000001,-0.8660254037844386
8804,1316310,1643945,3,3,0,70,0,0,5,40,2,2007,5,1,0,3,Slight,lon,lat,-0.7660444431189779,-0.6427876096865395
9657,1316304,1643935,8,2,0,70,0,0,5,49,1,2019,7,2,0,3,Slight,lon,lat,-0.9869963665602318,-0.16074256560382688
10557,1316320,1643820,6,2,0,70,0,0,1,8,1,2019,6,2,0,2,Slight,lon,lat,-0.9396926207859083,0.342020143325669
13575,1316308,1643784,1,2,0,70,0,0,2,48,1,2015,5,2,0,2,Assistance,lon,lat,-0.9624552364536473,-0.2714404498650742
16874,1316308,1643773,1,2,0,70,0,0,5,32,2,2013,5,0,1,3,Slight,lon,lat,-0.7688418320734591,-0.6394390019805851
17449,1316305,1643809,6,3,0,70,0,0,3,39,2,2016,5,0,1,3,Slight,lon,lat,0.19936793441719725,-0.9799247046208296
3441,1319222,1644274,1,2,0,80,1,1,3,37,2,2008,9,0,0,3,Slight,lon,lat,0.9713420698132614,0.2376858923261731
7768,1319259,1644309,3,2,0,80,1,0,4,29,1,2010,7,2,0,2,Assistance,lon,lat,-0.9876883405951378,0.15643446504023067
8000,1319172,1644247,8,2,0,80,0,0,1,32,2,2006,9,1,1,3,Slight,lon,lat,-0.9890158633619168,-0.14780941112961046
15157,1319172,1644247,8,2,0,80,0,0,6,11,1,2012,5,2,0,3,Slight,lon,lat,0.06540312923014312,-0.9978589232386035
16830,1319127,1644204,1,7,0,80,0,1,3,32,5,2013,5,0,1,2,Slight,lon,lat,0.9288095528719242,-0.3705574375098363
1535,1319276,1644347,8,3,0,80,0,0,1,17,2,2017,5,1,1,3,Slight,lon,lat,-0.7518398074789769,-0.6593458151000694
2328,1319287,1644500,0,2,0,80,1,0,5,25,2,2001,5,0,0,3,Slight,lon,lat,-0.9961946980917455,-0.08715574274765825
6342,1319267,1644317,8,3,0,80,0,0,4,14,2,2002,5,0,1,3,Assistance,lon,lat,-0.4027466898587375,-0.915311479119447
6343,1319267,1644317,8,3,0,80,0,0,4,14,2,1996,5,0,0,3,Assistance,lon,lat,-0.4027466898587375,-0.915311479119447
7666,1319267,1644317,8,3,0,80,1,1,4,28,9,2011,7,0,0,3,Slight,lon,lat,1.0,-1.6081226496766364e-16
8778,1319288,1644358,8,2,0,80,1,0,3,40,5,2009,6,0,1,3,Slight,lon,lat,-0.7460573750616997,0.6658816660008341
9413,1319267,1644317,8,1,0,80,0,0,1,47,9,2015,1,0,0,3,Slight,lon,lat,-0.13052619222005177,-0.9914448613738104
10381,1319288,1644358,8,3,0,80,0,0,1,6,2,2002,5,0,1,2,Slight,lon,lat,-0.9990482215818578,-0.04361938736533613
15137,1319267,1644317,8,3,0,80,1,0,4,11,5,2016,5,0,1,3,Slight,lon,lat,-0.7604059656000308,0.6494480483301839
19493,1319288,1644358,8,2,0,80,0,0,5,13,5,2020,5,0,1,3,Slight,lon,lat,-0.7933533402912349,-0.6087614290087209
9609,1378174,1644698,0,2,0,110,1,0,2,49,2,2002,9,0,0,3,Assistance,lon,lat,0.19509032201612828,0.9807852804032304
11895,1353609,1645198,1,1,0,100,1,0,2,27,2,2003,1,0,0,2,Assistance,lon,lat,-0.15212338618991633,0.9883615104677608
8696,1342329,1645370,1,2,0,100,1,0,6,39,6,2017,9,0,0,2,Slight,lon,lat,0.25881904510252074,0.9659258262890683
19103,1342354,1645400,1,2,0,100,1,0,7,8,5,1990,9,0,0,2,Assistance,lon,lat,0.9762960071199335,-0.21643961393810257
8634,1319733,1645813,1,2,0,50,0,0,1,39,1,2007,5,2,0,2,Assistance,lon,lat,-0.9713420698132613,-0.23768589232617343
1968,1316018,1646128,3,3,0,50,0,0,6,21,2,2013,9,0,1,4,Slight,lon,lat,-0.8870108331782218,-0.4617486132350336
13116,1316055,1646116,8,2,0,60,0,0,4,42,5,2014,5,0,1,3,Assistance,lon,lat,-0.9537169507482269,-0.30070579950427295
8920,1317303,1646264,1,3,0,50,1,0,1,42,2,2000,9,0,1,2,Assistance,lon,lat,-0.8191520442889918,0.573576436351046
14751,1315976,1646637,6,2,0,50,0,0,1,8,2,2017,9,0,0,4,Assistance,lon,lat,-0.8788171126619656,-0.4771587602596079
2877,1316050,1647069,1,3,0,50,1,1,4,31,2,2000,11,0,1,3,Assistance,lon,lat,-0.9025852843498607,0.4305110968082948
993,1317357,1647424,6,2,0,60,0,0,3,11,2,2012,5,0,1,3,Slight,lon,lat,-0.4027466898587375,-0.915311479119447
1079,1317288,1647423,3,3,0,60,0,0,2,12,2,1997,5,1,0,4,Slight,lon,lat,-0.8064446042674827,-0.5913096483635822
3018,1317357,1647424,6,2,0,60,0,0,1,33,2,2005,8,0,1,4,Slight,lon,lat,-0.7071067811865475,-0.7071067811865477
3019,1317357,1647424,6,2,0,60,0,0,1,33,2,2005,8,1,1,1,Slight,lon,lat,-0.7071067811865475,-0.7071067811865477
3020,1317357,1647424,6,2,0,60,0,0,1,33,2,2005,8,1,0,1,Slight,lon,lat,-0.7071067811865475,-0.7071067811865477
3021,1317357,1647424,6,2,0,60,0,0,1,33,5,2003,8,0,1,3,Slight,lon,lat,-0.7071067811865475,-0.7071067811865477
3022,1317357,1647424,6,2,0,60,0,0,1,33,5,2003,8,1,1,4,Slight,lon,lat,-0.7071067811865475,-0.7071067811865477
4361,1317363,1647311,1,2,0,60,0,0,4,46,2,2007,6,0,1,1,Slight,lon,lat,-0.9961946980917455,-0.08715574274765825
7473,1317362,1647424,6,2,0,60,0,0,7,25,2,2004,8,0,1,3,Slight,lon,lat,-0.8660254037844384,-0.5000000000000004
7606,1317362,1647424,6,2,0,60,0,0,5,27,2,2015,5,1,1,3,Slight,lon,lat,-0.8410390129643924,-0.540974471367994
10096,1317362,1647424,6,2,0,60,0,1,5,2,2,2003,9,0,1,2,Slight,lon,lat,-0.6593458151000685,-0.7518398074789777
10914,1317169,1647417,3,1,0,60,0,0,4,11,1,1999,1,2,0,2,Slight,lon,lat,-0.8660254037844384,-0.5000000000000004
12607,1317124,1647416,8,2,0,60,1,0,4,36,5,2008,6,0,1,3,Slight,lon,lat,-0.8433914458128862,0.5372996083468231
15812,1317352,1647421,6,2,0,60,0,0,5,19,2,2002,5,1,0,1,Slight,lon,lat,0.8115739819650124,-0.5842496656374342
16391,1317352,1647421,6,2,0,60,1,1,3,26,2,2008,8,0,1,3,Slight,lon,lat,-0.24192189559966787,0.9702957262759965
17683,1317362,1647424,6,2,0,60,0,0,1,42,5,2020,8,0,1,3,Slight,lon,lat,-0.6259234721840591,-0.7798844830928818
17684,1317362,1647424,6,2,0,60,0,0,1,42,2,2004,8,0,0,3,Slight,lon,lat,-0.6259234721840591,-0.7798844830928818
17825,1317362,1647424,6,2,0,60,0,0,6,43,5,2005,6,0,0,4,Assistance,lon,lat,-0.9713420698132614,0.23768589232617307
17918,1317352,1647421,6,2,0,60,0,0,6,44,5,2020,8,1,1,1,Slight,lon,lat,0.90630778703665,-0.42261826174069933
18293,1317362,1647424,6,2,0,60,0,0,2,49,5,2002,8,0,1,3,Slight,lon,lat,-0.13052619222005177,-0.9914448613738104
18871,1317362,1647424,6,2,0,60,0,0,4,5,2,2011,8,0,1,3,Slight,lon,lat,-0.9996573249755573,0.026176948307873114
18872,1317362,1647424,6,2,0,60,0,0,4,5,2,2008,8,0,1,2,Slight,lon,lat,-0.9996573249755573,0.026176948307873114
19279,1317352,1647429,6,2,0,60,1,0,1,11,2,2000,8,1,1,2,Slight,lon,lat,-0.36243803828370186,0.9320078692827984
6096,1316747,1647726,1,3,0,50,0,0,3,12,2,2001,11,0,0,3,Slight,lon,lat,-0.6851829903263591,-0.7283709698824002
16282,1316718,1647644,1,2,0,50,1,0,1,25,2,2001,11,0,0,2,Assistance,lon,lat,-0.8549118706729468,0.5187732581605211
2555,1319114,1647839,5,2,0,100,0,0,1,28,5,1997,9,0,0,4,Slight,lon,lat,-0.6755902076156598,-0.7372773368101244
3351,1319111,1647877,3,2,0,100,1,0,4,36,2,1997,9,0,0,2,Slight,lon,lat,0.1521233861899167,0.9883615104677607
8539,1319260,1647881,1,2,0,50,1,0,1,38,5,2014,11,0,1,3,Assistance,lon,lat,-0.9762960071199335,0.21643961393810246
20318,1315932,1648416,1,2,0,40,0,0,4,25,2,2005,7,0,0,3,Assistance,lon,lat,-0.7933533402912349,-0.6087614290087209
3261,1319176,1648642,1,3,0,60,1,0,3,35,4,2017,5,1,0,4,Assistance,lon,lat,-0.9320078692827986,0.36243803828370147
16675,1319157,1648619,0,2,0,100,0,0,4,30,2,2007,9,0,0,3,Slight,lon,lat,0.6427876096865395,-0.7660444431189779
19881,1318966,1648643,8,2,0,60,1,0,2,19,1,2007,6,2,0,2,Slight,lon,lat,-1.0,-1.8369701987210297e-16
12464,1323125,1648769,8,2,0,80,0,0,5,34,2,2013,8,0,0,3,Slight,lon,lat,-0.1348509302737229,-0.9908658973868822
12465,1323125,1648769,8,2,0,80,0,0,5,34,2,2014,8,0,1,4,Slight,lon,lat,-0.1348509302737229,-0.9908658973868822
18282,1323125,1648769,8,3,0,80,0,0,1,49,2,2011,9,0,0,3,Assistance,lon,lat,-0.9537169507482269,-0.30070579950427295
8203,1320925,1649096,1,2,0,50,0,0,3,34,5,2008,7,0,0,3,Slight,lon,lat,-0.9914448613738104,-0.13052619222005163
8204,1320925,1649096,1,2,0,50,0,0,3,34,5,2008,7,1,1,1,Slight,lon,lat,-0.9914448613738104,-0.13052619222005163
16089,1321039,1649246,1,2,0,50,1,0,5,22,2,2003,9,0,0,3,Assistance,lon,lat,-0.13052619222005168,0.9914448613738104
13092,1317806,1649705,3,2,0,80,0,0,3,42,1,2019,7,2,0,2,Assistance,lon,lat,-0.8660254037844384,-0.5000000000000004
13789,1316723,1650007,1,2,0,50,0,0,2,50,5,2013,9,0,1,3,Assistance,lon,lat,-0.9914448613738104,-0.13052619222005163
12929,1317995,1650084,8,2,0,50,0,0,4,40,1,2013,9,2,0,3,Slight,lon,lat,0.7798844830928818,-0.6259234721840591
17446,1317998,1650279,3,3,0,80,0,0,3,39,2,1998,9,0,1,4,Assistance,lon,lat,0.6087614290087209,-0.793353340291235
5596,1323073,1650494,8,2,0,80,0,0,7,7,2,2001,6,1,0,4,Slight,lon,lat,-0.5372996083468239,-0.8433914458128856
12538,1323076,1650638,8,2,0,80,0,0,5,35,2,2008,6,0,0,3,Slight,lon,lat,0.9723699203976767,-0.23344536385590534
12539,1323076,1650638,8,2,0,80,0,0,5,35,2,1994,6,0,0,1,Slight,lon,lat,0.9723699203976767,-0.23344536385590534
14934,1323067,1650493,8,2,0,80,0,0,4,9,2,1998,6,0,1,2,Slight,lon,lat,-0.9990482215818578,0.043619387365335764
17730,1323067,1650493,8,2,0,80,0,0,5,42,2,1990,8,0,1,3,Assistance,lon,lat,-0.8526401643540924,-0.5224985647159486
17731,1323067,1650493,8,2,0,80,0,0,5,42,2,1990,8,1,1,3,Assistance,lon,lat,-0.8526401643540924,-0.5224985647159486
18731,1323068,1650379,3,2,0,80,0,0,2,3,1,2006,7,2,0,2,Slight,lon,lat,-0.12186934340514687,-0.9925461516413221
2880,1318648,1650956,6,2,0,80,0,0,5,31,5,2012,8,0,1,3,Assistance,lon,lat,0.258819045102521,-0.9659258262890682
8264,1318879,1650968,8,2,0,70,0,0,1,35,7,2008,6,0,0,3,Slight,lon,lat,0.17364817766693028,-0.984807753012208
8573,1318879,1650968,8,2,0,70,0,0,3,38,2,2006,6,0,0,2,Slight,lon,lat,0.8870108331782218,-0.46174861323503374
12527,1318651,1650962,6,1,0,80,0,0,4,35,11,2004,1,0,0,3,Slight,lon,lat,0.15212338618991708,-0.9883615104677607
12582,1318632,1650955,6,3,0,80,0,0,2,36,2,1998,6,0,1,3,Assistance,lon,lat,0.8549118706729465,-0.5187732581605217
12583,1318632,1650955,6,3,0,80,0,0,2,36,6,2018,6,0,0,3,Assistance,lon,lat,0.8549118706729465,-0.5187732581605217
12584,1318632,1650955,6,3,0,80,0,0,2,36,5,2017,6,0,1,3,Assistance,lon,lat,0.8549118706729465,-0.5187732581605217
12585,1318632,1650955,6,3,0,80,0,0,2,36,5,2017,6,1,1,1,Assistance,lon,lat,0.8549118706729465,-0.5187732581605217
14191,1318645,1650950,6,2,0,70,0,0,3,2,5,2002,1,0,0,3,Slight,lon,lat,-0.13052619222005177,-0.9914448613738104
16555,1318651,1650962,6,1,0,80,1,0,4,28,1,2006,1,2,0,2,Assistance,lon,lat,0.9990482215818578,0.04361938736533623
20004,1318632,1650955,6,2,0,80,1,0,2,21,2,2012,6,0,0,3,Slight,lon,lat,-0.9659258262890684,0.2588190451025203
20163,1318612,1650890,3,2,0,80,0,0,5,23,5,2004,5,0,1,3,Assistance,lon,lat,-0.3624380382837015,-0.9320078692827986
20164,1318612,1650890,3,2,0,80,0,0,5,23,5,2011,5,0,0,3,Assistance,lon,lat,-0.3624380382837015,-0.9320078692827986
432,1321356,1651210,3,2,0,60,0,0,2,6,2,2001,6,0,1,4,Slight,lon,lat,0.13052619222005157,-0.9914448613738104
440,1321231,1651032,6,2,0,60,0,0,3,6,2,1998,5,0,0,2,Slight,lon,lat,-0.9961946980917455,-0.08715574274765825
3408,1321231,1651032,6,3,0,60,0,0,1,37,2,2005,5,0,0,3,Slight,lon,lat,0.766044443118978,-0.6427876096865394
10149,1321299,1651034,8,2,0,60,0,0,3,3,2,2001,6,1,0,3,Slight,lon,lat,-0.052335956242943564,-0.9986295347545738
10331,1321423,1651036,1,2,0,60,0,0,5,5,2,2016,5,0,0,2,Slight,lon,lat,0.7223639620597556,-0.6915130557822693
12986,1321299,1651034,8,2,0,60,1,0,1,41,2,1994,5,1,1,3,Slight,lon,lat,-0.9205048534524405,0.3907311284892735
16074,1321231,1651032,6,2,0,60,1,0,4,22,2,2014,8,0,0,4,Assistance,lon,lat,-0.999914327574007,0.01308959557134433
16075,1321231,1651032,6,2,0,60,1,0,4,22,7,2004,8,0,0,3,Assistance,lon,lat,-0.999914327574007,0.01308959557134433
17024,1321343,1651034,1,2,0,60,0,0,2,34,2,2004,6,1,0,1,Slight,lon,lat,-0.8410390129643924,-0.540974471367994
17789,1321386,1651035,6,2,0,60,0,0,4,43,2,2001,6,1,1,4,Slight,lon,lat,0.06104853953485675,-0.998134798421867
3221,1320086,1651535,1,1,1,40,0,0,7,34,1,2016,1,2,0,3,Assistance,lon,lat,-0.5000000000000001,-0.8660254037844386
10575,1321349,1651650,6,2,0,50,0,0,2,8,1,2017,6,2,0,3,Assistance,lon,lat,-0.9914448613738104,-0.13052619222005163
9860,1322694,1652231,1,2,0,50,0,0,5,51,2,1997,5,0,0,4,Assistance,lon,lat,-0.38268343236508967,-0.9238795325112868
2383,1321056,1652492,0,2,0,100,1,0,2,26,2,2003,5,0,1,2,Slight,lon,lat,-0.4226182617407,0.9063077870366497
11521,1320964,1652431,0,3,0,100,1,0,5,21,2,2013,5,0,1,4,Slight,lon,lat,-0.7933533402912352,0.6087614290087205
16763,1321138,1652546,0,2,0,100,1,0,4,31,2,2021,7,0,1,2,Slight,lon,lat,-0.9961946980917455,0.08715574274765789
17151,1320998,1652453,0,2,0,100,1,0,4,35,2,2014,5,0,1,2,Slight,lon,lat,-0.9320078692827986,0.36243803828370147
17439,1321039,1652498,0,2,0,100,1,0,1,39,2,2003,9,0,1,3,Assistance,lon,lat,-0.8660254037844386,0.5000000000000001
5795,1321715,1652818,0,3,0,100,1,0,6,9,1,1990,7,2,0,3,Assistance,lon,lat,-0.8314696123025455,0.5555702330196018
11127,1321762,1652606,8,2,0,50,0,0,1,15,2,2012,5,0,1,2,Slight,lon,lat,0.9396926207859084,-0.3420201433256687
11128,1321762,1652606,8,2,0,50,0,0,1,15,2,2004,5,0,1,3,Slight,lon,lat,0.9396926207859084,-0.3420201433256687
5151,1322996,1653205,3,5,0,80,1,0,1,28,2,2011,12,0,1,2,Slight,lon,lat,-0.9914448613738104,-0.13052619222005163
9351,1322989,1652918,3,3,0,80,0,0,3,46,2,2017,5,0,1,2,Slight,lon,lat,0.9320078692827986,-0.3624380382837014
13561,1323000,1653206,3,2,0,80,0,0,1,48,5,2009,9,0,0,3,Assistance,lon,lat,-0.9978589232386035,-0.06540312923014273
13562,1323000,1653206,3,2,0,80,0,0,1,48,5,2009,9,1,1,3,Assistance,lon,lat,-0.9978589232386035,-0.06540312923014273
12332,1319511,1653308,3,3,0,80,0,1,2,33,2,2001,9,0,0,3,Slight,lon,lat,-0.27982901403099203,-0.9600498543859287
12333,1319511,1653308,3,3,0,80,0,1,2,33,5,2012,9,0,1,2,Slight,lon,lat,-0.27982901403099203,-0.9600498543859287
12334,1319511,1653308,3,3,0,80,0,1,2,33,5,2012,9,1,1,3,Slight,lon,lat,-0.27982901403099203,-0.9600498543859287
21269,1319592,1653325,8,2,0,80,1,0,6,39,1,2021,6,2,0,3,Assistance,lon,lat,-0.9816271834476641,0.19080899537654425
21420,1319502,1653305,3,2,0,80,0,0,2,42,5,2015,5,1,1,1,Slight,lon,lat,0.796002002534622,-0.6052939880428942
21421,1319502,1653305,3,2,0,80,0,0,2,42,5,2017,5,0,1,3,Slight,lon,lat,0.796002002534622,-0.6052939880428942
11888,1322129,1653655,8,1,0,50,0,0,2,27,1,2007,1,2,0,2,Assistance,lon,lat,0.03925981575906895,-0.9992290362407229
18570,1318885,1654064,1,2,0,50,0,0,5,52,1,2014,9,2,0,3,Assistance,lon,lat,-0.8191520442889916,-0.5735764363510464
6949,1320864,1654361,8,2,0,80,1,0,4,20,2,2004,8,0,0,3,Slight,lon,lat,-0.9588197348681932,0.2840153447039223
19527,1320864,1654361,8,2,0,80,0,0,4,14,2,2009,8,0,1,4,Assistance,lon,lat,0.5372996083468241,-0.8433914458128855
1528,1319401,1654760,1,2,0,50,1,0,7,16,1,1981,9,2,0,3,Assistance,lon,lat,-0.9063077870366503,0.42261826174069883
3387,1319416,1654573,1,2,0,50,1,0,6,36,2,1998,11,0,0,4,Slight,lon,lat,-0.24192189559966787,0.9702957262759965
527,1321385,1654936,8,2,0,80,0,0,3,7,1,2001,6,2,0,3,Assistance,lon,lat,0.7071067811865476,-0.7071067811865475
3171,1321385,1654936,8,2,0,80,1,0,3,34,2,2015,8,0,1,2,Slight,lon,lat,-0.8191520442889918,0.573576436351046
3172,1321385,1654936,8,2,0,80,1,0,3,34,2,2015,8,1,1,2,Slight,lon,lat,-0.8191520442889918,0.573576436351046
7063,1321385,1654936,8,2,0,80,1,0,6,21,2,2014,8,0,1,4,Assistance,lon,lat,-0.8767267557075079,0.48098876891938736
9085,1321385,1654936,8,2,0,80,1,0,6,43,1,2013,6,2,0,2,Assistance,lon,lat,-0.48098876891938774,0.8767267557075077
9086,1321385,1654936,8,2,0,80,1,0,6,43,1,2013,6,1,1,1,Assistance,lon,lat,-0.48098876891938774,0.8767267557075077
5955,1323883,1655220,8,2,0,80,1,0,1,11,2,2006,6,1,1,2,Slight,lon,lat,-0.891006524188368,0.45399049973954664
5956,1323883,1655220,8,2,0,80,1,0,1,11,2,2000,6,0,0,3,Slight,lon,lat,-0.891006524188368,0.45399049973954664
6475,1323883,1655220,8,2,0,80,1,0,5,15,5,2009,6,0,1,3,Slight,lon,lat,-0.9914448613738105,0.13052619222005127
6509,1323857,1655129,3,2,0,80,0,0,2,16,1,2004,1,2,1,2,Assistance,lon,lat,0.4656145203251116,-0.8849876374630418
9765,1323883,1655220,8,2,0,80,0,0,6,50,5,2019,6,0,1,3,Slight,lon,lat,-0.08715574274765794,-0.9961946980917455
9766,1323883,1655220,8,2,0,80,0,0,6,50,2,2011,6,1,0,1,Slight,lon,lat,-0.08715574274765794,-0.9961946980917455
15523,1323883,1655220,8,2,0,80,0,0,4,16,2,2017,6,0,0,3,Slight,lon,lat,0.05233595624294381,-0.9986295347545738
15524,1323883,1655220,8,2,0,80,0,0,4,16,2,2017,6,1,1,4,Slight,lon,lat,0.05233595624294381,-0.9986295347545738
12863,1320363,1655567,1,2,0,50,1,0,6,39,2,1990,9,1,0,2,Assistance,lon,lat,0.03925981575906861,0.9992290362407229
5122,1324344,1655937,3,2,0,80,1,0,6,2,5,1999,5,0,1,3,Slight,lon,lat,-0.4924235601034673,0.8703556959398996
7074,1324309,1655855,8,3,0,80,1,1,7,21,2,2006,6,0,1,3,Assistance,lon,lat,-0.8433914458128862,0.5372996083468231
7075,1324309,1655855,8,3,0,80,1,1,7,21,2,2004,6,0,1,3,Assistance,lon,lat,-0.8433914458128862,0.5372996083468231
18588,1324294,1655871,8,1,0,80,0,0,7,52,1,2017,1,2,0,3,Assistance,lon,lat,-0.555570233019602,-0.8314696123025455
21377,1324309,1655855,8,2,0,80,1,0,5,41,1,2012,6,2,0,2,Assistance,lon,lat,0.9961946980917455,-0.08715574274765801
11991,1329817,1656095,1,4,0,60,0,1,5,28,2,2010,9,0,1,3,Assistance,lon,lat,-0.13052619222005177,-0.9914448613738104
606,1322900,1656577,8,2,0,70,0,0,5,7,5,2013,5,0,1,3,Slight,lon,lat,-0.9238795325112866,0.38268343236509
4096,1323016,1656584,1,2,0,70,1,0,7,43,7,2010,1,0,0,3,Slight,lon,lat,0.9659258262890683,0.25881904510252074
7546,1323110,1656599,0,2,0,80,0,1,6,26,5,2016,9,0,1,3,Slight,lon,lat,-0.4226182617406989,-0.9063077870366503
13891,1323101,1656560,0,2,0,80,0,0,3,51,2,2013,5,0,1,3,Slight,lon,lat,-0.8410390129643924,-0.540974471367994
17411,1322901,1656579,8,2,0,70,1,0,5,38,1,2017,8,2,0,2,Assistance,lon,lat,-0.9876883405951378,0.15643446504023067
3462,1326957,1656950,14,4,0,60,0,0,4,37,5,2009,5,1,0,2,Slight,lon,lat,0.8870108331782218,-0.46174861323503374
8446,1327189,1656809,1,2,0,60,0,0,1,37,2,2004,4,0,1,3,Assistance,lon,lat,0.8141155183563192,-0.5807029557109398
8447,1327189,1656809,1,2,0,60,0,0,1,37,2,2000,4,0,1,3,Assistance,lon,lat,0.8141155183563192,-0.5807029557109398
10706,1326991,1656931,8,2,0,60,0,0,4,9,2,2010,5,0,1,3,Slight,lon,lat,-1.0,-1.8369701987210297e-16
19992,1327076,1656884,1,2,0,60,0,0,2,21,7,2000,5,0,0,4,Slight,lon,lat,0.8703556959398997,-0.492423560103467
3817,1323263,1657091,0,3,0,100,0,0,1,41,2,2004,5,0,1,2,Assistance,lon,lat,-0.7071067811865475,-0.7071067811865477
4900,1323440,1657203,10,1,0,5,1,0,7,51,1,2002,1,2,1,2,Assistance,lon,lat,0.9692309097067544,0.24615329302899316
