,Easting,Northing,1st Road Class,Number of Vehicles,Road Surface,Speed Limit,Lighting Conditions,Weather Conditions,dia_semana,semana_en_año,Type of Vehicle,Age of Vehicle,First Point of Impact,Casualty Class,Sex of Casualty,Age of Casualty,Casualty Severity,latitude,longitude,Accident Time Sin,Accident Time Cos
229,2518393,2338368,0,2,2,60,1,9,2,30,1,2004,1,3,1,3,Assistance,-38.45613,145.21069,-0.17364817766693003,-0.9848077530122081
230,2518393,2338368,0,2,2,60,1,9,2,30,2,2003,1,3,1,3,Assistance,-38.45613,145.21069,-0.17364817766693003,-0.9848077530122081
231,2518393,2338368,0,2,2,60,1,9,2,30,1,2004,1,2,0,3,Assistance,-38.45613,145.21069,-0.17364817766693003,-0.9848077530122081
232,2518393,2338368,0,2,2,60,1,9,2,30,2,2003,1,2,0,3,Assistance,-38.45613,145.21069,-0.17364817766693003,-0.9848077530122081
233,2518393,2338368,0,2,2,60,1,9,2,30,1,2004,1,2,1,3,Assistance,-38.45613,145.21069,-0.17364817766693003,-0.9848077530122081
234,2518393,2338368,0,2,2,60,1,9,2,30,2,2003,1,2,1,3,Assistance,-38.45613,145.21069,-0.17364817766693003,-0.9848077530122081
8287,2498571,2338815,0,1,1,100,1,1,4,52,10,1989,8,4,1,2,Assistance,-38.45229,144.98364,-0.38268343236508967,-0.9238795325112868
8908,2521748,2338931,1,1,2,999,1,2,6,41,10,2001,8,4,1,3,Assistance,-38.45099,145.2491,0.8433914458128858,-0.5372996083468236
2944,2520864,2339051,4,1,1,50,3,1,7,42,1,2005,2,1,0,2,Assistance,-38.44993,145.23898,0.6087614290087207,0.7933533402912352
2945,2520864,2339051,4,1,1,50,3,1,7,42,1,2005,2,2,0,3,Slight,-38.44993,145.23898,0.6087614290087207,0.7933533402912352
4260,2498290,2339191,0,1,1,100,1,1,6,49,2,2001,6,2,0,2,Assistance,-38.4489,144.98041,-0.8433914458128855,-0.5372996083468242
4073,2520866,2339258,4,1,1,50,3,1,4,47,1,1991,4,3,1,2,Assistance,-38.44806,145.23899,-0.2588190451025207,0.9659258262890683
4074,2520866,2339258,4,1,1,50,3,1,4,47,1,1991,4,2,1,2,Assistance,-38.44806,145.23899,-0.2588190451025207,0.9659258262890683
3341,2502794,2339336,0,1,1,90,5,1,7,44,4,1998,4,2,0,3,Assistance,-38.44759,145.03201,-0.46174861323503363,0.8870108331782218
3982,2570091,2339925,0,1,1,100,1,9,6,45,10,2000,6,4,0,3,Assistance,-38.43963,145.80271,-0.8660254037844384,-0.5000000000000004
8707,2424374,2340627,0,2,1,80,1,1,2,52,1,2005,1,3,1,3,Slight,-38.43288,144.13399,0.21643961393810318,-0.9762960071199333
8708,2424374,2340627,0,2,1,80,1,1,2,52,1,1993,1,3,1,3,Slight,-38.43288,144.13399,0.21643961393810318,-0.9762960071199333
8709,2424374,2340627,0,2,1,80,1,1,2,52,1,2005,1,3,1,2,Assistance,-38.43288,144.13399,0.21643961393810318,-0.9762960071199333
8710,2424374,2340627,0,2,1,80,1,1,2,52,1,1993,1,3,1,2,Assistance,-38.43288,144.13399,0.21643961393810318,-0.9762960071199333
8711,2424374,2340627,0,2,1,80,1,1,2,52,1,2005,1,3,1,1,Assistance,-38.43288,144.13399,0.21643961393810318,-0.9762960071199333
8712,2424374,2340627,0,2,1,80,1,1,2,52,1,1993,1,3,1,1,Assistance,-38.43288,144.13399,0.21643961393810318,-0.9762960071199333
8713,2424374,2340627,0,2,1,80,1,1,2,52,1,2005,1,2,0,3,Slight,-38.43288,144.13399,0.21643961393810318,-0.9762960071199333
8714,2424374,2340627,0,2,1,80,1,1,2,52,1,1993,1,2,0,3,Slight,-38.43288,144.13399,0.21643961393810318,-0.9762960071199333
8715,2424374,2340627,0,2,1,80,1,1,2,52,1,2005,1,2,0,2,Slight,-38.43288,144.13399,0.21643961393810318,-0.9762960071199333
8716,2424374,2340627,0,2,1,80,1,1,2,52,1,1993,1,2,0,2,Slight,-38.43288,144.13399,0.21643961393810318,-0.9762960071199333
3923,2538568,2340675,0,2,1,50,3,1,1,48,1,1994,2,1,0,3,Assistance,-38.43473,145.44166,-0.6087614290087209,0.7933533402912349
3924,2538568,2340675,0,2,1,50,3,1,1,48,1,1981,2,1,0,3,Assistance,-38.43473,145.44166,-0.6087614290087209,0.7933533402912349
3925,2538568,2340675,0,2,1,50,3,1,1,48,1,1994,2,2,0,3,Assistance,-38.43473,145.44166,-0.6087614290087209,0.7933533402912349
3926,2538568,2340675,0,2,1,50,3,1,1,48,1,1981,2,2,0,3,Assistance,-38.43473,145.44166,-0.6087614290087209,0.7933533402912349
4261,2490838,2340950,0,1,1,100,1,1,7,49,1,1982,4,3,1,2,Assistance,-38.43301,144.89509,-0.5372996083468239,-0.8433914458128856
4262,2490838,2340950,0,1,1,100,1,1,7,49,1,1982,4,2,0,2,Slight,-38.43301,144.89509,-0.5372996083468239,-0.8433914458128856
1003,2636892,2341345,0,1,4,100,5,3,3,32,2,1998,4,2,0,3,Assistance,-38.41935,146.56736,0.9914448613738104,-0.1305261922200516
1004,2636892,2341345,0,1,5,100,5,3,3,32,2,1998,4,2,0,3,Assistance,-38.41935,146.56736,0.9914448613738104,-0.1305261922200516
3496,2570116,2341432,2,2,1,100,5,1,6,45,1,1992,1,3,1,3,Assistance,-38.42606,145.80285,-0.13052619222005168,0.9914448613738104
3497,2570116,2341432,2,2,1,100,5,1,6,45,1,1992,1,3,0,3,Assistance,-38.42606,145.80285,-0.13052619222005168,0.9914448613738104
3498,2570116,2341432,2,2,1,100,5,1,6,45,1,1992,1,3,0,2,Assistance,-38.42606,145.80285,-0.13052619222005168,0.9914448613738104
3499,2570116,2341432,2,2,1,100,5,1,6,45,1,1992,1,3,1,2,Assistance,-38.42606,145.80285,-0.13052619222005168,0.9914448613738104
3500,2570116,2341432,2,2,1,100,5,1,6,45,1,1992,1,2,0,2,Assistance,-38.42606,145.80285,-0.13052619222005168,0.9914448613738104
3501,2570116,2341432,2,2,1,100,5,1,6,45,1,1992,1,2,1,2,Assistance,-38.42606,145.80285,-0.13052619222005168,0.9914448613738104
1948,2569478,2341799,2,2,1,100,1,1,5,38,2,1996,1,3,1,3,Assistance,-38.4228,145.79551,-0.9063077870366497,-0.42261826174069994
1949,2569478,2341799,2,2,1,100,1,1,5,38,1,1988,1,3,1,3,Assistance,-38.4228,145.79551,-0.9063077870366497,-0.42261826174069994
1950,2569478,2341799,2,2,1,100,1,1,5,38,2,1996,1,2,0,3,Assistance,-38.4228,145.79551,-0.9063077870366497,-0.42261826174069994
1951,2569478,2341799,2,2,1,100,1,1,5,38,1,1988,1,2,0,3,Assistance,-38.4228,145.79551,-0.9063077870366497,-0.42261826174069994
3617,2594087,2341857,0,1,1,100,1,1,4,45,1,1991,4,3,1,3,Assistance,-38.4201,146.07725,-0.8660254037844384,-0.5000000000000004
3618,2594087,2341857,0,1,1,100,1,1,4,45,1,1991,4,2,1,3,Assistance,-38.4201,146.07725,-0.8660254037844384,-0.5000000000000004
1545,2562403,2342134,0,1,2,100,5,1,5,36,4,2002,4,2,0,1,Assistance,-38.42028,145.71448,0.7933533402912352,0.6087614290087207
2660,2486679,2342440,0,1,1,100,5,1,3,43,1,1981,4,2,1,3,Assistance,-38.41954,144.84749,0.0,1.0
9235,2545599,2342521,2,2,1,100,1,1,6,52,1,2001,1,3,1,2,Slight,-38.41779,145.52206,-0.8660254037844386,0.5000000000000001
9236,2545599,2342521,2,2,1,100,1,1,6,52,1,2001,1,3,0,3,Assistance,-38.41779,145.52206,-0.8660254037844386,0.5000000000000001
9237,2545599,2342521,2,2,1,100,1,1,6,52,1,2001,1,2,0,2,Slight,-38.41779,145.52206,-0.8660254037844386,0.5000000000000001
9238,2545599,2342521,2,2,1,100,1,1,6,52,1,2001,1,2,1,3,Assistance,-38.41779,145.52206,-0.8660254037844386,0.5000000000000001
9024,2490156,2342897,0,1,1,100,1,1,3,50,2,2002,4,2,1,3,Assistance,-38.41547,144.8873,0.7933533402912354,-0.6087614290087203
1542,2566478,2343111,0,3,2,80,3,1,5,36,4,2002,1,2,0,1,Assistance,-38.41121,145.76104,0.766044443118978,0.6427876096865394
1543,2566478,2343111,0,3,2,80,3,1,5,36,1,2003,1,2,0,1,Assistance,-38.41121,145.76104,0.766044443118978,0.6427876096865394
1544,2566478,2343111,0,3,2,80,3,1,5,36,1,1985,1,2,0,1,Assistance,-38.41121,145.76104,0.766044443118978,0.6427876096865394
5855,2288091,2343281,2,1,1,100,2,1,7,51,1,1996,6,2,1,2,Assistance,-38.38775,142.57461,0.984807753012208,-0.1736481776669303
203,2574813,2343597,0,1,1,100,5,1,2,29,10,2004,3,4,0,3,Assistance,-38.40619,145.8564,-0.9961946980917455,-0.08715574274765825
6438,2600116,2343741,1,1,2,75,5,1,1,51,4,1999,4,2,0,1,Assistance,-38.40249,146.14601,0.6427876096865393,0.766044443118978
3336,2483711,2343917,1,1,1,80,5,1,1,45,1,1986,4,2,1,2,Assistance,-38.40619,144.81354,0.13052619222005157,0.9914448613738104
2452,2497345,2344692,0,1,1,100,2,1,7,42,10,2001,4,4,0,2,Assistance,-38.39935,144.96962,-0.9762960071199335,0.21643961393810246
7189,2280017,2344749,0,2,1,60,3,1,3,51,1,2000,1,3,1,3,Slight,-38.37264,142.48269,-0.6087614290087209,0.7933533402912349
7190,2280017,2344749,0,2,1,60,3,1,3,51,1,1994,1,3,1,3,Slight,-38.37264,142.48269,-0.6087614290087209,0.7933533402912349
7191,2280017,2344749,0,2,1,60,3,1,3,51,1,2000,1,3,1,1,Slight,-38.37264,142.48269,-0.6087614290087209,0.7933533402912349
7192,2280017,2344749,0,2,1,60,3,1,3,51,1,1994,1,3,1,1,Slight,-38.37264,142.48269,-0.6087614290087209,0.7933533402912349
7193,2280017,2344749,0,2,1,60,3,1,3,51,1,2000,1,3,1,4,Assistance,-38.37264,142.48269,-0.6087614290087209,0.7933533402912349
7194,2280017,2344749,0,2,1,60,3,1,3,51,1,1994,1,3,1,4,Assistance,-38.37264,142.48269,-0.6087614290087209,0.7933533402912349
7195,2280017,2344749,0,2,1,60,3,1,3,51,1,2000,1,2,0,3,Slight,-38.37264,142.48269,-0.6087614290087209,0.7933533402912349
7196,2280017,2344749,0,2,1,60,3,1,3,51,1,1994,1,2,0,3,Slight,-38.37264,142.48269,-0.6087614290087209,0.7933533402912349
7197,2280017,2344749,0,2,1,60,3,1,3,51,1,2000,1,2,0,2,Slight,-38.37264,142.48269,-0.6087614290087209,0.7933533402912349
7198,2280017,2344749,0,2,1,60,3,1,3,51,1,1994,1,2,0,2,Slight,-38.37264,142.48269,-0.6087614290087209,0.7933533402912349
1522,2490231,2344826,0,2,1,80,1,1,6,36,2,1999,1,2,0,3,Slight,-38.3981,144.8882,-0.2588190451025208,-0.9659258262890683
1523,2490231,2344826,0,2,1,80,1,1,6,36,1,1986,1,2,0,3,Slight,-38.3981,144.8882,-0.2588190451025208,-0.9659258262890683
1524,2490231,2344826,0,2,1,80,1,1,6,36,2,1999,1,2,1,3,Assistance,-38.3981,144.8882,-0.2588190451025208,-0.9659258262890683
1525,2490231,2344826,0,2,1,80,1,1,6,36,1,1986,1,2,1,3,Assistance,-38.3981,144.8882,-0.2588190451025208,-0.9659258262890683
940,2636498,2344987,0,1,4,100,1,1,5,32,2,1999,6,2,0,3,Assistance,-38.38661,146.56216,-0.8660254037844384,-0.5000000000000004
3692,2486263,2345076,0,2,1,100,1,1,3,46,4,1983,1,2,1,3,Slight,-38.3958,144.84278,-0.9063077870366497,-0.42261826174069994
3693,2486263,2345076,0,2,1,100,1,1,3,46,10,2002,1,2,1,3,Slight,-38.3958,144.84278,-0.9063077870366497,-0.42261826174069994
3694,2486263,2345076,0,2,1,100,1,1,3,46,4,1983,1,4,0,3,Assistance,-38.3958,144.84278,-0.9063077870366497,-0.42261826174069994
3695,2486263,2345076,0,2,1,100,1,1,3,46,10,2002,1,4,0,3,Assistance,-38.3958,144.84278,-0.9063077870366497,-0.42261826174069994
7063,2278375,2345347,6,2,2,70,1,2,6,50,2,1993,1,2,1,3,Assistance,-38.36687,142.46409,-0.46174861323503374,-0.8870108331782218
221,2572187,2345726,0,2,1,100,1,1,5,29,5,2004,1,2,0,2,Assistance,-38.38722,145.82614,-0.7660444431189779,-0.6427876096865395
222,2572187,2345726,0,2,1,100,1,7,5,29,5,2004,1,2,0,2,Assistance,-38.38722,145.82614,-0.7660444431189779,-0.6427876096865395
223,2572187,2345726,0,2,1,100,1,1,5,29,1,2002,1,2,0,2,Assistance,-38.38722,145.82614,-0.7660444431189779,-0.6427876096865395
224,2572187,2345726,0,2,1,100,1,7,5,29,1,2002,1,2,0,2,Assistance,-38.38722,145.82614,-0.7660444431189779,-0.6427876096865395
225,2572187,2345726,0,2,1,100,1,1,5,29,5,2004,1,2,0,3,Assistance,-38.38722,145.82614,-0.7660444431189779,-0.6427876096865395
226,2572187,2345726,0,2,1,100,1,7,5,29,5,2004,1,2,0,3,Assistance,-38.38722,145.82614,-0.7660444431189779,-0.6427876096865395
227,2572187,2345726,0,2,1,100,1,1,5,29,1,2002,1,2,0,3,Assistance,-38.38722,145.82614,-0.7660444431189779,-0.6427876096865395
228,2572187,2345726,0,2,1,100,1,7,5,29,1,2002,1,2,0,3,Assistance,-38.38722,145.82614,-0.7660444431189779,-0.6427876096865395
4075,2492958,2345905,0,1,2,80,4,1,6,48,4,2002,4,2,0,3,Assistance,-38.3884,144.91942,0.737277336810124,0.6755902076156604
5050,2277599,2346100,0,2,1,50,1,1,5,49,1,2000,1,2,1,4,Assistance,-38.3599,142.45544,0.5372996083468241,-0.8433914458128855
5051,2277599,2346100,0,2,1,50,1,1,5,49,1,1990,1,2,1,4,Assistance,-38.3599,142.45544,0.5372996083468241,-0.8433914458128855
5052,2277599,2346100,0,2,1,50,1,1,5,49,1,2000,1,2,1,2,Assistance,-38.3599,142.45544,0.5372996083468241,-0.8433914458128855
5053,2277599,2346100,0,2,1,50,1,1,5,49,1,1990,1,2,1,2,Assistance,-38.3599,142.45544,0.5372996083468241,-0.8433914458128855
3308,2483983,2346373,1,2,1,80,1,1,2,44,1,1990,1,3,0,3,Slight,-38.38407,144.81671,-0.8870108331782218,-0.4617486132350336
3309,2483983,2346373,1,2,1,80,1,1,2,44,2,1999,1,3,0,3,Slight,-38.38407,144.81671,-0.8870108331782218,-0.4617486132350336
3310,2483983,2346373,1,2,1,80,1,1,2,44,1,1990,1,2,1,2,Assistance,-38.38407,144.81671,-0.8870108331782218,-0.4617486132350336
3311,2483983,2346373,1,2,1,80,1,1,2,44,2,1999,1,2,1,2,Assistance,-38.38407,144.81671,-0.8870108331782218,-0.4617486132350336
3312,2483983,2346373,1,2,1,80,1,1,2,44,1,1990,1,2,1,3,Slight,-38.38407,144.81671,-0.8870108331782218,-0.4617486132350336
3313,2483983,2346373,1,2,1,80,1,1,2,44,2,1999,1,2,1,3,Slight,-38.38407,144.81671,-0.8870108331782218,-0.4617486132350336
2096,2481843,2346857,1,1,2,80,1,2,3,39,1,2002,4,3,1,3,Slight,-38.37968,144.79224,-0.38268343236508967,-0.9238795325112868
2097,2481843,2346857,1,1,2,80,1,2,3,39,1,2002,4,2,0,4,Assistance,-38.37968,144.79224,-0.38268343236508967,-0.9238795325112868
7926,2481538,2346874,1,2,1,80,1,1,4,52,1,1992,1,3,0,1,Slight,-38.37951,144.78875,0.258819045102521,-0.9659258262890682
7927,2481538,2346874,1,2,1,80,1,1,4,52,1,1985,1,3,0,1,Slight,-38.37951,144.78875,0.258819045102521,-0.9659258262890682
7928,2481538,2346874,1,2,1,80,1,1,4,52,1,1992,1,2,0,3,Assistance,-38.37951,144.78875,0.258819045102521,-0.9659258262890682
7929,2481538,2346874,1,2,1,80,1,1,4,52,1,1985,1,2,0,3,Assistance,-38.37951,144.78875,0.258819045102521,-0.9659258262890682
7930,2481538,2346874,1,2,1,80,1,1,4,52,1,1992,1,2,0,3,Slight,-38.37951,144.78875,0.258819045102521,-0.9659258262890682
7931,2481538,2346874,1,2,1,80,1,1,4,52,1,1985,1,2,0,3,Slight,-38.37951,144.78875,0.258819045102521,-0.9659258262890682
6575,2408631,2347118,0,1,1,100,1,1,3,52,2,2001,4,2,0,3,Assistance,-38.37298,143.95454,-0.7372773368101242,-0.67559020761566
158,2485280,2347313,1,2,2,50,1,1,6,28,1,2002,1,2,1,4,Assistance,-38.37563,144.83157,-0.6427876096865393,-0.766044443118978
159,2485280,2347313,1,2,2,50,1,1,6,28,1,1986,1,2,1,4,Assistance,-38.37563,144.83157,-0.6427876096865393,-0.766044443118978
160,2485280,2347313,1,2,2,50,1,1,6,28,1,2002,1,2,0,2,Slight,-38.37563,144.83157,-0.6427876096865393,-0.766044443118978
161,2485280,2347313,1,2,2,50,1,1,6,28,1,1986,1,2,0,2,Slight,-38.37563,144.83157,-0.6427876096865393,-0.766044443118978
529,2487459,2347421,1,2,1,50,1,1,2,31,1,1999,1,3,0,1,Slight,-38.37469,144.85651,-0.04361938736533583,-0.9990482215818578
530,2487459,2347421,1,2,1,50,1,1,2,31,1,1987,1,3,0,1,Slight,-38.37469,144.85651,-0.04361938736533583,-0.9990482215818578
531,2487459,2347421,1,2,1,50,1,1,2,31,1,1999,1,2,1,4,Assistance,-38.37469,144.85651,-0.04361938736533583,-0.9990482215818578
532,2487459,2347421,1,2,1,50,1,1,2,31,1,1987,1,2,1,4,Assistance,-38.37469,144.85651,-0.04361938736533583,-0.9990482215818578
533,2487459,2347421,1,2,1,50,1,1,2,31,1,1999,1,2,1,3,Slight,-38.37469,144.85651,-0.04361938736533583,-0.9990482215818578
534,2487459,2347421,1,2,1,50,1,1,2,31,1,1987,1,2,1,3,Slight,-38.37469,144.85651,-0.04361938736533583,-0.9990482215818578
10065,2480533,2347538,0,2,1,80,1,1,4,51,2,1989,1,3,0,3,Slight,-38.37351,144.77727,-0.9762960071199334,-0.21643961393810282
10066,2480533,2347538,0,2,1,80,1,1,4,51,1,1993,1,3,0,3,Slight,-38.37351,144.77727,-0.9762960071199334,-0.21643961393810282
10067,2480533,2347538,0,2,1,80,1,1,4,51,2,1989,1,2,0,3,Assistance,-38.37351,144.77727,-0.9762960071199334,-0.21643961393810282
10068,2480533,2347538,0,2,1,80,1,1,4,51,1,1993,1,2,0,3,Assistance,-38.37351,144.77727,-0.9762960071199334,-0.21643961393810282
3100,2481388,2347687,17,1,1,50,2,1,1,44,1,1988,4,2,1,3,Assistance,-38.37219,144.78705,-0.9914448613738105,0.13052619222005127
270,2503317,2347753,0,1,1,60,5,1,7,29,1,1989,4,2,0,3,Assistance,-38.37178,145.03796,0.9914448613738104,-0.1305261922200516
4264,2484451,2347899,0,2,1,50,1,1,3,49,1,2003,1,2,0,4,Assistance,-38.37034,144.82211,-0.9961946980917455,-0.08715574274765825
4265,2484451,2347899,0,2,1,50,1,1,3,49,1,2005,1,2,0,4,Assistance,-38.37034,144.82211,-0.9961946980917455,-0.08715574274765825
4266,2484451,2347899,0,2,1,50,1,1,3,49,1,2003,1,2,1,4,Slight,-38.37034,144.82211,-0.9961946980917455,-0.08715574274765825
4267,2484451,2347899,0,2,1,50,1,1,3,49,1,2005,1,2,1,4,Slight,-38.37034,144.82211,-0.9961946980917455,-0.08715574274765825
3041,2492019,2348030,3,2,1,60,2,1,7,43,1,2001,1,3,1,3,Slight,-38.36925,144.90869,-0.9659258262890684,0.2588190451025203
3042,2492019,2348030,3,2,1,60,2,1,7,43,1,1976,1,3,1,3,Slight,-38.36925,144.90869,-0.9659258262890684,0.2588190451025203
3043,2492019,2348030,3,2,1,60,2,1,7,43,1,2001,1,3,0,3,Assistance,-38.36925,144.90869,-0.9659258262890684,0.2588190451025203
3044,2492019,2348030,3,2,1,60,2,1,7,43,1,1976,1,3,0,3,Assistance,-38.36925,144.90869,-0.9659258262890684,0.2588190451025203
3045,2492019,2348030,3,2,1,60,2,1,7,43,1,2001,1,3,1,1,Assistance,-38.36925,144.90869,-0.9659258262890684,0.2588190451025203
3046,2492019,2348030,3,2,1,60,2,1,7,43,1,1976,1,3,1,1,Assistance,-38.36925,144.90869,-0.9659258262890684,0.2588190451025203
3047,2492019,2348030,3,2,1,60,2,1,7,43,1,2001,1,2,0,4,Slight,-38.36925,144.90869,-0.9659258262890684,0.2588190451025203
3048,2492019,2348030,3,2,1,60,2,1,7,43,1,1976,1,2,0,4,Slight,-38.36925,144.90869,-0.9659258262890684,0.2588190451025203
3049,2492019,2348030,3,2,1,60,2,1,7,43,1,2001,1,2,1,2,Slight,-38.36925,144.90869,-0.9659258262890684,0.2588190451025203
3050,2492019,2348030,3,2,1,60,2,1,7,43,1,1976,1,2,1,2,Slight,-38.36925,144.90869,-0.9659258262890684,0.2588190451025203
1331,2487465,2348129,0,2,1,50,1,1,3,41,1,2003,1,6,0,3,Assistance,-38.36831,144.85658,-0.9659258262890684,0.2588190451025203
4553,2487465,2348129,0,3,1,70,1,1,6,52,1,1984,1,3,1,4,Assistance,-38.36831,144.85658,-0.7372773368101242,-0.67559020761566
4554,2487465,2348129,0,3,1,70,1,1,6,52,2,1998,1,3,1,4,Assistance,-38.36831,144.85658,-0.7372773368101242,-0.67559020761566
4555,2487465,2348129,0,3,1,70,1,1,6,52,1,1991,1,3,1,4,Assistance,-38.36831,144.85658,-0.7372773368101242,-0.67559020761566
4556,2487465,2348129,0,3,1,70,1,1,6,52,1,1984,1,3,1,1,Slight,-38.36831,144.85658,-0.7372773368101242,-0.67559020761566
4557,2487465,2348129,0,3,1,70,1,1,6,52,2,1998,1,3,1,1,Slight,-38.36831,144.85658,-0.7372773368101242,-0.67559020761566
4558,2487465,2348129,0,3,1,70,1,1,6,52,1,1991,1,3,1,1,Slight,-38.36831,144.85658,-0.7372773368101242,-0.67559020761566
4559,2487465,2348129,0,3,1,70,1,1,6,52,1,1984,1,2,0,2,Slight,-38.36831,144.85658,-0.7372773368101242,-0.67559020761566
4560,2487465,2348129,0,3,1,70,1,1,6,52,2,1998,1,2,0,2,Slight,-38.36831,144.85658,-0.7372773368101242,-0.67559020761566
4561,2487465,2348129,0,3,1,70,1,1,6,52,1,1991,1,2,0,2,Slight,-38.36831,144.85658,-0.7372773368101242,-0.67559020761566
4562,2487465,2348129,0,3,1,70,1,1,6,52,1,1984,1,2,0,4,Slight,-38.36831,144.85658,-0.7372773368101242,-0.67559020761566
4563,2487465,2348129,0,3,1,70,1,1,6,52,2,1998,1,2,0,4,Slight,-38.36831,144.85658,-0.7372773368101242,-0.67559020761566
4564,2487465,2348129,0,3,1,70,1,1,6,52,1,1991,1,2,0,4,Slight,-38.36831,144.85658,-0.7372773368101242,-0.67559020761566
1332,2489558,2348251,0,2,1,50,1,1,6,22,1,2004,1,2,0,3,Slight,-38.36724,144.88054,-0.9990482215818578,0.043619387365335764
1333,2489558,2348251,0,2,1,50,1,1,6,22,1,2004,1,6,0,3,Assistance,-38.36724,144.88054,-0.9990482215818578,0.043619387365335764
3536,2488453,2348421,0,1,1,50,1,1,6,45,2,1987,2,1,0,1,Assistance,-38.3657,144.86789,-0.04361938736533583,-0.9990482215818578
3537,2488453,2348421,0,1,1,50,1,1,6,45,2,1987,2,3,0,3,Slight,-38.3657,144.86789,-0.04361938736533583,-0.9990482215818578
3538,2488453,2348421,0,1,1,50,1,1,6,45,2,1987,2,2,1,3,Slight,-38.3657,144.86789,-0.04361938736533583,-0.9990482215818578
2751,2488771,2348526,0,2,1,60,1,1,1,42,5,2004,1,2,0,3,Slight,-38.36476,144.87154,0.6087614290087209,-0.793353340291235
2752,2488771,2348526,0,2,1,60,1,1,1,42,5,2004,1,6,0,3,Assistance,-38.36476,144.87154,0.6087614290087209,-0.793353340291235
3921,2491865,2348684,1,1,1,50,1,1,4,47,2,1999,4,2,0,4,Assistance,-38.36336,144.90693,-0.38268343236508967,-0.9238795325112868
4268,2481249,2348731,0,2,2,70,5,2,6,49,1,1989,4,2,0,2,Assistance,-38.36279,144.78548,0.3826834323650898,0.9238795325112867
3535,2480792,2348848,0,1,1,50,3,1,6,45,1,2000,4,2,0,3,Assistance,-38.36172,144.78026,-0.6427876096865396,0.7660444431189778
8193,2480848,2348916,0,2,1,60,1,1,4,50,1,1997,1,3,1,4,Slight,-38.36111,144.78091,0.9396926207859084,-0.3420201433256687
8194,2480848,2348916,0,2,1,60,1,1,4,50,2,2000,1,3,1,4,Slight,-38.36111,144.78091,0.9396926207859084,-0.3420201433256687
8195,2480848,2348916,0,2,1,60,1,1,4,50,1,1997,1,3,1,4,Assistance,-38.36111,144.78091,0.9396926207859084,-0.3420201433256687
8196,2480848,2348916,0,2,1,60,1,1,4,50,2,2000,1,3,1,4,Assistance,-38.36111,144.78091,0.9396926207859084,-0.3420201433256687
8197,2480848,2348916,0,2,1,60,1,1,4,50,1,1997,1,2,1,3,Assistance,-38.36111,144.78091,0.9396926207859084,-0.3420201433256687
8198,2480848,2348916,0,2,1,60,1,1,4,50,2,2000,1,2,1,3,Assistance,-38.36111,144.78091,0.9396926207859084,-0.3420201433256687
95,2490360,2349066,0,2,1,60,1,1,5,29,1,2004,1,2,0,3,Slight,-38.35991,144.88972,0.17364817766693028,-0.984807753012208
96,2490360,2349066,0,2,1,60,1,1,5,29,1,1980,1,2,0,3,Slight,-38.35991,144.88972,0.17364817766693028,-0.984807753012208
97,2490360,2349066,0,2,1,60,1,1,5,29,1,2004,1,2,1,3,Assistance,-38.35991,144.88972,0.17364817766693028,-0.984807753012208
98,2490360,2349066,0,2,1,60,1,1,5,29,1,1980,1,2,1,3,Assistance,-38.35991,144.88972,0.17364817766693028,-0.984807753012208
374,2480157,2349112,0,3,1,70,1,1,5,29,1,1998,1,3,0,2,Slight,-38.35933,144.77301,-0.9396926207859084,-0.34202014332566855
375,2480157,2349112,0,3,1,70,1,1,5,29,1,2005,1,3,0,2,Slight,-38.35933,144.77301,-0.9396926207859084,-0.34202014332566855
376,2480157,2349112,0,3,1,70,1,1,5,29,2,1995,1,3,0,2,Slight,-38.35933,144.77301,-0.9396926207859084,-0.34202014332566855
377,2480157,2349112,0,3,1,70,1,1,5,29,1,1998,1,2,1,3,Assistance,-38.35933,144.77301,-0.9396926207859084,-0.34202014332566855
378,2480157,2349112,0,3,1,70,1,1,5,29,1,2005,1,2,1,3,Assistance,-38.35933,144.77301,-0.9396926207859084,-0.34202014332566855
379,2480157,2349112,0,3,1,70,1,1,5,29,2,1995,1,2,1,3,Assistance,-38.35933,144.77301,-0.9396926207859084,-0.34202014332566855
380,2480157,2349112,0,3,1,70,1,1,5,29,1,1998,1,2,0,3,Slight,-38.35933,144.77301,-0.9396926207859084,-0.34202014332566855
