,accident_type,c_m,split,city,model,precision,recall,f1-score,support
Slight,Slight,UK_2D-convolution,train,UK,2D-convolution,0.386,0.045,0.08,64008.0
Serious,Serious,UK_2D-convolution,train,UK,2D-convolution,0.333,0.959,0.494,64007.0
Fatal,Fatal,UK_2D-convolution,train,UK,2D-convolution,0.0,0.0,0.0,64008.0
accuracy,accuracy,UK_2D-convolution,train,UK,2D-convolution,0.335,0.335,0.335,0.335
macro avg,macro avg,UK_2D-convolution,train,UK,2D-convolution,0.24,0.335,0.191,192023.0
weighted avg,weighted avg,UK_2D-convolution,train,UK,2D-convolution,0.24,0.335,0.191,192023.0
Slight,Slight,UK_2D-convolution,train,UK,2D-convolution,0.386,0.045,0.08,64008.0
Serious,Serious,UK_2D-convolution,train,UK,2D-convolution,0.333,0.959,0.494,64007.0
Fatal,Fatal,UK_2D-convolution,train,UK,2D-convolution,0.0,0.0,0.0,64008.0
accuracy,accuracy,UK_2D-convolution,train,UK,2D-convolution,0.335,0.335,0.335,0.335
macro avg,macro avg,UK_2D-convolution,train,UK,2D-convolution,0.24,0.335,0.191,192023.0
weighted avg,weighted avg,UK_2D-convolution,train,UK,2D-convolution,0.24,0.335,0.191,192023.0
