,precision,recall,f1-score,support
Assistance,0.628,0.866,0.728,2120.0
Slight,0.784,0.487,0.601,2120.0
accuracy,0.676,0.676,0.676,0.676
macro avg,0.706,0.676,0.664,4240.0
weighted avg,0.706,0.676,0.664,4240.0
