,precision,recall,f1-score,support
Assistance,0.779,0.48,0.594,1788.0
Slight,0.624,0.864,0.725,1788.0
accuracy,0.672,0.672,0.672,0.672
macro avg,0.701,0.672,0.659,3576.0
weighted avg,0.701,0.672,0.659,3576.0
