,precision,recall,f1-score,support
Assistance,0.571,0.754,0.65,1783.0
Slight,0.638,0.434,0.517,1783.0
accuracy,0.594,0.594,0.594,0.594
macro avg,0.605,0.594,0.583,3566.0
weighted avg,0.605,0.594,0.583,3566.0
