,hora,tipo_carretera,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,lesividad,coordenada_x_utm,coordenada_y_utm,drogas_alcohol_positivo,vehiculos_implicados,dia_semana,semana_en_año,Latitude,Longitude
39306,2,19,11.0,6,1.0,5.0,1.0,3,1,Slight,441461.537,4467380.925,2,4,7,44,40.35493631579479,-3.689365522958589
39307,2,19,11.0,6,1.0,5.0,2.0,3,1,Slight,441461.537,4467380.925,2,4,7,44,40.35493631579479,-3.689365522958589
39308,2,19,11.0,6,1.0,5.0,3.0,4,1,Serious,441461.537,4467380.925,2,4,7,44,40.35493631579479,-3.689365522958589
11186,1,17,11.0,0,1.0,5.0,1.0,3,1,Slight,441148.787,4467499.684,2,2,4,22,40.355984156920925,-3.693059254863402
39271,2,17,11.0,8,1.0,5.0,1.0,3,1,Serious,441148.153,4467500.429,2,9,6,44,40.355990823579575,-3.693066789343787
39272,2,17,11.0,8,1.0,5.0,1.0,3,1,Slight,441148.153,4467500.429,2,9,6,44,40.355990823579575,-3.693066789343787
39273,2,17,11.0,8,1.0,5.0,1.0,3,1,Slight,441148.153,4467500.429,1,9,6,44,40.355990823579575,-3.693066789343787
39274,2,17,11.0,8,1.0,5.0,2.0,2,2,Slight,441148.153,4467500.429,2,9,6,44,40.355990823579575,-3.693066789343787
39275,2,17,11.0,8,1.0,5.0,2.0,3,1,Slight,441148.153,4467500.429,2,9,6,44,40.355990823579575,-3.693066789343787
39276,2,17,11.0,8,1.0,5.0,2.0,3,2,Slight,441148.153,4467500.429,2,9,6,44,40.355990823579575,-3.693066789343787
39277,2,17,11.0,8,1.0,5.0,2.0,1,1,Slight,441148.153,4467500.429,2,9,6,44,40.355990823579575,-3.693066789343787
13399,2,19,11.0,2,1.0,5.0,1.0,3,2,Slight,441229.314,4467558.681,2,3,4,26,40.35652131508222,-3.692116431557272
13400,2,19,11.0,2,1.0,5.0,2.0,1,1,Serious,441229.314,4467558.681,2,3,4,26,40.35652131508222,-3.692116431557272
21142,2,19,11.0,2,1.0,3.0,1.0,3,1,Serious,441909.879,4467618.908,2,2,2,43,40.357111557743046,-3.6841077462039338
21143,2,19,11.0,2,1.0,5.0,1.0,3,1,Slight,441909.879,4467618.908,2,2,2,43,40.357111557743046,-3.6841077462039338
33241,2,17,11.0,0,1.0,4.0,1.0,3,1,Fatal,440902.919,4467690.73,2,3,5,25,40.35768782417011,-3.6959722051195696
33242,2,17,11.0,0,1.0,4.0,2.0,2,1,Serious,440902.919,4467690.73,2,3,5,25,40.35768782417011,-3.6959722051195696
33243,2,17,11.0,0,1.0,5.0,1.0,3,1,Slight,440902.919,4467690.73,2,3,5,25,40.35768782417011,-3.6959722051195696
43538,2,19,5.0,4,1.0,12.0,1.0,3,1,Slight,443456.67,4467839.4,2,2,3,5,40.35920419721932,-3.665912435325821
43539,2,19,5.0,4,1.0,15.0,1.0,2,1,Serious,443456.67,4467839.4,2,2,3,5,40.35920419721932,-3.665912435325821
33987,1,17,5.0,2,1.0,4.0,1.0,3,1,Serious,444074.04,4467857.656,2,2,6,27,40.359410291630525,-3.658643709262401
33988,1,17,5.0,2,1.0,5.0,1.0,3,1,Slight,444074.04,4467857.656,2,2,6,27,40.359410291630525,-3.658643709262401
43034,2,17,11.0,2,1.0,9.0,1.0,3,1,Slight,442079.07,4467940.09,2,3,1,3,40.36001672682666,-3.682144536089824
43035,2,17,11.0,2,1.0,5.0,1.0,3,1,Slight,442079.07,4467940.09,2,3,1,3,40.36001672682666,-3.682144536089824
51857,1,17,11.0,3,1.0,1.0,1.0,4,1,Slight,442079.07,4467940.09,2,1,4,26,40.36001672682666,-3.682144536089824
51914,1,4,11.0,3,1.0,1.0,1.0,3,1,Serious,442079.07,4467940.09,2,1,5,26,40.36001672682666,-3.682144536089824
9228,1,19,11.0,2,1.0,4.0,1.0,3,1,Slight,441125.487,4468052.412,2,3,2,19,40.36096180805424,-3.6933846373574553
9229,1,19,11.0,2,1.0,5.0,1.0,3,1,Slight,441125.487,4468052.412,2,3,2,19,40.36096180805424,-3.6933846373574553
9230,1,19,11.0,2,1.0,5.0,2.0,3,2,Slight,441125.487,4468052.412,2,3,2,19,40.36096180805424,-3.6933846373574553
9634,2,17,11.0,2,1.0,5.0,1.0,2,2,Slight,441119.745,4468053.12,2,3,7,19,40.3609677806928,-3.693452323453084
9635,2,17,11.0,2,1.0,5.0,1.0,3,1,Slight,441119.745,4468053.12,2,3,7,19,40.3609677806928,-3.693452323453084
9636,2,17,11.0,2,1.0,5.0,2.0,2,1,Slight,441119.745,4468053.12,2,3,7,19,40.3609677806928,-3.693452323453084
18239,1,17,11.0,2,1.0,4.0,1.0,2,1,Serious,441119.494,4468055.441,2,2,7,37,40.36098867187891,-3.6934554936062822
18240,1,17,11.0,2,1.0,14.0,1.0,3,1,Slight,441119.494,4468055.441,1,2,7,37,40.36098867187891,-3.6934554936062822
15838,1,19,11.0,2,1.0,1.0,1.0,3,2,Slight,441173.43,4468085.927,2,2,4,31,40.361267114228994,-3.6928231268154494
15839,1,19,11.0,2,1.0,5.0,1.0,3,1,Slight,441173.43,4468085.927,2,2,4,31,40.361267114228994,-3.6928231268154494
18966,1,19,11.0,2,1.0,5.0,1.0,3,1,Slight,441170.895,4468090.867,2,3,4,39,40.36131143776389,-3.692853436028992
18967,1,19,11.0,2,1.0,5.0,2.0,3,2,Serious,441170.895,4468090.867,2,3,4,39,40.36131143776389,-3.692853436028992
51973,1,17,5.0,6,1.0,5.0,1.0,4,1,Slight,449836.28,4468184.42,2,2,6,26,40.36272057295383,-3.590810743460995
51974,1,17,5.0,6,1.0,5.0,3.0,4,1,Serious,449836.28,4468184.42,2,2,6,26,40.36272057295383,-3.590810743460995
6677,1,17,16.0,2,1.0,9.0,1.0,3,1,Slight,441886.764,4468229.347,2,1,5,13,40.36260914628298,-3.684435556707096
18068,2,17,16.0,1,1.0,5.0,1.0,3,1,Slight,441885.422,4468233.765,1,1,4,37,40.362648852711466,-3.6844517637505567
31055,1,17,16.0,2,1.0,4.0,1.0,3,1,Serious,441890.12,4468230.689,2,2,5,10,40.36262146970847,-3.68439615595695
31056,1,17,16.0,2,1.0,5.0,1.0,4,1,Slight,441890.12,4468230.689,2,2,5,10,40.36262146970847,-3.68439615595695
36498,2,17,16.0,2,1.0,5.0,1.0,3,2,Slight,441893.102,4468227.931,2,2,6,36,40.36259683182672,-3.68436078620242
36499,2,17,16.0,2,1.0,5.0,1.0,3,1,Slight,441893.102,4468227.931,1,2,6,36,40.36259683182672,-3.68436078620242
40042,1,17,16.0,0,1.0,5.0,1.0,3,1,Slight,441891.536,4468227.446,2,2,4,46,40.36259235352528,-3.6843791845173226
40043,1,17,16.0,0,1.0,5.0,1.0,3,2,Slight,441891.536,4468227.446,2,2,4,46,40.36259235352528,-3.6843791845173226
45456,2,19,11.0,4,1.0,3.0,1.0,3,1,Slight,440599.79,4468350.82,2,4,6,10,40.3636127531073,-3.699603300063103
45457,2,19,11.0,4,1.0,3.0,2.0,3,2,Slight,440599.79,4468350.82,2,4,6,10,40.3636127531073,-3.699603300063103
45458,2,19,11.0,4,1.0,5.0,1.0,3,1,Slight,440599.79,4468350.82,1,4,6,10,40.3636127531073,-3.699603300063103
45459,2,19,11.0,4,1.0,13.0,1.0,3,1,Serious,440599.79,4468350.82,2,4,6,10,40.3636127531073,-3.699603300063103
45210,2,17,5.0,3,1.0,1.0,1.0,3,1,Serious,451166.52,4468367.96,2,1,2,10,40.36445301470158,-3.5751584538275414
54404,2,17,5.0,3,1.0,4.0,1.0,3,1,Slight,451166.52,4468367.96,2,1,5,34,40.36445301470158,-3.5751584538275414
32826,1,17,16.0,2,1.0,12.0,1.0,3,1,Slight,441115.346,4468402.219,2,4,2,24,40.36411235476919,-3.693536357934674
32827,1,17,16.0,2,1.0,5.0,1.0,3,2,Slight,441115.346,4468402.219,2,4,2,24,40.36411235476919,-3.693536357934674
32828,1,17,16.0,2,1.0,5.0,2.0,2,2,Slight,441115.346,4468402.219,2,4,2,24,40.36411235476919,-3.693536357934674
32829,1,17,16.0,2,1.0,5.0,2.0,3,1,Serious,441115.346,4468402.219,2,4,2,24,40.36411235476919,-3.693536357934674
12467,1,9,11.0,6,1.0,12.0,1.0,5,3,Slight,441134.844,4468407.457,2,2,6,24,40.36416091849845,-3.693307212240599
12468,1,9,11.0,6,1.0,12.0,3.0,4,2,Serious,441134.844,4468407.457,2,2,6,24,40.36416091849845,-3.693307212240599
48384,1,17,2.0,5,1.0,4.0,1.0,3,1,Serious,436476.9,4468476.33,2,2,5,18,40.36443949045123,-3.7481705442077007
48385,1,17,2.0,5,1.0,5.0,1.0,3,1,Slight,436476.9,4468476.33,2,2,5,18,40.36443949045123,-3.7481705442077007
30234,1,19,16.0,3,1.0,3.0,1.0,3,1,Fatal,440694.146,4468508.06,2,1,7,8,40.36503597638008,-3.698506694969335
26443,2,17,5.0,2,1.0,5.0,1.0,2,2,Slight,447840.635,4468613.013,2,1,6,52,40.36645919330158,-3.614348549288304
34321,1,17,5.0,2,1.0,9.0,1.0,3,1,Serious,447841.544,4468611.272,2,2,1,29,40.3664435660049,-3.614337700996927
34322,1,17,5.0,2,1.0,5.0,1.0,4,1,Slight,447841.544,4468611.272,2,2,1,29,40.3664435660049,-3.614337700996927
596,2,19,16.0,2,1.0,5.0,1.0,3,1,Slight,439639.802,4468677.931,2,4,1,3,40.36649060077717,-3.710939980578872
597,2,19,16.0,2,1.0,5.0,2.0,1,1,Slight,439639.802,4468677.931,2,4,1,3,40.36649060077717,-3.710939980578872
598,2,19,16.0,2,1.0,5.0,2.0,3,2,Slight,439639.802,4468677.931,2,4,1,3,40.36649060077717,-3.710939980578872
12528,1,19,16.0,3,1.0,3.0,1.0,3,1,Serious,439640.92,4468687.885,2,1,7,24,40.36658035268464,-3.710927755583256
14128,2,4,5.0,4,1.0,5.0,1.0,3,1,Slight,450370.426,4468764.404,2,5,7,27,40.36797747590056,-3.584565206974587
14129,2,4,5.0,4,1.0,5.0,1.0,3,1,Serious,450370.426,4468764.404,2,5,7,27,40.36797747590056,-3.584565206974587
14130,2,4,5.0,4,1.0,5.0,2.0,2,1,Serious,450370.426,4468764.404,2,5,7,27,40.36797747590056,-3.584565206974587
14131,2,4,5.0,4,1.0,5.0,2.0,2,2,Slight,450370.426,4468764.404,2,5,7,27,40.36797747590056,-3.584565206974587
23588,2,17,5.0,1,3.0,5.0,1.0,3,1,Slight,450364.466,4468765.528,2,1,4,47,40.36798724690488,-3.5846354912588456
37807,1,17,5.0,2,3.0,4.0,1.0,3,1,Slight,450372.588,4468760.639,2,2,5,40,40.36794368663272,-3.5845394499412544
37808,1,17,5.0,2,3.0,5.0,1.0,3,1,Slight,450372.588,4468760.639,2,2,5,40,40.36794368663272,-3.5845394499412544
40933,2,17,5.0,3,4.0,3.0,1.0,3,1,Serious,446591.625,4468836.431,2,1,4,48,40.368392816557545,-3.6290776436314136
27451,1,16,5.0,1,1.0,5.0,1.0,3,2,Serious,444965.503,4468884.225,2,1,2,3,40.36871760952909,-3.648234118183576
26596,2,17,5.0,1,1.0,5.0,1.0,3,1,Slight,446974.426,4468931.199,1,2,2,1,40.3692709891808,-3.62457690717855
26597,2,17,5.0,1,1.0,5.0,2.0,3,1,Serious,446974.426,4468931.199,2,2,2,1,40.3692709891808,-3.62457690717855
26026,1,19,2.0,6,4.0,5.0,1.0,3,1,Slight,435230.02,4468992.489,2,2,6,51,40.36899334214165,-3.762907412339209
26027,1,19,2.0,6,4.0,5.0,3.0,3,2,Serious,435230.02,4468992.489,2,2,6,51,40.36899334214165,-3.762907412339209
32529,1,17,16.0,6,1.0,5.0,1.0,4,2,Slight,439715.333,4469021.102,2,2,2,23,40.36958753382908,-3.7100828637345247
32530,1,17,16.0,6,1.0,5.0,3.0,4,2,Serious,439715.333,4469021.102,2,2,2,23,40.36958753382908,-3.7100828637345247
33761,2,17,16.0,6,1.0,5.0,1.0,3,1,Slight,439716.116,4469020.785,2,2,1,27,40.36958473474898,-3.7100736116096296
33762,2,17,16.0,6,1.0,5.0,3.0,4,1,Slight,439716.116,4469020.785,2,2,1,27,40.36958473474898,-3.7100736116096296
37390,1,7,16.0,6,1.0,6.0,1.0,3,1,Slight,439654.454,4469034.095,2,2,5,39,40.369700176795305,-3.710801124606026
37391,1,7,16.0,6,1.0,6.0,3.0,4,2,Serious,439654.454,4469034.095,2,2,5,39,40.369700176795305,-3.710801124606026
34781,1,4,5.0,6,1.0,5.0,1.0,3,1,Slight,449458.533,4469043.117,2,2,3,30,40.37043354190653,-3.595327547298935
34782,1,4,5.0,6,1.0,5.0,3.0,4,2,Serious,449458.533,4469043.117,2,2,3,30,40.37043354190653,-3.595327547298935
48051,2,7,19.0,5,1.0,5.0,1.0,2,1,Serious,443813.71,4469093.81,2,5,5,17,40.37052884697082,-3.6618183477164448
48052,2,7,19.0,5,1.0,5.0,1.0,3,2,Serious,443813.71,4469093.81,2,5,5,17,40.37052884697082,-3.6618183477164448
48053,2,7,19.0,5,1.0,5.0,1.0,3,1,Slight,443813.71,4469093.81,2,5,5,17,40.37052884697082,-3.6618183477164448
48054,2,7,19.0,5,1.0,5.0,2.0,2,2,Slight,443813.71,4469093.81,2,5,5,17,40.37052884697082,-3.6618183477164448
48055,2,7,19.0,5,1.0,5.0,2.0,3,1,Slight,443813.71,4469093.81,2,5,5,17,40.37052884697082,-3.6618183477164448
35152,1,19,2.0,2,1.0,3.0,1.0,3,1,Serious,438342.536,4469146.609,2,2,4,31,40.370617755382575,-3.7262637263375264
35153,1,19,2.0,2,1.0,5.0,1.0,3,2,Slight,438342.536,4469146.609,2,2,4,31,40.370617755382575,-3.7262637263375264
53724,1,17,16.0,6,1.0,5.0,1.0,3,1,Slight,441186.81,4469207.02,2,2,7,31,40.371367504130255,-3.692768952078946
53725,1,17,16.0,6,1.0,5.0,3.0,3,1,Serious,441186.81,4469207.02,2,2,7,31,40.371367504130255,-3.692768952078946
32843,2,19,5.0,2,1.0,1.0,1.0,3,1,Serious,446709.638,4469233.022,2,2,2,24,40.37197313161119,-3.6277208395005847
32844,2,19,5.0,2,1.0,5.0,1.0,3,1,Slight,446709.638,4469233.022,2,2,2,24,40.37197313161119,-3.6277208395005847
8703,2,19,2.0,6,1.0,5.0,1.0,3,2,Slight,437499.612,4469288.724,2,2,1,18,40.371835220150416,-3.7362056947458897
8704,2,19,2.0,6,1.0,5.0,3.0,2,1,Serious,437499.612,4469288.724,2,2,1,18,40.371835220150416,-3.7362056947458897
33475,2,19,2.0,2,1.0,3.0,1.0,3,2,Serious,435761.2,4469310.943,2,2,3,26,40.371903216788255,-3.756683397707202
33476,2,19,2.0,2,1.0,5.0,1.0,3,1,Slight,435761.2,4469310.943,2,2,3,26,40.371903216788255,-3.756683397707202
9696,1,16,5.0,0,1.0,4.0,1.0,3,1,Serious,445776.513,4469321.382,2,2,1,20,40.372708956737526,-3.638719231926379
9697,1,16,5.0,0,1.0,4.0,1.0,3,1,Slight,445776.513,4469321.382,2,2,1,20,40.372708956737526,-3.638719231926379
32671,1,19,1.0,2,1.0,9.0,1.0,3,2,Slight,434763.859,4469343.974,2,2,5,23,40.37212331447835,-3.768433689738454
32672,1,19,1.0,2,1.0,4.0,1.0,3,1,Serious,434763.859,4469343.974,2,2,5,23,40.37212331447835,-3.768433689738454
38344,2,19,1.0,2,1.0,3.0,1.0,2,1,Serious,434526.305,4469351.878,2,2,3,42,40.37217589100509,-3.7712324727808593
38345,2,19,1.0,2,1.0,5.0,1.0,3,1,Slight,434526.305,4469351.878,2,2,3,42,40.37217589100509,-3.7712324727808593
38963,1,19,1.0,1,1.0,5.0,1.0,3,1,Serious,434758.193,4469366.939,2,2,1,44,40.372329749139496,-3.768502775552535
38964,1,19,1.0,1,1.0,5.0,1.0,3,2,Slight,434758.193,4469366.939,2,2,1,44,40.372329749139496,-3.768502775552535
45839,2,17,16.0,6,1.0,13.0,1.0,2,1,Slight,440993.72,4469392.44,2,2,6,11,40.37302422457155,-3.695060390390602
45840,2,17,16.0,6,1.0,13.0,3.0,4,1,Serious,440993.72,4469392.44,2,2,6,11,40.37302422457155,-3.695060390390602
24999,2,17,2.0,2,1.0,5.0,1.0,2,1,Slight,438341.268,4469446.478,2,4,7,49,40.37331903052055,-3.726307663397729
25000,2,17,2.0,2,1.0,5.0,1.0,3,1,Slight,438341.268,4469446.478,2,4,7,49,40.37331903052055,-3.726307663397729
25001,2,17,2.0,2,1.0,5.0,2.0,1,2,Slight,438341.268,4469446.478,2,4,7,49,40.37331903052055,-3.726307663397729
25002,2,17,2.0,2,1.0,5.0,2.0,3,2,Slight,438341.268,4469446.478,2,4,7,49,40.37331903052055,-3.726307663397729
25550,2,17,2.0,2,1.0,6.0,1.0,3,1,Slight,438340.448,4469444.931,2,7,7,50,40.37330503371853,-3.726317172200664
25551,2,17,2.0,2,1.0,6.0,2.0,3,1,Slight,438340.448,4469444.931,2,7,7,50,40.37330503371853,-3.726317172200664
25552,2,17,2.0,2,1.0,6.0,2.0,1,2,Slight,438340.448,4469444.931,2,7,7,50,40.37330503371853,-3.726317172200664
25553,2,17,2.0,2,1.0,12.0,1.0,3,1,Slight,438340.448,4469444.931,1,7,7,50,40.37330503371853,-3.726317172200664
25554,2,17,2.0,2,1.0,12.0,2.0,1,1,Slight,438340.448,4469444.931,2,7,7,50,40.37330503371853,-3.726317172200664
25555,2,17,2.0,2,1.0,12.0,2.0,1,2,Serious,438340.448,4469444.931,2,7,7,50,40.37330503371853,-3.726317172200664
25556,2,17,2.0,2,1.0,12.0,2.0,3,2,Serious,438340.448,4469444.931,2,7,7,50,40.37330503371853,-3.726317172200664
51267,2,7,2.0,2,1.0,3.0,1.0,3,1,Serious,436190.87,4469463.96,2,2,2,25,40.37331466478814,-3.751637947441038
51268,2,7,2.0,2,1.0,5.0,1.0,3,2,Slight,436190.87,4469463.96,2,2,2,25,40.37331466478814,-3.751637947441038
35289,2,17,2.0,2,1.0,3.0,1.0,2,1,Serious,437729.934,4469484.896,2,2,7,31,40.373619670076046,-3.7335120548188607
35290,2,17,2.0,2,1.0,5.0,1.0,3,1,Slight,437729.934,4469484.896,2,2,7,31,40.373619670076046,-3.7335120548188607
41363,1,19,2.0,2,1.0,5.0,1.0,3,2,Slight,437734.151,4469476.145,2,2,3,50,40.373541151911,-3.733461529630665
41364,1,19,2.0,2,1.0,5.0,1.0,3,1,Slight,437734.151,4469476.145,2,2,3,50,40.373541151911,-3.733461529630665
54198,1,17,2.0,2,1.0,5.0,1.0,3,1,Slight,438256.1,4469517.74,2,2,1,34,40.37395468894513,-3.727317723734072
54199,1,17,2.0,2,1.0,13.0,1.0,3,1,Serious,438256.1,4469517.74,2,2,1,34,40.37395468894513,-3.727317723734072
46310,2,17,16.0,2,1.0,4.0,1.0,3,1,Serious,440954.16,4469570.44,2,4,6,12,40.37462494567603,-3.6955428397880654
46311,2,17,16.0,2,1.0,5.0,1.0,2,1,Slight,440954.16,4469570.44,1,4,6,12,40.37462494567603,-3.6955428397880654
46312,2,17,16.0,2,1.0,5.0,2.0,2,1,Slight,440954.16,4469570.44,2,4,6,12,40.37462494567603,-3.6955428397880654
46313,2,17,16.0,2,1.0,5.0,2.0,3,1,Slight,440954.16,4469570.44,2,4,6,12,40.37462494567603,-3.6955428397880654
43011,2,17,16.0,2,1.0,5.0,1.0,3,1,Slight,441034.36,4469585.94,2,1,6,2,40.37477025615277,-3.6945996067774094
43498,2,17,16.0,4,3.0,5.0,1.0,4,2,Slight,441034.36,4469585.94,2,3,4,3,40.37477025615277,-3.6945996067774094
43499,2,17,16.0,4,3.0,5.0,1.0,4,1,Slight,441034.36,4469585.94,2,3,4,3,40.37477025615277,-3.6945996067774094
43500,2,17,16.0,4,3.0,5.0,2.0,3,2,Slight,441034.36,4469585.94,2,3,4,3,40.37477025615277,-3.6945996067774094
44380,1,17,16.0,4,1.0,5.0,1.0,2,1,Slight,441034.36,4469585.94,2,3,5,7,40.37477025615277,-3.6945996067774094
44381,1,17,16.0,4,1.0,5.0,1.0,3,1,Slight,441034.36,4469585.94,2,3,5,7,40.37477025615277,-3.6945996067774094
45665,1,17,16.0,0,1.0,3.0,1.0,3,1,Slight,441034.36,4469585.94,2,2,6,10,40.37477025615277,-3.6945996067774094
45666,1,17,16.0,0,1.0,5.0,1.0,2,1,Slight,441034.36,4469585.94,2,2,6,10,40.37477025615277,-3.6945996067774094
46577,2,17,16.0,4,1.0,5.0,1.0,3,1,Slight,441034.36,4469585.94,2,3,5,13,40.37477025615277,-3.6945996067774094
46578,2,17,16.0,4,1.0,5.0,2.0,3,1,Slight,441034.36,4469585.94,2,3,5,13,40.37477025615277,-3.6945996067774094
50322,1,17,16.0,6,1.0,4.0,1.0,3,1,Slight,441034.36,4469585.94,2,3,2,23,40.37477025615277,-3.6945996067774094
50323,1,17,16.0,6,1.0,4.0,2.0,3,2,Slight,441034.36,4469585.94,2,3,2,23,40.37477025615277,-3.6945996067774094
50324,1,17,16.0,6,1.0,4.0,3.0,4,1,Serious,441034.36,4469585.94,2,3,2,23,40.37477025615277,-3.6945996067774094
52056,2,17,16.0,3,1.0,3.0,1.0,3,1,Slight,441034.36,4469585.94,1,1,7,26,40.37477025615277,-3.6945996067774094
52569,1,17,16.0,11,1.0,6.0,1.0,3,1,Slight,441034.36,4469585.94,2,6,3,28,40.37477025615277,-3.6945996067774094
52570,1,17,16.0,11,1.0,6.0,2.0,1,2,Slight,441034.36,4469585.94,2,6,3,28,40.37477025615277,-3.6945996067774094
52571,1,17,16.0,11,1.0,6.0,2.0,3,2,Slight,441034.36,4469585.94,2,6,3,28,40.37477025615277,-3.6945996067774094
52834,1,17,16.0,4,1.0,5.0,1.0,3,1,Slight,441034.36,4469585.94,2,2,2,29,40.37477025615277,-3.6945996067774094
52835,1,17,16.0,4,1.0,5.0,1.0,3,2,Slight,441034.36,4469585.94,2,2,2,29,40.37477025615277,-3.6945996067774094
1575,1,17,1.0,2,1.0,12.0,1.0,3,2,Slight,434352.165,4469590.476,1,2,6,4,40.37431157990056,-3.773308109283066
1576,1,17,1.0,2,1.0,4.0,1.0,2,1,Serious,434352.165,4469590.476,2,2,6,4,40.37431157990056,-3.773308109283066
53893,2,18,5.0,2,1.0,3.0,1.0,3,1,Serious,448892.86,4469606.79,2,3,4,32,40.37547702541689,-3.602035448478577
53894,2,18,5.0,2,1.0,3.0,2.0,3,2,Serious,448892.86,4469606.79,2,3,4,32,40.37547702541689,-3.602035448478577
53895,2,18,5.0,2,1.0,5.0,1.0,3,2,Slight,448892.86,4469606.79,2,3,4,32,40.37547702541689,-3.602035448478577
21947,1,19,2.0,4,1.0,4.0,1.0,3,1,Serious,437772.957,4469621.568,2,3,4,44,40.3748540901741,-3.733018645309148
21948,1,19,2.0,4,1.0,4.0,2.0,3,2,Slight,437772.957,4469621.568,2,3,4,44,40.3748540901741,-3.733018645309148
21949,1,19,2.0,4,1.0,5.0,1.0,3,2,Slight,437772.957,4469621.568,2,3,4,44,40.3748540901741,-3.733018645309148
18471,2,19,2.0,6,1.0,3.0,1.0,3,1,Slight,437850.874,4469666.753,2,2,3,38,40.3752669521468,-3.732105279647904
18472,2,19,2.0,6,1.0,3.0,3.0,1,1,Serious,437850.874,4469666.753,2,2,3,38,40.3752669521468,-3.732105279647904
5591,1,19,5.0,5,1.0,9.0,1.0,3,1,Slight,447169.555,4469678.142,2,1,2,12,40.37601235534867,-3.622340554166051
16568,1,19,5.0,8,1.0,5.0,1.0,2,1,Slight,447169.89,4469677.844,2,2,5,33,40.37600969199686,-3.6223365833999375
16569,1,19,5.0,8,1.0,5.0,1.0,3,2,Slight,447169.89,4469677.844,2,2,5,33,40.37600969199686,-3.6223365833999375
36119,1,19,5.0,2,1.0,3.0,1.0,3,1,Slight,447171.121,4469677.08,2,2,4,35,40.37600288739535,-3.622322019756639
36120,1,19,5.0,2,1.0,5.0,1.0,3,2,Slight,447171.121,4469677.08,2,2,4,35,40.37600288739535,-3.622322019756639
37851,1,19,5.0,6,1.0,5.0,1.0,2,1,Slight,447174.903,4469670.785,2,2,6,40,40.37594641746085,-3.622276948726456
37852,1,19,5.0,6,1.0,5.0,3.0,3,1,Serious,447174.903,4469670.785,2,2,6,40,40.37594641746085,-3.622276948726456
38652,1,19,2.0,6,4.0,3.0,1.0,3,1,Serious,436252.787,4469686.437,2,2,2,43,40.3753235739944,-3.750930905890453
38653,1,19,2.0,6,4.0,3.0,3.0,2,2,Slight,436252.787,4469686.437,2,2,2,43,40.3753235739944,-3.750930905890453
40093,2,19,1.0,6,1.0,5.0,1.0,3,2,Slight,434379.716,4469702.841,2,2,3,47,40.375325977910045,-3.772995163765392
40094,2,19,1.0,6,1.0,5.0,3.0,3,2,Serious,434379.716,4469702.841,2,2,3,47,40.375325977910045,-3.772995163765392
49456,1,17,19.0,3,1.0,1.0,1.0,3,1,Slight,443935.73,4469743.74,2,1,1,21,40.376392035170205,-3.6604383250962016
49675,1,17,19.0,6,1.0,5.0,1.0,4,1,Slight,443935.73,4469743.74,2,3,6,21,40.376392035170205,-3.6604383250962016
49676,1,17,19.0,6,1.0,5.0,2.0,4,2,Slight,443935.73,4469743.74,2,3,6,21,40.376392035170205,-3.6604383250962016
49677,1,17,19.0,6,1.0,5.0,3.0,4,1,Serious,443935.73,4469743.74,2,3,6,21,40.376392035170205,-3.6604383250962016
50151,1,7,19.0,0,2.0,9.0,1.0,3,1,Slight,443935.73,4469743.74,2,4,6,22,40.376392035170205,-3.6604383250962016
50152,1,7,19.0,0,2.0,9.0,2.0,1,1,Slight,443935.73,4469743.74,2,4,6,22,40.376392035170205,-3.6604383250962016
50153,1,7,19.0,0,2.0,5.0,1.0,3,2,Slight,443935.73,4469743.74,2,4,6,22,40.376392035170205,-3.6604383250962016
50154,1,7,19.0,0,2.0,5.0,2.0,3,1,Slight,443935.73,4469743.74,2,4,6,22,40.376392035170205,-3.6604383250962016
54286,2,7,19.0,2,2.0,5.0,1.0,3,2,Slight,443935.73,4469743.74,2,2,3,34,40.376392035170205,-3.6604383250962016
54287,2,7,19.0,2,2.0,5.0,1.0,3,1,Slight,443935.73,4469743.74,2,2,3,34,40.376392035170205,-3.6604383250962016
22729,1,17,5.0,4,1.0,9.0,1.0,3,1,Slight,445750.193,4469760.477,1,2,1,46,40.3766629000611,-3.6390666173409048
22730,1,17,5.0,4,1.0,4.0,1.0,3,1,Serious,445750.193,4469760.477,2,2,1,46,40.3766629000611,-3.6390666173409048
16311,2,19,2.0,6,1.0,5.0,1.0,3,2,Slight,436769.166,4469783.237,2,3,5,32,40.37623492861166,-3.7448581444750113
16312,2,19,2.0,6,1.0,5.0,2.0,1,1,Slight,436769.166,4469783.237,2,3,5,32,40.37623492861166,-3.7448581444750113
16313,2,19,2.0,6,1.0,5.0,3.0,1,1,Serious,436769.166,4469783.237,2,3,5,32,40.37623492861166,-3.7448581444750113
1461,1,17,2.0,6,1.0,5.0,1.0,3,2,Slight,436284.178,4469807.563,2,2,5,4,40.37641713088022,-3.750573263659253
1462,1,17,2.0,6,1.0,5.0,3.0,3,2,Serious,436284.178,4469807.563,2,2,5,4,40.37641713088022,-3.750573263659253
8551,2,19,19.0,6,1.0,5.0,1.0,3,2,Slight,443990.456,4469829.671,2,4,7,17,40.37716983426704,-3.659801243552174
8552,2,19,19.0,6,1.0,5.0,2.0,3,1,Slight,443990.456,4469829.671,2,4,7,17,40.37716983426704,-3.659801243552174
8553,2,19,19.0,6,1.0,5.0,2.0,1,1,Slight,443990.456,4469829.671,2,4,7,17,40.37716983426704,-3.659801243552174
