,c_m,city,model,precision,recall,f1-score,support
Slight,madrid_1D-convolution,madrid,1D-convolution,0.9782608695652174,0.0169523450744019,0.0333271616367339,10618.0
Serious,madrid_1D-convolution,madrid,1D-convolution,0.0244936410739519,0.981132075471698,0.0477941176470588,265.0
Fatal,madrid_1D-convolution,madrid,1D-convolution,0.0098039215686274,0.0555555555555555,0.0166666666666666,18.0
accuracy,madrid_1D-convolution,madrid,1D-convolution,0.0404550041280616,0.0404550041280616,0.0404550041280616,0.0404550041280616
macro avg,madrid_1D-convolution,madrid,1D-convolution,0.3375194774025989,0.3512133253672185,0.0325959819834864,10901.0
weighted avg,madrid_1D-convolution,madrid,1D-convolution,0.9534759378512347,0.0404550041280616,0.0336513387244575,10901.0
Slight,madrid_2D-convolution,madrid,2D-convolution,0.9771573604060914,0.6164061028442268,0.7559482559482559,10618.0
Serious,madrid_2D-convolution,madrid,2D-convolution,0.0299179242785279,0.4264150943396226,0.0559129143988124,265.0
Fatal,madrid_2D-convolution,madrid,2D-convolution,0.0,0.0,0.0,18.0
accuracy,madrid_2D-convolution,madrid,2D-convolution,0.6107696541601688,0.6107696541601688,0.6107696541601688,0.6107696541601688
macro avg,madrid_2D-convolution,madrid,2D-convolution,0.3356917615615398,0.3476070657279498,0.2706203901156894,10901.0
weighted avg,madrid_2D-convolution,madrid,2D-convolution,0.9525167510068516,0.6107696541601688,0.7376823689546158,10901.0
