,0,1,2,3,4
0,0.0,0.0,-1.5893,0.0,0.0
1,1.2548,0.0081,1.4203,-0.1499,-1.4591
2,0.2129,-0.7004,-0.5316,0.1488,0.0
3,0.0,1.5428,0.4597,0.0,0.0
4,0.0,0.0,1.1136,0.0,0.0
